Id,Product Name,Energy (kcal),Fat Level (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
15105.0,Soy Milk,,3.12,3.56,9.04,8.2,0.68,,0.92,82.0
15106.0,Almond Milk,58.0,,,,8.32,0.61,3.98,0.99,111.0
15107.0,,42.0,6.71,4.96,,4.73,0.36,7.85,0.22,93.0
15108.0,Skim Milk,74.0,2.19,1.35,1.83,4.37,0.85,4.79,0.79,
15109.0,Skim Milk,70.0,4.44,0.36,4.93,,0.04,2.2,0.34,140.0
15110.0,2% Milk,65.0,3.6,,5.02,3.84,0.32,2.82,0.29,147.0
15111.0,Whole Milk,52.0,0.98,,1.38,,0.83,,0.62,
15112.0,2% Milk,69.0,5.78,3.15,10.32,2.2,0.75,4.96,0.27,
15113.0,Soy Milk,69.0,,3.4,6.78,1.24,0.32,,0.31,149.0
15114.0,Cashew Milk,,6.08,2.82,6.53,3.92,0.46,3.1,,119.0
,,68.0,1.6,4.49,6.68,3.24,0.3,6.56,0.04,115.0
15116.0,,66.0,,4.09,4.32,4.78,0.74,4.93,0.97,148.0
,Cashew Milk,72.0,3.11,4.55,6.85,0.88,0.66,7.05,0.71,85.0
15118.0,Whole Milk,60.0,0.5,0.8,1.4,7.37,0.06,1.31,0.78,150.0
15119.0,,57.0,4.16,3.56,4.37,7.81,0.54,2.22,0.35,130.0
15120.0,Whole Milk,67.0,2.5,0.59,7.45,7.17,0.31,7.0,0.33,89.0
15121.0,Soy Milk,79.0,2.12,1.34,1.91,5.06,0.4,3.01,0.44,
15122.0,Oat Milk,63.0,4.59,0.86,6.82,8.75,0.84,2.25,0.84,138.0
,Soy Milk,70.0,3.3,,4.42,9.82,0.8,4.48,0.52,145.0
15124.0,Cashew Milk,,7.65,4.86,10.3,2.35,,5.23,0.45,114.0
15125.0,Soy Milk,46.0,5.05,2.42,4.15,5.54,0.32,,0.82,147.0
15126.0,Soy Milk,54.0,6.66,3.83,11.06,6.97,0.73,5.45,0.0,114.0
15127.0,Cashew Milk,54.0,5.95,,10.95,,0.62,6.99,,101.0
15128.0,,80.0,7.72,1.51,5.89,3.14,0.84,1.28,0.5,123.0
15129.0,Coconut Milk,51.0,1.61,2.88,8.05,2.54,0.69,,0.17,86.0
15130.0,Coconut Milk,57.0,1.18,1.59,,8.18,0.8,4.77,0.96,117.0
,Skim Milk,74.0,3.35,3.92,2.69,1.0,0.29,1.16,0.9,131.0
15132.0,,59.0,,,1.73,9.93,0.83,5.78,0.15,92.0
15133.0,Coconut Milk,58.0,2.44,2.91,8.44,8.42,0.17,3.97,0.32,91.0
15134.0,Soy Milk,68.0,,,12.0,0.59,0.24,3.63,0.8,118.0
15135.0,Coconut Milk,67.0,3.47,3.0,,,0.5,2.89,0.94,146.0
,Oat Milk,60.0,7.86,4.03,7.53,8.89,0.3,5.05,0.02,122.0
15137.0,Whole Milk,60.0,7.58,2.13,8.28,4.07,0.38,7.09,0.99,147.0
15138.0,Oat Milk,70.0,7.46,,8.74,6.18,0.11,6.77,,115.0
15139.0,Whole Milk,63.0,2.57,3.4,1.01,9.5,0.46,4.66,0.51,104.0
15140.0,Cashew Milk,71.0,2.48,2.55,2.23,1.32,0.61,5.59,,112.0
15141.0,Coconut Milk,63.0,7.27,3.23,1.41,2.4,0.36,6.46,0.4,96.0
15142.0,Soy Milk,53.0,0.77,0.77,11.89,1.81,0.24,3.71,0.89,87.0
15143.0,2% Milk,67.0,,0.6,,1.03,0.22,7.34,0.54,131.0
15144.0,Skim Milk,52.0,2.04,2.46,8.83,3.28,0.59,2.41,0.39,143.0
,Coconut Milk,51.0,6.19,0.49,1.55,5.94,0.0,6.81,0.39,142.0
15146.0,Whole Milk,76.0,1.56,2.68,5.17,2.69,0.58,,0.33,89.0
,Skim Milk,69.0,3.54,4.8,7.09,7.64,0.77,3.48,0.22,
15148.0,Cashew Milk,44.0,2.21,3.08,,4.59,0.9,7.09,0.02,101.0
15149.0,Skim Milk,46.0,6.51,0.17,,8.86,0.94,5.3,0.13,92.0
15150.0,Almond Milk,49.0,7.79,,11.67,4.78,0.4,3.42,,95.0
15151.0,Cashew Milk,52.0,1.75,3.79,9.5,6.9,0.58,1.36,0.32,81.0
15152.0,,61.0,2.03,0.81,10.87,,0.24,1.7,0.38,124.0
15153.0,Almond Milk,50.0,3.7,,10.75,7.97,0.71,6.03,0.36,106.0
15154.0,,76.0,,2.11,6.0,4.56,0.97,2.21,0.01,119.0
15155.0,Skim Milk,68.0,3.24,4.8,9.54,5.84,0.79,4.51,0.6,120.0
15156.0,Almond Milk,71.0,7.67,4.55,11.02,7.57,0.2,5.36,0.44,146.0
15157.0,Oat Milk,59.0,0.97,4.43,2.0,3.37,0.96,3.37,0.42,147.0
15158.0,2% Milk,51.0,0.53,2.83,4.62,9.41,0.91,7.62,0.47,108.0
15159.0,Skim Milk,58.0,1.61,1.11,2.8,5.94,0.85,7.81,0.32,150.0
15160.0,2% Milk,,6.5,3.13,11.2,7.59,0.61,4.53,0.8,104.0
15161.0,2% Milk,,2.98,1.04,8.55,7.07,0.75,,0.35,82.0
15162.0,Soy Milk,,5.89,1.75,,7.43,0.84,5.55,0.46,134.0
15163.0,Almond Milk,43.0,1.81,1.18,9.15,1.4,0.78,6.48,0.94,129.0
15164.0,Almond Milk,45.0,1.15,4.1,7.43,8.11,0.88,5.57,0.6,126.0
15165.0,Soy Milk,77.0,,1.85,,8.43,0.93,7.94,0.52,101.0
15166.0,,50.0,5.06,1.67,2.49,7.07,0.73,5.88,0.31,125.0
15167.0,Whole Milk,65.0,4.29,2.17,11.16,7.24,0.52,7.99,0.32,147.0
15168.0,Oat Milk,42.0,3.21,2.18,5.18,5.28,0.25,2.61,0.58,136.0
15169.0,Skim Milk,47.0,0.74,0.31,2.63,8.03,0.97,5.05,0.52,
15170.0,Soy Milk,80.0,6.13,,4.23,8.77,0.01,4.57,0.34,137.0
15171.0,,59.0,1.6,2.96,2.41,4.17,0.0,2.52,0.05,113.0
15172.0,Coconut Milk,78.0,7.31,0.47,7.69,4.46,0.41,5.65,0.9,126.0
15173.0,Almond Milk,53.0,5.98,3.44,3.72,0.78,0.53,5.96,0.22,116.0
15174.0,Whole Milk,69.0,5.85,4.34,,7.02,0.63,6.4,0.1,138.0
15175.0,Whole Milk,69.0,5.81,0.73,7.26,2.72,0.36,5.36,0.86,105.0
15176.0,Oat Milk,56.0,6.98,3.98,8.64,8.51,0.94,3.15,0.8,143.0
15177.0,Almond Milk,,2.92,3.62,4.26,8.75,0.08,,0.51,
15178.0,Whole Milk,43.0,7.6,4.95,1.63,2.27,0.58,3.53,0.67,121.0
15179.0,2% Milk,60.0,2.73,3.11,11.47,6.91,0.7,2.48,0.08,140.0
15180.0,Skim Milk,77.0,7.0,1.35,5.85,2.86,0.97,4.56,0.75,94.0
15181.0,Coconut Milk,80.0,2.07,1.21,8.21,7.82,0.78,6.95,0.19,126.0
15182.0,Soy Milk,44.0,7.51,2.49,,2.9,0.5,7.38,0.84,85.0
15183.0,Oat Milk,48.0,4.18,3.51,10.54,5.31,0.87,2.83,0.85,117.0
15184.0,Whole Milk,50.0,1.36,4.44,11.2,1.47,0.74,2.4,0.7,107.0
15185.0,2% Milk,77.0,5.62,1.88,5.66,5.86,0.56,3.57,0.74,110.0
,2% Milk,74.0,6.29,0.4,11.28,,0.27,4.21,0.53,149.0
15187.0,,,5.86,2.34,1.84,,0.94,5.55,0.5,146.0
15188.0,Whole Milk,41.0,7.72,0.33,4.39,6.0,0.22,6.98,0.9,
15189.0,Soy Milk,72.0,4.46,2.78,8.85,9.93,0.37,7.8,0.74,132.0
,Cashew Milk,,2.35,4.31,9.54,7.38,0.72,6.35,0.62,100.0
15191.0,Cashew Milk,42.0,2.45,3.32,1.25,8.66,0.81,7.31,0.0,125.0
,Oat Milk,45.0,1.09,,8.29,4.82,0.07,6.83,0.63,128.0
15193.0,Soy Milk,48.0,3.45,3.57,1.33,3.35,0.75,5.43,0.54,124.0
,Oat Milk,78.0,,4.16,7.59,2.66,,1.21,0.78,102.0
15195.0,Cashew Milk,41.0,3.45,1.22,10.92,4.1,0.72,4.96,0.6,92.0
,Coconut Milk,55.0,0.8,0.78,1.15,2.26,0.89,,0.27,83.0
15197.0,Whole Milk,74.0,4.15,0.62,9.1,1.98,0.44,,0.33,134.0
,Skim Milk,76.0,1.48,3.76,11.87,4.95,0.2,3.72,0.24,129.0
15199.0,Oat Milk,,5.86,1.9,4.31,1.55,0.81,3.84,0.11,91.0
15200.0,Skim Milk,64.0,5.61,3.08,7.6,,0.22,4.78,0.19,121.0
15201.0,Coconut Milk,50.0,2.87,4.35,7.52,7.47,0.72,4.97,0.16,131.0
,Whole Milk,62.0,0.62,0.11,9.3,3.84,0.6,,0.47,150.0
15203.0,,44.0,7.69,0.53,10.05,6.4,0.54,2.47,0.75,
15204.0,Soy Milk,56.0,2.53,0.95,2.08,6.45,0.17,5.0,0.29,
,Skim Milk,73.0,4.25,1.26,10.27,3.96,0.57,,0.95,139.0
15206.0,Skim Milk,61.0,6.89,0.47,,8.79,0.76,1.14,0.93,83.0
15207.0,Cashew Milk,43.0,7.01,4.02,10.32,3.64,0.42,2.51,0.71,140.0
15208.0,2% Milk,61.0,2.96,1.41,1.2,4.48,0.75,2.05,0.18,
15209.0,Cashew Milk,50.0,3.51,4.41,5.07,8.09,0.22,6.16,0.69,
15210.0,Oat Milk,62.0,6.12,1.37,10.24,9.81,0.82,1.34,0.02,142.0
15211.0,Skim Milk,75.0,3.2,1.33,11.78,0.59,0.48,7.67,0.14,
15212.0,Oat Milk,45.0,2.75,4.7,4.42,8.94,0.62,2.58,0.96,
,Cashew Milk,50.0,3.88,1.22,10.84,1.48,0.62,5.38,0.41,91.0
15214.0,Oat Milk,57.0,7.89,0.34,3.24,8.26,0.13,6.28,0.31,149.0
15215.0,Skim Milk,45.0,6.7,2.63,5.75,1.13,0.98,6.75,,135.0
15216.0,Whole Milk,61.0,2.07,2.15,2.3,3.37,0.51,1.54,,114.0
15217.0,Coconut Milk,72.0,4.8,3.68,6.83,,0.41,3.42,0.89,104.0
15218.0,Oat Milk,57.0,7.25,4.22,9.58,7.98,0.78,5.62,0.15,134.0
15219.0,2% Milk,44.0,,1.65,7.54,3.08,,6.5,0.62,103.0
15220.0,,,0.78,0.25,8.6,6.26,0.78,6.48,0.36,120.0
15221.0,Oat Milk,57.0,4.9,2.45,9.05,9.94,0.28,3.7,0.66,86.0
15222.0,Coconut Milk,50.0,2.48,0.11,1.2,1.66,,5.97,0.94,122.0
15223.0,Almond Milk,45.0,7.81,4.88,1.39,6.06,0.74,5.1,0.58,143.0
15224.0,,41.0,5.18,4.2,7.19,3.22,0.38,7.14,0.65,122.0
15225.0,,,3.9,1.23,4.08,4.73,0.45,3.0,,140.0
15226.0,Skim Milk,50.0,1.83,2.55,4.0,,0.85,7.08,0.04,150.0
15227.0,Skim Milk,60.0,,,11.66,0.68,0.56,1.05,0.08,102.0
15228.0,Skim Milk,50.0,0.62,3.41,10.18,3.93,0.87,2.93,0.39,82.0
15229.0,Almond Milk,43.0,6.52,0.51,10.11,5.07,0.31,7.25,0.82,124.0
,Whole Milk,72.0,3.42,0.36,6.4,,0.7,2.73,0.85,135.0
15231.0,Whole Milk,74.0,6.11,3.0,1.06,3.07,,5.96,0.55,103.0
15232.0,Coconut Milk,80.0,5.12,3.01,9.26,3.74,0.28,6.59,0.41,97.0
15233.0,Cashew Milk,49.0,5.96,,,0.59,0.39,4.16,0.64,99.0
15234.0,Oat Milk,67.0,6.06,,7.59,9.39,0.73,,0.19,120.0
15235.0,Skim Milk,56.0,6.86,0.8,9.2,,0.51,5.25,0.6,136.0
15236.0,Coconut Milk,40.0,2.67,3.42,6.16,8.22,0.53,4.84,0.9,109.0
15237.0,Cashew Milk,41.0,4.2,4.45,4.43,1.56,0.17,6.28,,142.0
,Almond Milk,73.0,3.56,1.35,3.76,7.17,0.67,6.02,0.74,120.0
15239.0,Coconut Milk,,1.28,0.74,3.06,6.12,0.35,5.42,0.21,109.0
15240.0,Soy Milk,59.0,3.14,4.05,9.24,8.55,0.5,7.28,0.83,93.0
15241.0,2% Milk,,6.38,3.4,11.97,4.99,0.65,,0.42,83.0
15242.0,2% Milk,47.0,7.95,2.44,7.64,5.84,0.87,7.19,0.84,148.0
15243.0,Whole Milk,58.0,3.36,2.37,11.51,8.04,,3.82,0.38,93.0
15244.0,Cashew Milk,42.0,7.42,2.43,,7.23,,,0.44,101.0
15245.0,2% Milk,45.0,4.62,3.37,4.27,6.05,0.61,2.38,0.79,119.0
15246.0,Almond Milk,55.0,6.54,4.45,10.34,7.0,0.34,,0.98,81.0
15247.0,Coconut Milk,,4.63,2.06,5.73,7.54,0.31,2.66,0.79,104.0
15248.0,Almond Milk,,,1.96,,9.67,0.25,7.59,0.35,87.0
,Whole Milk,47.0,7.56,3.8,,8.1,0.48,2.21,0.51,87.0
15250.0,Soy Milk,55.0,6.72,2.53,3.29,,0.88,5.07,0.34,140.0
15251.0,Cashew Milk,80.0,5.68,4.69,1.17,,0.8,1.58,0.07,140.0
15252.0,Soy Milk,79.0,2.54,3.51,11.18,3.69,0.33,1.14,0.4,143.0
15253.0,2% Milk,56.0,6.46,,6.44,8.64,0.83,4.54,0.41,123.0
15254.0,Oat Milk,58.0,0.58,1.25,6.99,8.73,0.46,6.76,0.68,112.0
,Coconut Milk,78.0,6.71,4.38,4.67,9.47,0.09,4.67,0.37,130.0
15256.0,Almond Milk,45.0,3.74,,5.41,8.52,0.87,,0.66,102.0
15257.0,Oat Milk,77.0,2.21,1.52,,3.76,0.87,2.86,0.97,130.0
15258.0,Skim Milk,,4.35,1.12,6.39,5.88,0.49,6.14,,118.0
,Soy Milk,80.0,1.62,2.43,7.16,7.33,0.95,1.24,,116.0
15260.0,Skim Milk,55.0,,4.31,9.26,7.1,0.94,7.74,0.62,104.0
15261.0,Oat Milk,40.0,4.98,,8.27,,0.12,7.01,0.21,120.0
,Coconut Milk,,,1.22,6.24,1.96,0.06,,0.02,121.0
15263.0,Coconut Milk,49.0,5.36,0.49,,4.66,0.37,2.51,0.19,120.0
,Skim Milk,66.0,,0.8,3.84,9.33,0.2,5.45,0.06,126.0
15265.0,Almond Milk,56.0,,4.09,11.27,2.77,0.31,7.04,0.43,95.0
15266.0,2% Milk,61.0,7.84,0.26,5.47,3.03,0.21,,0.11,100.0
15267.0,Cashew Milk,56.0,6.17,2.55,3.22,,0.18,4.36,0.11,85.0
15268.0,2% Milk,,0.97,1.22,,2.46,0.87,3.15,0.7,90.0
15269.0,Coconut Milk,65.0,7.72,0.21,5.53,8.23,0.53,2.34,0.18,82.0
15270.0,Whole Milk,59.0,1.87,1.1,10.0,4.72,0.33,7.45,0.43,117.0
15271.0,Coconut Milk,45.0,3.53,4.61,9.25,7.12,,7.02,0.73,143.0
15272.0,2% Milk,42.0,1.07,1.29,9.83,7.03,0.53,5.52,0.2,93.0
15273.0,,73.0,1.53,3.3,6.08,9.94,0.65,1.07,0.2,125.0
15274.0,,67.0,3.14,2.8,10.73,7.5,0.38,4.65,,110.0
15275.0,Oat Milk,68.0,3.29,4.16,8.4,,0.84,2.09,0.87,146.0
15276.0,Skim Milk,47.0,1.84,3.57,5.6,1.0,0.22,3.72,,80.0
,Coconut Milk,42.0,7.44,1.15,7.23,0.82,0.55,1.8,0.94,93.0
,Cashew Milk,,7.46,5.0,3.73,6.31,0.8,3.55,0.7,137.0
15279.0,2% Milk,66.0,1.96,1.76,6.85,8.72,0.22,3.33,0.91,137.0
15280.0,Coconut Milk,78.0,3.46,0.8,10.56,7.27,,1.94,0.31,102.0
15281.0,Cashew Milk,76.0,3.7,1.18,,9.1,0.42,2.4,0.99,101.0
15282.0,Skim Milk,53.0,6.66,3.86,1.55,2.27,0.09,4.74,0.58,
15283.0,,61.0,7.18,4.94,9.56,7.22,0.89,7.35,0.27,90.0
,Coconut Milk,,5.18,2.4,11.84,0.97,0.78,,0.68,
15285.0,,80.0,5.78,0.49,3.67,7.63,0.85,3.55,0.47,102.0
15286.0,2% Milk,78.0,2.82,,9.47,6.07,0.86,,0.38,105.0
15287.0,Almond Milk,71.0,2.04,1.49,5.6,7.09,0.72,5.64,,140.0
15288.0,Cashew Milk,,3.69,,,9.8,0.1,5.58,,
15289.0,Whole Milk,59.0,3.89,4.64,1.23,5.3,0.05,,0.12,
15290.0,,,6.41,1.4,10.22,,0.56,6.1,0.26,150.0
15291.0,2% Milk,,,4.2,5.35,6.53,0.78,4.66,0.82,99.0
15292.0,Coconut Milk,77.0,7.88,0.19,3.21,,,1.9,0.79,135.0
15293.0,Cashew Milk,40.0,6.63,2.17,9.38,4.51,0.56,5.75,0.42,149.0
15294.0,Cashew Milk,71.0,2.14,1.18,,6.52,,2.33,0.74,110.0
15295.0,Whole Milk,49.0,1.43,3.45,11.57,2.28,0.66,2.4,0.62,113.0
,Soy Milk,60.0,7.99,1.33,10.46,3.0,0.01,,0.39,120.0
,Whole Milk,60.0,6.02,1.5,9.59,5.29,0.79,4.48,0.5,87.0
15298.0,2% Milk,80.0,0.94,4.56,7.44,6.4,0.51,5.55,0.27,144.0
15299.0,Almond Milk,,1.19,,8.93,8.93,0.42,7.41,0.98,118.0
15300.0,Skim Milk,63.0,,1.54,,3.09,0.34,6.97,0.57,117.0
15301.0,Whole Milk,,4.3,4.09,2.99,4.05,0.45,5.86,0.93,127.0
,Cashew Milk,57.0,6.18,0.63,4.01,6.39,0.78,6.2,0.51,
15303.0,Whole Milk,65.0,7.53,1.08,8.83,8.29,0.43,4.2,0.5,141.0
15304.0,Cashew Milk,43.0,1.04,0.47,6.4,9.18,0.9,6.92,0.36,126.0
15305.0,Whole Milk,44.0,,3.18,9.74,8.03,0.49,1.72,0.65,113.0
,,,5.25,3.06,3.31,3.59,0.99,,0.19,117.0
15307.0,Coconut Milk,48.0,1.57,,6.59,1.54,,5.76,0.6,112.0
,2% Milk,78.0,5.41,3.99,5.47,1.61,,5.4,0.86,
15309.0,Soy Milk,74.0,2.73,4.72,2.3,,1.0,4.57,0.87,111.0
15310.0,Almond Milk,51.0,4.71,1.0,6.67,8.5,0.58,5.49,0.39,148.0
15311.0,Whole Milk,68.0,,2.35,4.97,2.59,0.92,6.42,0.55,
15312.0,Skim Milk,,4.19,0.19,8.96,9.15,0.2,,0.38,120.0
15313.0,Coconut Milk,,5.69,4.14,8.12,1.72,0.88,4.59,0.03,110.0
15314.0,Oat Milk,66.0,6.44,1.3,3.5,5.99,0.84,7.45,0.82,140.0
15315.0,Cashew Milk,46.0,7.92,4.74,,8.98,,2.21,0.5,82.0
15316.0,Skim Milk,58.0,6.43,1.21,11.76,9.12,0.9,2.43,,140.0
15317.0,,79.0,5.95,0.74,11.98,7.36,0.69,4.77,0.92,
15318.0,2% Milk,60.0,0.66,1.14,3.51,3.97,0.06,4.4,,108.0
15319.0,Almond Milk,40.0,4.23,1.7,5.6,4.54,0.45,4.91,0.42,130.0
15320.0,2% Milk,41.0,,3.99,6.47,7.67,0.27,1.5,,112.0
,Soy Milk,61.0,,3.72,2.16,5.61,0.45,6.71,0.13,129.0
15322.0,Coconut Milk,,1.66,0.31,3.78,,0.06,1.14,0.69,85.0
15323.0,Coconut Milk,47.0,6.57,2.08,9.63,1.57,0.02,7.54,0.22,99.0
15324.0,Soy Milk,62.0,6.79,2.76,3.61,6.38,0.96,1.11,0.7,98.0
15325.0,Whole Milk,56.0,5.91,3.32,6.73,0.57,0.69,7.53,0.62,
15326.0,Soy Milk,42.0,4.49,0.73,2.56,5.87,0.61,2.27,0.95,
15327.0,Coconut Milk,67.0,3.37,2.82,2.49,2.11,0.27,5.52,,116.0
15328.0,Skim Milk,78.0,,0.69,9.99,5.14,0.6,7.24,0.09,97.0
15329.0,Oat Milk,66.0,,2.67,11.12,0.62,0.36,3.54,0.09,107.0
15330.0,Almond Milk,56.0,3.39,3.72,1.24,7.65,0.5,1.99,0.81,
15331.0,Cashew Milk,75.0,1.77,4.28,,3.77,0.54,,0.88,116.0
15332.0,,56.0,4.87,3.07,9.5,8.25,0.72,6.35,,128.0
15333.0,Oat Milk,46.0,,1.11,2.29,1.7,0.02,1.77,0.51,102.0
15334.0,Coconut Milk,69.0,3.36,0.93,6.56,8.67,0.28,7.3,0.29,99.0
15335.0,Coconut Milk,70.0,5.43,0.19,11.99,7.44,0.82,3.47,,115.0
15336.0,Oat Milk,68.0,2.47,1.44,5.24,5.64,0.95,5.46,0.94,81.0
15337.0,Soy Milk,76.0,1.04,2.57,6.92,6.63,0.56,1.98,0.49,116.0
15338.0,2% Milk,,0.93,1.64,,4.47,0.96,6.82,,
15339.0,Almond Milk,73.0,,2.09,8.84,5.09,0.28,7.31,0.98,86.0
15340.0,Whole Milk,70.0,3.43,2.97,1.71,6.91,0.96,4.27,0.22,
15341.0,,,2.51,4.89,8.7,7.26,0.45,6.55,0.64,149.0
,Cashew Milk,71.0,4.14,4.72,10.89,2.29,0.6,6.53,0.26,118.0
15343.0,2% Milk,66.0,3.39,3.47,7.28,,0.18,1.5,0.66,124.0
15344.0,Almond Milk,,2.37,,1.42,7.44,0.26,6.08,0.49,
15345.0,Whole Milk,,0.67,4.97,5.88,0.93,0.71,7.08,0.82,
15346.0,Whole Milk,80.0,1.08,2.3,7.59,1.62,0.54,3.25,0.93,81.0
,Coconut Milk,72.0,7.52,2.28,2.8,5.47,,4.01,0.94,102.0
15348.0,Oat Milk,70.0,4.27,1.04,2.43,3.13,0.45,6.14,0.92,83.0
15349.0,Coconut Milk,71.0,2.92,3.69,,2.96,0.34,,0.67,137.0
,Skim Milk,80.0,4.42,3.86,6.71,8.97,0.86,3.06,0.47,103.0
15351.0,Skim Milk,,,3.37,9.39,10.0,0.55,6.81,,127.0
15352.0,Soy Milk,75.0,7.5,3.4,6.59,5.47,0.44,6.07,0.97,124.0
15353.0,Whole Milk,64.0,3.2,2.1,5.91,2.19,0.65,,0.21,150.0
,Soy Milk,55.0,2.28,0.35,9.87,8.92,,5.08,0.04,141.0
15355.0,Skim Milk,74.0,6.95,2.48,4.28,5.87,0.48,7.05,0.08,98.0
15356.0,Skim Milk,57.0,0.88,4.35,6.14,2.13,0.42,4.72,0.12,144.0
15357.0,Skim Milk,63.0,5.7,4.38,2.54,7.36,0.51,4.72,0.13,145.0
15358.0,Cashew Milk,63.0,3.85,2.59,2.67,0.75,0.28,3.04,0.65,134.0
15359.0,,68.0,,0.41,11.29,0.84,0.98,,0.88,
15360.0,,,6.31,3.94,10.92,,0.56,7.4,0.84,133.0
15361.0,Whole Milk,71.0,,3.59,11.29,5.83,0.01,3.88,0.97,83.0
15362.0,Skim Milk,42.0,1.29,,1.6,2.45,0.38,5.65,0.22,125.0
,Coconut Milk,70.0,2.69,0.52,5.28,1.74,0.83,6.55,,139.0
15364.0,Almond Milk,69.0,6.02,4.84,2.17,5.13,0.15,2.55,0.17,114.0
15365.0,Almond Milk,40.0,0.77,4.31,8.78,,0.66,4.68,0.78,130.0
15366.0,Oat Milk,59.0,,3.05,2.56,2.41,0.49,6.0,0.31,87.0
15367.0,,59.0,6.27,0.54,11.8,7.38,0.78,4.26,0.37,84.0
15368.0,Whole Milk,58.0,7.21,0.37,5.48,8.77,0.49,4.34,0.31,90.0
15369.0,Whole Milk,74.0,,0.1,8.95,9.0,0.14,2.88,0.08,84.0
15370.0,Soy Milk,75.0,2.62,3.62,7.06,7.69,0.84,2.67,0.04,98.0
15371.0,2% Milk,73.0,4.42,0.55,4.05,6.64,,6.74,0.65,86.0
,Whole Milk,49.0,5.85,3.27,4.14,5.0,0.53,1.36,0.7,119.0
15373.0,Skim Milk,,3.43,3.1,9.79,1.48,0.19,5.92,0.29,131.0
15374.0,2% Milk,64.0,2.69,,2.32,9.37,0.78,6.74,0.07,134.0
15375.0,Cashew Milk,,1.35,1.92,8.21,2.61,0.9,4.93,0.06,131.0
15376.0,Oat Milk,,,1.24,1.52,0.61,0.38,2.56,0.03,83.0
15377.0,,50.0,5.25,1.06,6.0,2.69,0.51,5.02,0.18,124.0
15378.0,,53.0,5.68,3.0,,7.14,0.62,4.11,0.99,142.0
,Oat Milk,50.0,5.86,4.91,4.83,1.92,,7.36,0.43,
,Oat Milk,40.0,6.19,3.79,3.48,6.57,0.54,5.88,0.1,131.0
15381.0,Skim Milk,62.0,0.82,3.15,,1.79,0.48,,0.12,129.0
15382.0,Cashew Milk,45.0,4.15,1.71,8.9,1.2,0.9,2.28,0.05,
15383.0,Oat Milk,42.0,5.97,1.67,9.26,7.8,0.65,4.03,0.16,135.0
15384.0,,,6.17,0.37,9.75,2.6,0.01,1.57,0.89,150.0
15385.0,Almond Milk,48.0,0.59,0.26,6.69,8.34,0.54,7.69,0.0,117.0
15386.0,Almond Milk,55.0,7.21,3.05,,0.77,0.18,4.47,0.15,140.0
15387.0,Coconut Milk,76.0,7.42,4.67,4.32,5.23,0.58,,0.91,99.0
15388.0,,69.0,3.04,1.48,3.71,,0.87,2.47,0.43,
15389.0,Soy Milk,73.0,,0.81,10.47,7.89,0.82,5.47,,120.0
15390.0,Cashew Milk,49.0,5.97,,,6.13,0.36,4.9,0.7,150.0
15391.0,Cashew Milk,44.0,7.2,1.72,,8.78,0.46,4.01,0.05,149.0
15392.0,Oat Milk,45.0,2.15,1.2,3.87,,0.89,2.12,0.29,116.0
15393.0,2% Milk,48.0,1.74,0.12,11.89,2.34,0.78,3.99,0.3,
15394.0,Soy Milk,69.0,3.99,4.14,10.44,7.85,0.74,5.52,0.1,113.0
15395.0,Whole Milk,41.0,,4.76,4.35,5.79,0.5,2.24,0.35,90.0
15396.0,Oat Milk,42.0,6.36,2.72,3.87,8.7,0.52,5.95,0.36,101.0
15397.0,2% Milk,,,2.15,9.76,9.26,0.27,4.65,0.2,81.0
15398.0,Whole Milk,65.0,6.34,2.4,10.2,5.47,0.48,7.48,0.93,115.0
15399.0,Cashew Milk,56.0,4.44,4.24,9.03,8.15,0.34,4.79,0.88,92.0
15400.0,Almond Milk,63.0,2.79,4.57,5.46,9.45,0.12,7.73,0.82,118.0
15401.0,Oat Milk,55.0,2.08,3.08,,7.45,0.49,5.32,0.25,109.0
15402.0,2% Milk,56.0,5.61,1.83,11.17,6.8,0.77,6.1,0.7,105.0
15403.0,Soy Milk,66.0,3.68,3.5,,9.04,0.26,7.55,0.26,117.0
15404.0,Whole Milk,71.0,4.49,,4.94,,0.16,,0.0,92.0
15405.0,Soy Milk,59.0,4.07,3.45,6.38,2.61,0.0,2.38,0.17,138.0
15406.0,Whole Milk,62.0,1.22,3.04,7.93,0.93,0.48,2.01,,112.0
,Almond Milk,41.0,3.08,1.2,11.42,9.76,0.02,1.59,0.48,
15408.0,Whole Milk,,1.16,2.77,8.78,2.23,0.61,6.71,,137.0
15409.0,2% Milk,60.0,,3.32,7.44,5.95,0.67,1.53,0.62,139.0
15410.0,Coconut Milk,60.0,2.6,,7.55,2.35,0.69,7.84,0.16,149.0
15411.0,,54.0,0.72,1.14,8.63,1.53,,,0.11,130.0
15412.0,,48.0,,4.91,1.1,9.83,0.43,7.08,0.49,80.0
15413.0,Oat Milk,49.0,1.48,2.47,4.51,4.75,0.51,3.16,0.14,100.0
15414.0,Whole Milk,74.0,6.67,4.13,5.48,2.16,0.13,7.6,0.85,
15415.0,Whole Milk,,0.73,3.1,5.51,4.1,0.68,7.55,0.72,94.0
15416.0,Almond Milk,54.0,7.87,1.2,8.17,6.65,0.64,,0.27,150.0
15417.0,Cashew Milk,,7.57,,4.98,,0.44,5.54,0.12,130.0
15418.0,Skim Milk,43.0,4.17,1.33,4.42,1.41,0.33,3.72,0.73,
