Id,Product Name,Energy,Fat Percentage,Saturated Fat,Carbohydrates,Sugars,Fiber,Protein,Salt,Calcium
11633.0,Coconut Milk,43.0 kcal,4.68 g,4.03 g,4.05 g,4.12 g,0.08 g,1.56 g,0.96 g,145.0 mg
11634.0,Oat Milk,65.0 kcal,2.31 g,2.96 g,1.46 g,nan g,1.0 g,7.96 g,0.37 g,116.0 mg
11635.0,Whole Milk,79.0 kcal,7.06 g,0.46 g,3.2 g,5.27 g,0.21 g,2.58 g,0.87 g,110.0 mg
11636.0,Whole Milk,63.0 kcal,3.02 g,1.35 g,7.45 g,2.17 g,0.73 g,2.24 g,0.83 g,127.0 mg
11637.0,Oat Milk,53.0 kcal,nan g,4.09 g,4.71 g,nan g,0.6 g,4.17 g,0.52 g,88.0 mg
11638.0,Coconut Milk,42.0 kcal,5.14 g,3.98 g,4.62 g,4.55 g,0.19 g,4.97 g,0.77 g,nan mg
11639.0,Cashew Milk,40.0 kcal,2.2 g,1.46 g,4.39 g,1.95 g,0.82 g,4.57 g,0.21 g,85.0 mg
11640.0,Whole Milk,54.0 kcal,4.73 g,4.05 g,2.57 g,8.78 g,0.47 g,5.25 g,0.38 g,107.0 mg
11641.0,Coconut Milk,nan kcal,2.7 g,3.67 g,6.64 g,6.08 g,0.01 g,3.3 g,0.71 g,149.0 mg
11642.0,Soy Milk,80.0 kcal,2.53 g,2.74 g,1.26 g,nan g,0.58 g,4.56 g,0.08 g,127.0 mg
11643.0,Almond Milk,55.0 kcal,4.46 g,nan g,nan g,5.5 g,nan g,3.58 g,0.74 g,nan mg
11644.0,Soy Milk,73.0 kcal,1.5 g,1.05 g,6.07 g,2.69 g,0.02 g,1.46 g,0.37 g,102.0 mg
11645.0,Oat Milk,73.0 kcal,2.63 g,0.22 g,6.03 g,3.58 g,0.55 g,3.92 g,0.51 g,98.0 mg
11646.0,Oat Milk,43.0 kcal,4.21 g,0.29 g,6.35 g,8.84 g,0.04 g,3.65 g,0.53 g,112.0 mg
11647.0,Whole Milk,66.0 kcal,5.96 g,4.89 g,4.06 g,7.77 g,0.01 g,2.18 g,0.9 g,110.0 mg
11648.0,Cashew Milk,51.0 kcal,2.62 g,nan g,9.41 g,7.53 g,0.28 g,6.99 g,nan g,146.0 mg
11649.0,Whole Milk,70.0 kcal,nan g,1.53 g,6.32 g,nan g,0.4 g,5.84 g,0.3 g,113.0 mg
11650.0,Skim Milk,63.0 kcal,3.65 g,nan g,8.89 g,7.89 g,0.96 g,6.54 g,0.63 g,121.0 mg
11651.0,Whole Milk,51.0 kcal,7.09 g,3.99 g,nan g,2.14 g,0.46 g,4.86 g,0.43 g,130.0 mg
11652.0,Almond Milk,69.0 kcal,3.01 g,3.63 g,9.43 g,9.89 g,0.67 g,1.21 g,0.41 g,92.0 mg
11653.0,,67.0 kcal,3.21 g,nan g,4.93 g,1.44 g,0.91 g,4.69 g,0.14 g,92.0 mg
11654.0,Soy Milk,72.0 kcal,2.58 g,2.78 g,1.5 g,7.91 g,0.66 g,5.55 g,0.59 g,128.0 mg
11655.0,Soy Milk,42.0 kcal,6.65 g,4.56 g,6.55 g,7.95 g,0.58 g,4.12 g,0.34 g,nan mg
11656.0,Soy Milk,63.0 kcal,4.57 g,2.47 g,nan g,9.42 g,0.11 g,1.02 g,0.07 g,nan mg
11657.0,Oat Milk,42.0 kcal,7.06 g,0.7 g,nan g,7.17 g,0.17 g,5.87 g,0.54 g,147.0 mg
,Soy Milk,46.0 kcal,5.84 g,nan g,6.95 g,5.59 g,0.59 g,7.69 g,0.41 g,148.0 mg
11659.0,Almond Milk,43.0 kcal,0.95 g,2.57 g,1.58 g,5.69 g,0.52 g,2.95 g,0.07 g,99.0 mg
11660.0,2% Milk,78.0 kcal,4.17 g,2.6 g,nan g,1.87 g,0.75 g,2.94 g,0.71 g,147.0 mg
11661.0,Cashew Milk,79.0 kcal,5.88 g,2.29 g,5.66 g,9.2 g,0.61 g,3.97 g,0.54 g,148.0 mg
11662.0,Skim Milk,56.0 kcal,1.73 g,nan g,11.45 g,2.46 g,0.92 g,7.16 g,0.24 g,100.0 mg
11663.0,Coconut Milk,42.0 kcal,2.64 g,0.27 g,2.37 g,8.08 g,0.39 g,3.2 g,0.42 g,104.0 mg
11664.0,Coconut Milk,40.0 kcal,6.29 g,nan g,9.43 g,2.03 g,0.37 g,7.4 g,0.67 g,140.0 mg
,Coconut Milk,nan kcal,nan g,1.65 g,10.27 g,2.23 g,nan g,5.32 g,0.58 g,nan mg
11666.0,Skim Milk,62.0 kcal,4.78 g,3.46 g,11.13 g,8.33 g,0.01 g,2.94 g,0.95 g,111.0 mg
11667.0,Oat Milk,73.0 kcal,3.48 g,3.11 g,nan g,0.69 g,nan g,3.28 g,0.41 g,128.0 mg
,2% Milk,68.0 kcal,6.37 g,2.41 g,5.82 g,6.11 g,0.81 g,1.94 g,0.13 g,136.0 mg
11669.0,2% Milk,60.0 kcal,1.93 g,4.92 g,6.89 g,9.87 g,0.39 g,3.59 g,0.1 g,117.0 mg
11670.0,,56.0 kcal,4.38 g,4.02 g,11.32 g,4.49 g,0.68 g,6.21 g,nan g,nan mg
,Cashew Milk,61.0 kcal,1.26 g,4.46 g,4.06 g,4.41 g,nan g,2.7 g,0.55 g,116.0 mg
11672.0,Oat Milk,55.0 kcal,7.78 g,4.14 g,7.51 g,2.13 g,0.83 g,3.62 g,0.33 g,93.0 mg
11673.0,Soy Milk,73.0 kcal,2.96 g,nan g,8.19 g,3.32 g,0.49 g,5.66 g,0.86 g,108.0 mg
11674.0,Almond Milk,50.0 kcal,5.96 g,4.74 g,11.65 g,nan g,0.81 g,3.32 g,0.61 g,142.0 mg
11675.0,2% Milk,76.0 kcal,7.2 g,4.86 g,5.37 g,8.67 g,0.53 g,5.83 g,0.47 g,114.0 mg
11676.0,Coconut Milk,nan kcal,7.68 g,4.81 g,4.61 g,8.98 g,0.07 g,4.17 g,0.59 g,101.0 mg
11677.0,Coconut Milk,nan kcal,2.94 g,3.97 g,7.74 g,6.21 g,0.3 g,3.03 g,0.52 g,109.0 mg
11678.0,Coconut Milk,nan kcal,4.03 g,4.07 g,5.86 g,4.21 g,0.05 g,7.52 g,0.94 g,108.0 mg
11679.0,,nan kcal,2.34 g,3.86 g,9.98 g,nan g,1.0 g,7.19 g,0.11 g,nan mg
11680.0,Soy Milk,58.0 kcal,nan g,2.07 g,9.83 g,4.66 g,0.01 g,4.98 g,0.53 g,nan mg
11681.0,Skim Milk,42.0 kcal,nan g,4.22 g,11.67 g,6.33 g,0.8 g,nan g,0.56 g,87.0 mg
,Soy Milk,43.0 kcal,6.57 g,2.1 g,7.2 g,4.15 g,nan g,6.6 g,nan g,115.0 mg
11683.0,Oat Milk,nan kcal,1.29 g,3.79 g,9.78 g,3.09 g,0.43 g,nan g,0.3 g,140.0 mg
11684.0,Whole Milk,76.0 kcal,3.73 g,nan g,3.96 g,3.03 g,0.93 g,5.05 g,0.78 g,131.0 mg
11685.0,Almond Milk,40.0 kcal,3.5 g,0.27 g,8.55 g,9.74 g,0.3 g,7.61 g,0.87 g,123.0 mg
11686.0,Soy Milk,61.0 kcal,5.34 g,4.5 g,5.19 g,5.54 g,0.94 g,2.98 g,0.67 g,86.0 mg
,Whole Milk,41.0 kcal,7.94 g,2.19 g,10.23 g,7.01 g,0.65 g,1.11 g,0.07 g,91.0 mg
,2% Milk,nan kcal,7.6 g,0.62 g,8.41 g,9.71 g,0.41 g,7.27 g,0.26 g,135.0 mg
11689.0,Cashew Milk,52.0 kcal,3.7 g,3.3 g,4.18 g,2.58 g,0.93 g,5.18 g,0.08 g,94.0 mg
11690.0,,61.0 kcal,4.48 g,3.13 g,3.32 g,7.72 g,0.11 g,3.63 g,0.76 g,nan mg
,2% Milk,74.0 kcal,6.74 g,1.09 g,7.94 g,5.25 g,0.12 g,3.55 g,nan g,102.0 mg
11692.0,2% Milk,72.0 kcal,6.32 g,1.94 g,4.96 g,9.89 g,0.41 g,2.11 g,0.33 g,nan mg
11693.0,Soy Milk,75.0 kcal,2.68 g,4.62 g,6.21 g,5.58 g,0.74 g,3.19 g,0.39 g,139.0 mg
11694.0,Coconut Milk,52.0 kcal,4.15 g,1.99 g,9.89 g,3.7 g,0.06 g,1.93 g,0.01 g,84.0 mg
11695.0,Almond Milk,nan kcal,7.78 g,4.18 g,10.15 g,2.99 g,0.19 g,3.84 g,0.79 g,115.0 mg
11696.0,2% Milk,54.0 kcal,6.02 g,4.05 g,nan g,5.61 g,0.74 g,1.15 g,0.53 g,125.0 mg
11697.0,Soy Milk,72.0 kcal,4.95 g,4.28 g,9.66 g,6.37 g,0.18 g,4.09 g,0.38 g,94.0 mg
11698.0,Almond Milk,59.0 kcal,4.72 g,4.48 g,9.91 g,nan g,0.89 g,4.78 g,0.93 g,89.0 mg
11699.0,Oat Milk,44.0 kcal,2.24 g,1.0 g,6.14 g,2.8 g,0.21 g,1.46 g,0.05 g,135.0 mg
11700.0,2% Milk,49.0 kcal,3.2 g,4.61 g,3.6 g,8.85 g,0.39 g,1.31 g,0.45 g,130.0 mg
11701.0,2% Milk,55.0 kcal,5.32 g,0.38 g,5.7 g,4.6 g,0.44 g,5.24 g,0.03 g,92.0 mg
11702.0,Whole Milk,59.0 kcal,5.58 g,2.63 g,5.22 g,2.58 g,nan g,nan g,0.09 g,99.0 mg
,Skim Milk,54.0 kcal,3.74 g,0.99 g,8.39 g,7.69 g,0.11 g,5.12 g,0.07 g,nan mg
11704.0,Skim Milk,61.0 kcal,4.95 g,4.09 g,4.32 g,7.18 g,0.81 g,nan g,nan g,131.0 mg
11705.0,Cashew Milk,72.0 kcal,nan g,0.5 g,3.95 g,3.2 g,nan g,1.9 g,0.9 g,nan mg
11706.0,2% Milk,74.0 kcal,6.09 g,0.41 g,10.62 g,5.17 g,0.46 g,7.93 g,0.3 g,108.0 mg
11707.0,Coconut Milk,nan kcal,7.1 g,nan g,4.92 g,6.73 g,0.35 g,4.47 g,0.48 g,120.0 mg
11708.0,Oat Milk,42.0 kcal,7.01 g,0.77 g,4.9 g,4.13 g,0.36 g,6.54 g,0.03 g,nan mg
11709.0,,48.0 kcal,5.16 g,1.89 g,2.02 g,2.57 g,0.6 g,3.92 g,0.77 g,138.0 mg
11710.0,2% Milk,44.0 kcal,3.39 g,1.88 g,nan g,8.32 g,0.47 g,4.58 g,0.76 g,95.0 mg
11711.0,Soy Milk,40.0 kcal,6.68 g,0.43 g,9.09 g,5.1 g,0.64 g,3.62 g,nan g,142.0 mg
11712.0,Cashew Milk,76.0 kcal,5.47 g,4.67 g,nan g,4.37 g,0.19 g,6.61 g,nan g,102.0 mg
11713.0,Oat Milk,80.0 kcal,2.49 g,3.53 g,3.35 g,1.91 g,nan g,7.35 g,0.96 g,105.0 mg
11714.0,Cashew Milk,72.0 kcal,nan g,3.45 g,10.19 g,4.18 g,0.45 g,7.75 g,0.73 g,107.0 mg
11715.0,Cashew Milk,40.0 kcal,1.61 g,4.74 g,10.95 g,2.78 g,0.33 g,4.31 g,0.15 g,nan mg
11716.0,2% Milk,46.0 kcal,1.15 g,1.2 g,9.28 g,1.23 g,0.29 g,1.54 g,0.18 g,102.0 mg
11717.0,2% Milk,79.0 kcal,1.69 g,2.77 g,nan g,6.63 g,0.97 g,1.5 g,0.73 g,nan mg
11718.0,,nan kcal,5.95 g,1.75 g,8.36 g,9.63 g,0.58 g,4.46 g,0.52 g,142.0 mg
11719.0,Almond Milk,77.0 kcal,1.97 g,4.43 g,3.05 g,8.44 g,0.84 g,3.38 g,0.38 g,146.0 mg
11720.0,Soy Milk,72.0 kcal,4.23 g,0.3 g,8.31 g,3.56 g,0.34 g,3.95 g,0.93 g,121.0 mg
11721.0,Coconut Milk,68.0 kcal,7.58 g,0.83 g,7.86 g,3.65 g,1.0 g,6.29 g,0.53 g,nan mg
11722.0,Cashew Milk,78.0 kcal,7.35 g,nan g,6.87 g,9.03 g,0.49 g,6.32 g,0.75 g,125.0 mg
11723.0,,47.0 kcal,3.48 g,2.89 g,2.34 g,9.57 g,0.07 g,1.24 g,0.38 g,nan mg
11724.0,Almond Milk,56.0 kcal,4.55 g,4.64 g,2.59 g,9.01 g,0.38 g,5.33 g,0.11 g,113.0 mg
11725.0,Skim Milk,59.0 kcal,1.2 g,2.13 g,2.65 g,nan g,0.29 g,1.14 g,0.53 g,116.0 mg
11726.0,2% Milk,46.0 kcal,3.11 g,1.53 g,5.04 g,6.51 g,0.42 g,6.89 g,0.69 g,149.0 mg
11727.0,,80.0 kcal,7.99 g,4.97 g,2.66 g,2.01 g,nan g,7.59 g,0.49 g,84.0 mg
11728.0,,56.0 kcal,2.77 g,0.91 g,nan g,1.94 g,0.98 g,nan g,0.86 g,80.0 mg
11729.0,Oat Milk,41.0 kcal,3.37 g,4.14 g,8.33 g,nan g,0.8 g,5.7 g,0.56 g,125.0 mg
11730.0,Skim Milk,nan kcal,2.27 g,2.62 g,8.86 g,4.72 g,0.35 g,6.72 g,nan g,137.0 mg
11731.0,Coconut Milk,73.0 kcal,6.13 g,0.95 g,10.76 g,9.61 g,0.28 g,1.94 g,0.78 g,nan mg
,,68.0 kcal,5.39 g,0.45 g,2.78 g,4.52 g,0.31 g,6.69 g,0.95 g,129.0 mg
11733.0,Skim Milk,62.0 kcal,5.32 g,0.87 g,10.6 g,1.77 g,0.4 g,1.86 g,0.61 g,125.0 mg
11734.0,Oat Milk,62.0 kcal,1.42 g,2.31 g,nan g,4.37 g,0.93 g,5.54 g,0.51 g,122.0 mg
11735.0,Whole Milk,59.0 kcal,7.32 g,2.28 g,2.92 g,9.09 g,0.58 g,5.09 g,0.39 g,119.0 mg
11736.0,Soy Milk,44.0 kcal,3.6 g,1.71 g,4.12 g,6.53 g,0.7 g,4.65 g,0.71 g,116.0 mg
,Coconut Milk,71.0 kcal,nan g,1.05 g,6.73 g,7.79 g,0.97 g,3.97 g,0.58 g,124.0 mg
11738.0,,76.0 kcal,5.61 g,3.37 g,11.14 g,7.51 g,0.91 g,nan g,0.69 g,129.0 mg
11739.0,Coconut Milk,62.0 kcal,7.87 g,1.38 g,nan g,4.42 g,0.93 g,6.9 g,0.66 g,81.0 mg
,Coconut Milk,45.0 kcal,5.75 g,4.8 g,9.63 g,3.79 g,0.05 g,2.22 g,0.59 g,98.0 mg
11741.0,2% Milk,56.0 kcal,7.26 g,3.97 g,2.84 g,9.78 g,0.92 g,4.01 g,0.87 g,113.0 mg
11742.0,Almond Milk,62.0 kcal,nan g,4.56 g,2.5 g,4.99 g,0.82 g,7.19 g,0.77 g,130.0 mg
11743.0,Whole Milk,80.0 kcal,6.99 g,nan g,4.85 g,1.22 g,0.67 g,2.7 g,nan g,128.0 mg
11744.0,Whole Milk,67.0 kcal,nan g,0.88 g,6.19 g,8.02 g,0.79 g,5.67 g,0.77 g,129.0 mg
,Coconut Milk,74.0 kcal,5.82 g,0.71 g,10.33 g,6.52 g,0.46 g,3.33 g,0.54 g,139.0 mg
11746.0,Almond Milk,60.0 kcal,4.0 g,2.11 g,9.76 g,6.09 g,nan g,3.87 g,0.45 g,148.0 mg
11747.0,Cashew Milk,63.0 kcal,6.54 g,1.54 g,8.28 g,2.28 g,0.21 g,4.96 g,0.27 g,88.0 mg
11748.0,Coconut Milk,55.0 kcal,1.36 g,3.94 g,nan g,8.84 g,0.88 g,5.94 g,0.62 g,111.0 mg
11749.0,Oat Milk,54.0 kcal,6.87 g,1.89 g,8.4 g,8.87 g,0.21 g,1.57 g,0.34 g,92.0 mg
11750.0,2% Milk,51.0 kcal,1.57 g,1.05 g,2.16 g,2.63 g,nan g,1.54 g,0.75 g,122.0 mg
11751.0,Whole Milk,50.0 kcal,1.16 g,2.13 g,6.71 g,7.63 g,0.37 g,5.49 g,0.8 g,106.0 mg
11752.0,,69.0 kcal,6.64 g,3.87 g,5.86 g,7.76 g,0.01 g,nan g,0.12 g,137.0 mg
,Soy Milk,57.0 kcal,nan g,1.49 g,8.33 g,1.65 g,0.12 g,4.69 g,0.15 g,121.0 mg
11754.0,Cashew Milk,63.0 kcal,5.55 g,2.79 g,9.88 g,3.24 g,nan g,nan g,0.64 g,88.0 mg
11755.0,Skim Milk,55.0 kcal,1.1 g,4.74 g,9.34 g,4.49 g,0.27 g,6.11 g,0.06 g,137.0 mg
11756.0,Cashew Milk,50.0 kcal,nan g,nan g,6.66 g,9.66 g,0.41 g,6.72 g,0.53 g,98.0 mg
11757.0,Soy Milk,50.0 kcal,3.5 g,3.73 g,11.9 g,2.81 g,0.81 g,4.65 g,0.91 g,112.0 mg
11758.0,Skim Milk,56.0 kcal,7.32 g,1.28 g,4.96 g,nan g,0.9 g,3.58 g,0.08 g,148.0 mg
,Coconut Milk,nan kcal,4.15 g,2.67 g,7.42 g,9.24 g,0.33 g,2.07 g,0.14 g,139.0 mg
11760.0,Whole Milk,67.0 kcal,7.99 g,4.27 g,nan g,3.33 g,0.63 g,6.98 g,0.65 g,87.0 mg
11761.0,2% Milk,nan kcal,5.67 g,4.96 g,5.24 g,nan g,0.15 g,3.59 g,0.46 g,112.0 mg
11762.0,Cashew Milk,45.0 kcal,7.76 g,1.83 g,1.72 g,8.9 g,0.02 g,4.07 g,0.12 g,99.0 mg
11763.0,Whole Milk,49.0 kcal,4.51 g,4.51 g,9.04 g,8.61 g,0.43 g,7.27 g,0.58 g,136.0 mg
11764.0,Soy Milk,40.0 kcal,0.73 g,nan g,2.29 g,3.24 g,0.18 g,2.96 g,0.16 g,130.0 mg
11765.0,Whole Milk,58.0 kcal,3.41 g,1.45 g,10.11 g,nan g,0.24 g,6.68 g,0.3 g,88.0 mg
11766.0,,76.0 kcal,7.08 g,4.4 g,3.73 g,6.56 g,0.54 g,4.06 g,0.62 g,129.0 mg
11767.0,Soy Milk,49.0 kcal,6.38 g,1.64 g,1.76 g,nan g,0.41 g,6.02 g,0.87 g,94.0 mg
11768.0,2% Milk,47.0 kcal,7.02 g,4.49 g,5.82 g,5.35 g,0.9 g,3.84 g,0.31 g,117.0 mg
11769.0,Coconut Milk,64.0 kcal,7.79 g,3.31 g,8.43 g,9.31 g,nan g,2.19 g,0.5 g,133.0 mg
11770.0,Soy Milk,46.0 kcal,6.58 g,3.67 g,6.84 g,7.75 g,0.58 g,6.69 g,0.72 g,106.0 mg
11771.0,Whole Milk,40.0 kcal,3.48 g,0.94 g,8.04 g,8.45 g,0.07 g,3.14 g,0.07 g,80.0 mg
11772.0,Almond Milk,45.0 kcal,2.09 g,nan g,12.0 g,9.24 g,0.9 g,5.68 g,0.49 g,148.0 mg
11773.0,Oat Milk,47.0 kcal,7.76 g,2.08 g,8.03 g,1.85 g,0.48 g,4.95 g,0.92 g,83.0 mg
,Oat Milk,58.0 kcal,4.84 g,0.97 g,5.6 g,5.25 g,0.69 g,7.14 g,0.99 g,nan mg
11775.0,Whole Milk,69.0 kcal,2.64 g,3.33 g,5.6 g,6.64 g,0.52 g,4.12 g,0.86 g,127.0 mg
11776.0,Soy Milk,72.0 kcal,7.29 g,nan g,10.53 g,6.78 g,0.79 g,4.53 g,0.85 g,149.0 mg
11777.0,Whole Milk,75.0 kcal,2.2 g,3.88 g,11.98 g,6.23 g,0.54 g,7.16 g,0.53 g,102.0 mg
11778.0,Almond Milk,67.0 kcal,6.93 g,1.85 g,3.78 g,5.83 g,0.22 g,3.59 g,0.46 g,nan mg
11779.0,Soy Milk,50.0 kcal,nan g,2.71 g,2.51 g,4.96 g,0.49 g,6.21 g,0.19 g,125.0 mg
11780.0,Almond Milk,78.0 kcal,5.74 g,0.16 g,2.25 g,6.36 g,0.2 g,6.98 g,0.18 g,nan mg
11781.0,Coconut Milk,71.0 kcal,2.23 g,2.45 g,1.46 g,1.85 g,1.0 g,7.74 g,0.4 g,84.0 mg
11782.0,Cashew Milk,51.0 kcal,2.6 g,1.21 g,9.21 g,6.9 g,0.13 g,4.87 g,nan g,127.0 mg
11783.0,Soy Milk,70.0 kcal,3.34 g,0.66 g,1.25 g,nan g,0.08 g,1.61 g,0.35 g,135.0 mg
11784.0,2% Milk,41.0 kcal,nan g,2.28 g,7.33 g,nan g,0.59 g,6.41 g,0.13 g,117.0 mg
11785.0,Skim Milk,79.0 kcal,1.54 g,3.57 g,7.92 g,8.71 g,0.85 g,2.16 g,0.58 g,112.0 mg
11786.0,Almond Milk,60.0 kcal,1.85 g,1.39 g,1.88 g,3.17 g,0.13 g,2.72 g,0.56 g,137.0 mg
11787.0,Almond Milk,44.0 kcal,3.15 g,0.19 g,1.65 g,7.42 g,0.87 g,4.46 g,0.06 g,138.0 mg
11788.0,2% Milk,75.0 kcal,6.93 g,2.31 g,3.63 g,2.17 g,0.25 g,7.67 g,0.97 g,81.0 mg
11789.0,Almond Milk,52.0 kcal,5.09 g,1.77 g,8.94 g,8.91 g,0.24 g,2.51 g,0.12 g,136.0 mg
11790.0,Skim Milk,67.0 kcal,3.39 g,2.65 g,5.87 g,9.31 g,0.83 g,5.35 g,0.15 g,150.0 mg
11791.0,Almond Milk,46.0 kcal,3.45 g,0.96 g,3.19 g,7.12 g,0.86 g,2.75 g,0.51 g,125.0 mg
11792.0,Almond Milk,78.0 kcal,3.97 g,4.19 g,2.86 g,9.73 g,0.98 g,6.31 g,0.07 g,134.0 mg
,Coconut Milk,41.0 kcal,6.02 g,1.84 g,10.41 g,7.07 g,0.95 g,2.35 g,0.22 g,114.0 mg
11794.0,Cashew Milk,nan kcal,1.59 g,4.02 g,1.2 g,1.31 g,0.56 g,1.3 g,0.66 g,109.0 mg
11795.0,,49.0 kcal,4.29 g,0.65 g,3.0 g,9.9 g,0.83 g,1.17 g,0.23 g,91.0 mg
11796.0,Oat Milk,77.0 kcal,7.86 g,nan g,11.0 g,1.1 g,nan g,7.83 g,0.93 g,123.0 mg
11797.0,Cashew Milk,50.0 kcal,5.85 g,4.94 g,11.7 g,6.32 g,0.75 g,2.2 g,0.23 g,148.0 mg
,Soy Milk,43.0 kcal,4.98 g,0.79 g,1.0 g,1.11 g,0.57 g,5.46 g,0.26 g,104.0 mg
11799.0,Whole Milk,69.0 kcal,0.78 g,3.89 g,10.75 g,6.6 g,0.99 g,5.19 g,0.52 g,132.0 mg
11800.0,Skim Milk,57.0 kcal,4.03 g,nan g,8.77 g,5.12 g,0.98 g,5.03 g,0.75 g,82.0 mg
11801.0,Coconut Milk,61.0 kcal,nan g,1.07 g,11.69 g,5.36 g,0.06 g,2.37 g,0.13 g,132.0 mg
11802.0,Cashew Milk,61.0 kcal,2.76 g,4.68 g,3.6 g,1.84 g,0.78 g,5.22 g,0.01 g,95.0 mg
11803.0,,73.0 kcal,5.67 g,0.49 g,4.13 g,8.72 g,0.49 g,5.07 g,0.35 g,135.0 mg
11804.0,,60.0 kcal,nan g,4.54 g,1.81 g,5.41 g,nan g,4.97 g,0.77 g,90.0 mg
11805.0,Cashew Milk,53.0 kcal,5.81 g,1.58 g,5.11 g,6.91 g,0.29 g,6.43 g,0.5 g,120.0 mg
11806.0,Almond Milk,58.0 kcal,1.84 g,2.29 g,7.08 g,3.05 g,0.06 g,7.39 g,0.93 g,95.0 mg
11807.0,Oat Milk,56.0 kcal,4.1 g,2.55 g,1.97 g,4.91 g,0.65 g,1.92 g,0.83 g,132.0 mg
,,65.0 kcal,4.48 g,4.9 g,8.23 g,nan g,0.22 g,6.3 g,0.03 g,106.0 mg
11809.0,Skim Milk,70.0 kcal,nan g,2.64 g,2.01 g,4.23 g,0.35 g,5.44 g,0.43 g,137.0 mg
11810.0,Almond Milk,68.0 kcal,7.46 g,2.65 g,3.95 g,3.49 g,0.34 g,4.13 g,0.52 g,135.0 mg
11811.0,,56.0 kcal,5.94 g,1.45 g,9.75 g,4.92 g,0.76 g,6.05 g,nan g,142.0 mg
11812.0,2% Milk,69.0 kcal,4.13 g,4.41 g,2.3 g,7.79 g,0.09 g,6.02 g,nan g,115.0 mg
11813.0,Soy Milk,nan kcal,2.29 g,0.85 g,8.43 g,8.81 g,0.47 g,3.2 g,0.27 g,132.0 mg
11814.0,Skim Milk,66.0 kcal,6.0 g,3.06 g,9.63 g,6.85 g,0.07 g,3.48 g,0.72 g,94.0 mg
11815.0,Coconut Milk,nan kcal,5.18 g,4.26 g,7.19 g,3.2 g,0.57 g,7.73 g,0.31 g,135.0 mg
11816.0,Coconut Milk,44.0 kcal,4.5 g,3.56 g,2.57 g,8.09 g,0.15 g,3.35 g,0.74 g,136.0 mg
11817.0,Cashew Milk,55.0 kcal,4.92 g,0.97 g,10.81 g,8.7 g,0.02 g,4.76 g,0.27 g,109.0 mg
11818.0,Soy Milk,54.0 kcal,7.24 g,2.68 g,9.68 g,1.88 g,0.03 g,1.82 g,0.38 g,121.0 mg
11819.0,Oat Milk,46.0 kcal,3.78 g,4.91 g,10.64 g,4.51 g,0.14 g,nan g,0.02 g,116.0 mg
11820.0,Cashew Milk,48.0 kcal,2.79 g,1.53 g,9.57 g,4.69 g,0.91 g,6.64 g,nan g,104.0 mg
11821.0,,47.0 kcal,5.28 g,3.63 g,nan g,2.13 g,0.87 g,2.43 g,0.24 g,100.0 mg
,Oat Milk,65.0 kcal,4.36 g,3.11 g,6.2 g,9.21 g,0.05 g,7.23 g,0.66 g,118.0 mg
11823.0,2% Milk,67.0 kcal,5.21 g,nan g,2.83 g,2.22 g,0.86 g,3.51 g,0.55 g,122.0 mg
11824.0,Soy Milk,64.0 kcal,4.67 g,nan g,5.35 g,4.7 g,0.19 g,3.37 g,0.75 g,95.0 mg
11825.0,Soy Milk,45.0 kcal,4.54 g,3.86 g,11.61 g,7.35 g,0.75 g,3.2 g,0.44 g,123.0 mg
11826.0,Skim Milk,79.0 kcal,nan g,2.48 g,8.45 g,1.96 g,0.63 g,3.63 g,0.81 g,131.0 mg
11827.0,2% Milk,59.0 kcal,3.76 g,4.51 g,nan g,4.02 g,0.78 g,5.71 g,0.66 g,117.0 mg
11828.0,,62.0 kcal,0.65 g,4.33 g,11.05 g,5.21 g,0.07 g,3.28 g,0.13 g,139.0 mg
,Oat Milk,41.0 kcal,6.26 g,3.15 g,4.29 g,1.75 g,0.13 g,4.48 g,0.61 g,91.0 mg
11830.0,Whole Milk,70.0 kcal,1.23 g,4.83 g,7.97 g,7.43 g,0.17 g,1.7 g,0.66 g,142.0 mg
11831.0,Cashew Milk,64.0 kcal,3.01 g,nan g,4.27 g,4.82 g,0.88 g,7.64 g,0.73 g,97.0 mg
11832.0,,61.0 kcal,2.55 g,4.47 g,nan g,6.82 g,0.22 g,2.98 g,0.08 g,86.0 mg
,Cashew Milk,52.0 kcal,6.92 g,2.56 g,10.95 g,6.86 g,0.63 g,6.34 g,0.94 g,85.0 mg
,Whole Milk,43.0 kcal,7.75 g,2.79 g,5.29 g,7.99 g,0.36 g,1.27 g,nan g,131.0 mg
11835.0,Coconut Milk,53.0 kcal,4.12 g,1.94 g,6.8 g,1.17 g,0.83 g,6.65 g,0.16 g,139.0 mg
11836.0,Almond Milk,58.0 kcal,6.7 g,2.15 g,4.01 g,4.33 g,0.67 g,7.46 g,0.92 g,141.0 mg
11837.0,2% Milk,78.0 kcal,5.31 g,2.61 g,11.45 g,0.78 g,0.06 g,4.02 g,0.16 g,149.0 mg
11838.0,Skim Milk,69.0 kcal,nan g,3.34 g,8.0 g,7.43 g,0.42 g,5.07 g,0.01 g,113.0 mg
11839.0,2% Milk,nan kcal,6.72 g,3.12 g,8.06 g,0.72 g,0.53 g,7.72 g,0.46 g,89.0 mg
11840.0,,47.0 kcal,6.11 g,4.96 g,7.42 g,6.6 g,0.6 g,4.36 g,0.87 g,109.0 mg
11841.0,Whole Milk,44.0 kcal,6.37 g,2.43 g,5.76 g,8.7 g,0.13 g,6.65 g,0.89 g,133.0 mg
