Id,Product Name,Energy (kcal),Fat Content (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
12438,Cashew Milk,73,0.62,4.69,10.9,2.31,0.83,3.3,0.69,130
12439,Soy Milk,76,6.16,0.21,6.85,2.59,0.69,7.36,0.19,139
12440,2% Milk,41,1.15,1.93,11.91,9.03,0.52,2.29,0.04,91
12441,Whole Milk,70,7.55,2.28,6.52,3.32,0.32,7.28,0.28,130
12442,Oat Milk,78,3.85,3.26,9.02,5.99,0.35,6.14,0.14,84
12443,Skim Milk,68,6.21,4.72,4.06,3.92,0.44,1.99,0.92,133
12444,Cashew Milk,67,2.68,0.38,7.54,5.0,0.24,3.54,0.37,131
12445,Whole Milk,52,6.01,4.34,1.83,7.12,0.12,3.84,0.12,135
12446,Whole Milk,60,3.85,3.16,3.2,1.32,0.92,2.04,0.83,85
12447,Coconut Milk,53,3.19,3.42,6.69,6.63,0.11,3.8,0.86,143
12448,Skim Milk,46,2.32,1.11,6.69,8.84,0.78,1.93,0.47,113
12449,Whole Milk,74,1.68,3.09,4.63,5.94,0.56,2.94,0.64,101
12450,Skim Milk,69,3.32,2.59,8.9,7.37,0.62,4.1,0.21,105
12451,Cashew Milk,73,1.86,2.41,9.0,9.14,0.71,3.67,0.37,139
12452,Soy Milk,63,2.63,1.15,5.93,3.32,0.63,2.02,0.57,144
12453,Skim Milk,45,6.71,2.25,3.16,2.19,0.52,2.08,0.28,113
12454,Soy Milk,76,3.83,3.33,4.12,3.71,0.52,3.9,0.13,148
12455,Oat Milk,64,6.74,4.51,5.15,2.93,0.99,3.22,0.81,118
12456,Skim Milk,79,3.29,3.2,7.3,9.31,0.6,5.11,0.99,102
12457,Coconut Milk,48,3.18,1.11,10.48,4.31,0.79,5.59,0.63,126
12458,Cashew Milk,78,2.84,2.75,1.15,4.98,0.4,1.49,0.51,134
12459,Skim Milk,79,6.67,1.45,10.73,8.06,0.92,3.97,0.52,106
12460,2% Milk,58,2.3,3.89,6.32,4.05,0.65,6.4,0.58,130
12461,Whole Milk,72,1.66,0.71,1.71,5.06,0.52,6.61,0.24,145
12462,Soy Milk,60,0.68,3.34,4.26,8.29,0.39,4.56,0.47,102
12463,Oat Milk,40,2.3,0.99,7.97,2.51,0.1,5.27,0.27,87
12464,Almond Milk,71,3.5,3.47,10.79,6.52,0.06,5.76,0.77,140
12465,Cashew Milk,76,3.32,0.44,8.61,2.7,0.07,4.91,0.46,117
12466,Skim Milk,46,4.33,4.83,4.24,2.45,0.1,3.64,0.28,131
12467,Oat Milk,70,6.82,4.34,1.14,2.94,0.1,5.69,0.79,119
12468,Soy Milk,46,3.62,2.96,11.35,6.87,0.4,4.67,0.93,142
12469,Almond Milk,56,2.47,0.89,10.41,3.94,0.25,5.73,0.7,141
12470,Cashew Milk,69,6.12,3.07,6.33,2.58,0.79,7.57,0.62,92
12471,2% Milk,72,6.33,4.28,7.02,6.14,0.08,6.09,0.72,82
12472,Skim Milk,59,5.76,3.17,11.93,7.02,0.27,2.53,0.35,132
12473,Skim Milk,50,7.43,4.01,8.41,3.71,0.49,6.37,0.25,93
12474,Skim Milk,50,6.66,1.69,2.36,1.69,0.62,2.15,0.25,114
12475,Oat Milk,65,1.55,4.06,10.95,6.84,0.49,1.99,0.04,142
12476,2% Milk,60,1.09,3.17,8.93,8.18,0.52,4.08,0.46,122
12477,Coconut Milk,46,3.83,0.54,9.68,9.76,0.72,2.04,0.45,91
12478,Oat Milk,42,5.66,2.41,2.05,2.84,0.32,7.42,0.8,104
12479,2% Milk,62,5.67,2.86,9.12,4.0,0.51,2.88,0.99,132
12480,Soy Milk,55,0.78,4.88,7.07,4.25,0.73,5.91,0.08,148
12481,Coconut Milk,65,5.47,4.11,8.94,5.5,0.58,7.32,0.02,124
12482,Skim Milk,52,5.08,3.16,9.29,6.58,0.52,6.13,0.97,96
12483,Skim Milk,43,3.51,1.7,4.89,8.21,0.31,2.55,0.29,92
12484,2% Milk,46,1.56,4.54,11.7,5.3,0.67,3.76,0.99,138
12485,Soy Milk,50,5.93,2.13,10.97,0.59,0.57,1.43,0.73,98
12486,2% Milk,80,5.32,4.62,5.39,7.08,0.86,7.41,0.71,131
12487,Whole Milk,52,4.77,2.98,5.05,0.77,0.52,1.6,0.7,95
12488,Coconut Milk,64,1.64,2.72,2.26,9.95,0.66,2.21,0.7,148
12489,Soy Milk,41,4.74,3.66,11.96,8.16,0.8,2.99,0.88,134
12490,2% Milk,44,5.16,1.99,6.21,2.92,0.68,6.02,0.83,109
12491,Cashew Milk,51,6.06,0.2,1.95,2.34,0.86,7.55,0.44,130
12492,Oat Milk,45,1.45,3.7,1.13,5.3,0.2,3.58,0.23,114
12493,Skim Milk,68,2.81,1.18,11.13,4.7,0.54,3.56,0.44,143
12494,Whole Milk,61,4.09,4.41,11.48,9.66,0.52,5.91,0.34,132
12495,2% Milk,40,1.77,4.43,4.74,0.63,0.91,6.78,0.38,130
12496,Soy Milk,44,7.13,4.14,11.1,9.91,0.31,6.16,0.55,138
12497,Cashew Milk,57,1.7,4.13,2.03,0.88,0.75,5.44,0.84,97
12498,Oat Milk,56,7.67,2.52,9.8,4.0,0.33,6.47,0.88,85
12499,Cashew Milk,60,4.29,4.78,8.29,3.93,0.8,4.26,0.41,90
12500,Soy Milk,65,6.0,4.37,6.64,8.15,0.04,2.22,0.01,116
12501,Whole Milk,45,4.12,4.75,4.51,8.78,0.55,6.58,1.0,147
12502,2% Milk,76,3.48,1.19,10.63,3.15,0.81,7.03,0.67,104
12503,Soy Milk,62,0.53,3.26,6.2,6.95,0.57,2.62,0.09,123
12504,Cashew Milk,50,1.58,0.73,9.02,7.12,0.08,6.61,0.48,145
12505,Cashew Milk,75,2.98,3.04,10.76,9.23,0.54,2.59,0.33,136
12506,Whole Milk,76,4.16,4.45,9.36,7.83,0.93,2.91,0.42,142
12507,Oat Milk,59,6.96,4.11,7.94,7.61,0.55,7.24,0.2,133
12508,Skim Milk,78,7.58,1.2,6.31,7.58,0.39,6.07,0.51,117
12509,2% Milk,63,7.24,1.07,10.49,9.82,0.49,6.46,0.35,112
12510,Soy Milk,76,4.45,0.69,10.4,2.27,0.12,2.16,0.26,137
12511,Whole Milk,73,7.96,4.76,6.16,6.78,0.49,4.75,0.89,92
12512,Almond Milk,61,5.42,0.62,8.0,9.54,0.97,3.89,0.51,89
12513,Whole Milk,40,2.23,3.33,9.9,9.53,0.8,6.51,0.07,96
12514,Skim Milk,58,6.15,0.88,1.93,5.89,0.73,6.71,0.07,83
12515,Skim Milk,72,1.21,0.87,9.23,5.42,0.72,7.61,0.93,114
12516,Soy Milk,77,3.69,3.08,2.78,8.21,0.65,4.59,0.21,104
12517,2% Milk,61,7.76,4.34,1.1,7.08,0.68,7.44,0.67,97
12518,Almond Milk,51,6.23,1.79,8.61,6.73,0.66,1.61,0.2,111
12519,Almond Milk,70,3.12,4.55,5.0,8.86,0.02,6.87,0.11,142
12520,Almond Milk,64,2.51,2.58,5.74,2.74,0.18,2.32,0.53,125
12521,Oat Milk,57,3.88,2.37,3.98,8.94,0.79,7.65,0.77,109
12522,2% Milk,72,2.6,4.65,1.04,8.9,0.54,6.09,0.49,97
12523,Cashew Milk,42,2.52,1.75,4.37,2.97,0.34,4.96,0.64,115
12524,2% Milk,58,6.42,2.75,8.47,2.06,0.49,2.07,0.57,92
12525,Oat Milk,73,3.97,4.75,2.73,9.07,0.95,5.49,0.35,134
12526,Soy Milk,41,2.7,3.89,11.2,7.44,0.48,2.43,0.23,106
12527,2% Milk,54,3.79,4.38,11.81,5.78,0.61,1.11,0.33,104
12528,Coconut Milk,63,2.92,1.65,4.88,7.65,0.48,5.45,0.6,138
12529,2% Milk,69,1.06,2.63,11.17,3.07,0.91,6.16,0.14,120
12530,Whole Milk,54,0.79,2.23,2.97,2.94,0.83,1.08,0.61,110
12531,2% Milk,56,1.62,2.21,6.13,7.94,0.73,5.52,0.85,122
12532,Skim Milk,60,7.05,4.64,8.24,5.53,0.47,4.6,0.97,91
12533,Skim Milk,76,3.24,0.61,11.64,8.75,0.52,3.37,0.05,138
12534,Whole Milk,52,4.03,0.87,10.37,9.13,0.24,2.7,0.18,145
12535,Coconut Milk,61,1.82,2.3,5.7,10.0,0.79,7.93,0.25,108
12536,Coconut Milk,40,6.08,1.33,4.08,7.63,0.96,6.55,0.53,121
12537,Cashew Milk,61,1.0,4.25,10.4,7.26,0.27,7.93,0.29,91
12538,Cashew Milk,63,3.19,4.38,3.26,7.82,0.3,2.55,0.94,109
12539,Coconut Milk,58,3.08,0.8,4.38,8.2,0.82,3.76,0.79,142
12540,Almond Milk,77,3.14,4.88,7.37,3.63,0.18,1.76,0.37,123
12541,Oat Milk,56,7.24,0.43,2.08,9.49,0.03,3.28,0.43,148
12542,Skim Milk,54,4.15,0.42,2.74,6.96,0.54,4.0,0.51,88
12543,Skim Milk,67,0.88,3.07,2.03,6.27,0.67,6.09,0.85,106
12544,Oat Milk,57,1.61,3.66,7.43,9.45,0.2,1.88,0.62,95
12545,Cashew Milk,61,0.7,1.53,5.82,2.06,0.33,4.99,0.86,144
12546,Skim Milk,68,6.72,0.76,2.21,5.12,0.12,6.23,0.48,98
12547,Cashew Milk,50,4.96,4.83,1.65,3.52,0.05,1.89,0.59,138
12548,2% Milk,74,2.19,2.78,1.48,5.9,0.16,5.0,0.45,115
12549,Whole Milk,48,4.27,2.95,10.05,4.64,0.52,5.93,0.6,132
12550,Whole Milk,71,4.45,2.16,3.2,4.59,0.2,7.87,0.54,103
12551,Skim Milk,44,1.34,2.68,10.09,6.55,0.19,4.61,0.27,122
12552,Almond Milk,54,6.15,2.83,4.76,7.43,0.76,2.57,0.88,123
12553,Oat Milk,68,4.08,2.03,11.02,3.92,0.3,7.55,0.34,117
12554,Coconut Milk,62,4.08,4.63,1.8,5.59,0.1,1.78,0.22,147
12555,Almond Milk,78,3.25,2.22,9.56,7.15,0.01,6.06,0.2,146
12556,Whole Milk,65,4.31,2.64,4.22,4.58,0.39,1.77,0.08,127
12557,Coconut Milk,73,6.96,1.04,7.58,8.95,0.35,7.98,0.89,139
12558,Skim Milk,52,6.5,2.17,7.02,6.25,0.61,7.19,0.46,129
12559,2% Milk,43,3.55,2.5,10.0,3.83,0.78,3.16,0.66,84
12560,Cashew Milk,77,6.92,2.13,10.34,0.85,0.46,1.03,0.47,130
12561,Oat Milk,42,5.78,2.88,10.65,7.59,0.18,2.95,0.12,108
12562,Oat Milk,48,4.5,0.33,4.32,8.79,0.01,3.59,0.27,91
12563,Skim Milk,48,3.49,3.16,8.75,3.1,0.99,2.37,0.96,80
12564,Skim Milk,73,6.57,1.71,3.75,1.65,0.34,1.45,0.99,85
12565,Oat Milk,46,4.5,3.65,4.46,0.89,0.45,2.7,0.93,97
12566,Cashew Milk,47,5.3,4.1,2.31,9.3,0.41,4.2,0.87,83
12567,Coconut Milk,44,3.78,4.12,11.79,2.48,0.77,7.13,0.78,145
12568,Oat Milk,70,6.25,0.92,1.24,8.99,0.45,7.81,0.25,96
12569,Cashew Milk,43,7.44,4.22,7.18,7.93,0.55,5.18,0.69,104
12570,Soy Milk,51,4.34,3.51,3.3,9.15,0.79,1.8,0.55,102
12571,Coconut Milk,62,4.07,2.54,9.42,0.57,0.95,4.38,0.98,116
12572,Whole Milk,79,0.58,3.82,6.88,1.89,0.08,2.4,0.29,131
12573,2% Milk,40,3.61,0.16,7.84,5.57,0.55,7.89,0.5,104
12574,Oat Milk,67,6.45,3.57,9.04,8.16,0.06,4.93,0.25,150
12575,Skim Milk,52,7.09,0.37,7.84,7.94,0.41,4.98,0.14,139
12576,Almond Milk,54,1.85,4.15,11.78,5.56,0.72,1.61,0.37,121
12577,Almond Milk,80,3.96,0.74,8.92,4.96,0.27,4.35,0.03,99
12578,Cashew Milk,80,2.49,2.94,2.06,0.87,0.08,1.76,0.78,128
12579,2% Milk,57,2.75,3.49,4.76,6.44,0.56,1.64,0.08,81
12580,Coconut Milk,42,1.68,0.92,6.11,5.75,0.81,6.77,0.71,96
12581,Oat Milk,54,6.26,0.54,9.45,5.38,0.84,6.69,0.66,110
12582,Coconut Milk,63,6.21,1.68,6.29,2.46,0.14,4.82,0.68,118
12583,Skim Milk,51,2.36,0.1,6.63,5.2,0.61,2.02,0.66,99
12584,2% Milk,72,1.49,2.87,9.23,8.14,0.89,1.28,0.54,110
12585,Cashew Milk,66,4.06,0.45,8.31,5.68,0.92,2.67,0.31,82
12586,Whole Milk,50,6.69,2.49,6.28,1.02,0.72,5.81,0.28,95
12587,Coconut Milk,76,4.58,2.4,5.35,9.45,0.67,7.35,0.07,95
12588,Whole Milk,70,7.07,2.81,3.64,9.11,0.73,3.76,0.78,115
12589,Almond Milk,56,6.36,1.08,10.37,6.41,0.42,7.35,0.67,148
12590,2% Milk,55,2.98,0.59,10.92,6.05,0.72,4.33,0.67,142
12591,Skim Milk,40,2.83,3.04,9.79,1.74,0.6,3.89,0.37,115
12592,Coconut Milk,41,1.83,1.32,10.31,8.36,0.08,6.38,0.96,116
12593,Coconut Milk,58,2.28,0.95,5.05,8.25,0.26,1.13,0.82,96
12594,Almond Milk,43,7.81,2.46,6.43,4.81,0.47,2.35,0.41,123
12595,Soy Milk,74,5.11,0.1,9.14,9.4,0.25,1.93,0.65,128
12596,2% Milk,52,1.61,2.38,5.23,4.15,0.94,4.09,0.54,118
12597,Coconut Milk,53,2.66,3.06,1.59,1.29,0.72,5.88,0.98,116
12598,Cashew Milk,43,6.81,3.15,10.31,4.8,0.43,1.82,0.35,84
12599,Skim Milk,69,3.56,2.04,2.01,7.08,0.83,4.43,0.96,139
12600,Cashew Milk,45,7.23,2.93,4.24,0.98,0.32,2.21,0.83,134
12601,Almond Milk,62,0.86,0.39,6.78,8.09,0.64,7.02,0.95,87
12602,Cashew Milk,59,7.86,3.28,9.6,7.08,0.47,2.22,0.53,150
12603,Oat Milk,44,3.84,2.62,4.0,8.92,0.24,7.95,0.27,104
12604,2% Milk,69,0.91,2.09,11.63,9.43,0.95,6.13,0.67,139
12605,Soy Milk,76,7.75,2.93,9.3,1.07,0.33,2.72,0.75,124
12606,Skim Milk,69,5.51,3.67,6.89,8.47,0.06,2.4,0.3,92
12607,Skim Milk,79,0.73,0.8,7.7,3.51,0.36,7.66,0.15,119
12608,Soy Milk,65,6.46,1.74,3.04,5.63,0.95,6.01,0.42,146
12609,Soy Milk,60,0.58,2.83,7.72,8.83,0.8,3.17,0.41,149
12610,Cashew Milk,75,4.57,0.7,8.37,3.75,0.39,3.76,0.04,102
12611,Oat Milk,55,4.72,1.3,4.09,2.21,0.71,4.25,0.37,93
12612,Whole Milk,78,1.13,3.8,10.23,1.91,0.62,7.11,0.94,140
12613,Cashew Milk,47,6.32,1.84,7.79,2.21,0.54,3.78,0.67,80
12614,Cashew Milk,64,5.35,2.18,1.03,5.42,0.71,7.85,0.57,109
12615,2% Milk,52,2.37,0.14,10.1,7.05,0.97,2.56,0.15,80
12616,Soy Milk,65,3.43,0.95,7.14,5.25,0.97,7.72,0.88,94
12617,Cashew Milk,80,7.38,1.87,8.06,0.88,0.59,6.72,0.58,142
12618,Almond Milk,73,6.55,4.46,10.14,5.18,0.86,4.19,0.75,80
12619,Oat Milk,56,7.71,0.4,10.8,3.39,0.06,1.45,0.9,104
12620,2% Milk,67,5.28,1.89,2.36,6.55,0.14,4.35,0.09,88
12621,Oat Milk,76,7.25,4.74,6.91,4.24,0.4,4.26,0.41,125
12622,Whole Milk,78,3.52,4.87,9.98,9.85,0.08,7.51,0.21,119
12623,Cashew Milk,41,2.28,2.68,3.85,1.01,0.15,6.31,0.99,125
12624,Whole Milk,43,1.71,1.37,1.35,4.07,0.92,7.05,0.95,123
12625,2% Milk,57,1.26,0.54,1.48,3.57,0.15,1.84,0.72,138
12626,Soy Milk,41,3.74,2.46,1.66,4.75,0.84,2.89,0.59,117
12627,Cashew Milk,62,1.37,2.3,2.51,1.74,0.96,4.1,0.74,87
12628,Cashew Milk,79,7.41,1.6,11.76,2.62,0.56,3.44,0.33,136
12629,2% Milk,70,3.0,1.77,8.12,2.55,0.69,3.07,0.58,80
12630,Oat Milk,43,1.61,3.78,7.31,4.64,0.02,2.06,0.92,114
12631,Whole Milk,42,7.97,3.68,9.59,1.96,0.6,4.52,0.78,114
12632,Soy Milk,75,5.67,0.7,2.81,8.69,0.99,3.04,0.46,143
12633,Soy Milk,65,5.17,1.09,4.1,1.88,0.43,1.61,0.64,110
12634,Cashew Milk,41,6.67,1.11,8.89,1.28,0.2,6.19,0.32,91
12635,Oat Milk,51,1.01,1.83,10.25,2.65,0.46,1.27,0.68,91
12636,Coconut Milk,79,2.51,4.83,11.64,3.49,0.55,4.2,0.74,143
12637,Oat Milk,77,3.42,2.9,8.8,8.0,0.24,4.3,0.44,111
12638,Whole Milk,70,2.02,4.28,11.23,5.59,0.8,6.12,0.52,85
12639,Soy Milk,49,6.62,1.45,2.83,3.87,0.21,4.03,0.07,124
12640,2% Milk,77,1.35,3.56,5.24,8.1,0.61,4.86,0.67,110
12641,Oat Milk,75,4.05,3.36,5.63,4.8,0.18,1.86,0.79,125
12642,Skim Milk,79,2.95,4.64,7.45,1.79,0.51,2.53,0.93,82
12643,Skim Milk,78,5.34,3.77,4.76,3.11,0.79,1.09,0.19,90
12644,2% Milk,64,6.99,1.99,7.98,5.6,0.3,4.29,0.08,111
12645,Cashew Milk,55,5.12,3.05,2.53,4.16,0.51,6.17,0.45,120
12646,Soy Milk,69,5.94,0.28,8.74,2.8,0.46,6.21,0.48,103
12647,Whole Milk,43,6.66,3.69,8.44,0.73,0.25,6.29,0.22,101
12648,Soy Milk,54,5.06,0.14,10.44,9.22,0.63,1.33,0.68,119
12649,Oat Milk,63,6.61,3.51,10.69,6.17,0.15,2.84,0.78,90
12650,2% Milk,54,2.5,1.87,5.83,2.77,0.74,2.93,0.1,127
12651,Coconut Milk,70,7.35,3.22,10.32,4.87,0.05,3.95,0.54,86
12652,Soy Milk,58,3.81,2.28,8.37,6.56,0.99,2.34,0.91,142
12653,Soy Milk,46,1.09,4.01,6.95,9.03,0.36,3.13,0.64,118
12654,Coconut Milk,67,0.8,3.57,8.08,7.16,0.08,4.63,0.61,81
12655,2% Milk,77,4.07,4.66,11.22,4.06,0.68,3.6,0.01,85
12656,Almond Milk,47,4.84,1.99,6.92,5.3,0.18,4.18,0.13,130
12657,Whole Milk,50,6.39,0.52,7.31,8.02,0.59,6.68,0.44,134
12658,Whole Milk,50,7.69,2.22,2.37,7.56,0.65,5.22,0.71,121
12659,Almond Milk,76,3.59,4.67,1.01,4.47,0.42,2.33,0.72,144
12660,Coconut Milk,53,2.22,2.54,7.91,3.9,0.06,4.21,0.35,111
12661,2% Milk,42,7.68,2.61,11.11,0.54,0.05,3.85,0.23,144
12662,Cashew Milk,45,6.69,4.06,6.75,9.35,0.11,7.97,0.05,124
12663,Cashew Milk,77,1.22,0.2,2.95,6.81,0.03,3.46,0.6,82
12664,2% Milk,66,4.23,1.58,8.0,7.45,0.41,3.31,0.68,148
12665,Soy Milk,56,1.38,4.7,2.51,2.22,0.19,2.27,0.99,111
12666,Whole Milk,46,6.79,0.11,7.89,8.4,0.44,3.03,0.33,91
12667,Cashew Milk,48,1.48,4.08,9.11,8.71,0.27,2.57,0.11,92
12668,Oat Milk,73,5.61,3.86,11.9,5.21,0.54,2.67,0.67,124
12669,Oat Milk,66,6.33,3.36,2.1,7.18,0.77,3.06,0.69,141
12670,Skim Milk,70,0.54,3.88,3.5,6.22,0.64,1.27,0.77,91
12671,Oat Milk,44,3.83,3.2,8.25,6.53,0.03,3.61,0.83,133
12672,Coconut Milk,61,2.73,1.47,4.95,3.72,0.64,2.99,0.4,118
12673,Almond Milk,75,4.12,2.28,6.52,2.04,0.25,3.52,0.58,98
12674,Coconut Milk,51,7.1,0.89,10.21,2.03,0.41,6.41,0.78,104
12675,Whole Milk,49,1.99,0.25,6.79,2.44,0.45,1.18,0.97,150
12676,Cashew Milk,61,1.28,2.78,7.7,7.73,0.37,7.2,0.82,123
12677,Soy Milk,63,4.57,3.79,10.76,3.08,0.3,1.84,0.33,128
12678,Skim Milk,76,2.68,1.72,9.23,9.6,0.67,6.69,0.6,103
12679,Almond Milk,77,0.53,4.72,10.74,1.99,0.34,7.81,0.45,115
12680,Skim Milk,61,5.4,2.74,11.77,8.62,0.78,6.18,0.45,85
12681,Almond Milk,48,3.35,3.22,2.14,7.09,0.72,7.16,0.41,84
12682,Oat Milk,78,1.77,4.79,11.49,9.46,0.93,6.82,0.53,94
12683,Oat Milk,58,1.54,0.57,5.75,5.46,0.66,4.72,0.66,121
12684,2% Milk,72,5.35,3.92,5.71,8.95,0.04,7.84,0.74,95
12685,2% Milk,71,7.25,1.45,11.01,2.24,0.64,5.87,0.35,136
12686,Soy Milk,52,7.37,0.52,10.54,9.33,0.41,7.66,0.34,123
12687,Skim Milk,58,3.62,0.15,1.59,1.35,0.56,2.85,0.16,126
12688,Oat Milk,52,3.78,3.89,5.98,4.02,0.6,6.17,0.22,130
12689,Almond Milk,64,4.72,3.82,5.38,2.01,0.53,3.64,0.57,150
12690,Whole Milk,75,4.48,0.23,8.94,8.62,0.61,1.95,0.8,111
12691,Whole Milk,67,1.17,3.34,9.49,7.8,0.03,5.41,0.88,87
12692,Almond Milk,60,7.92,0.68,5.31,1.7,0.61,6.46,0.3,130
12693,2% Milk,57,3.19,1.15,8.75,0.88,0.68,2.77,0.01,103
12694,Skim Milk,45,4.91,4.38,11.84,8.61,0.99,6.1,0.01,116
12695,Cashew Milk,69,1.05,3.27,7.87,6.56,0.13,5.53,0.32,114
12696,Cashew Milk,46,7.23,1.51,7.99,4.19,0.62,5.34,0.1,113
12697,Coconut Milk,49,1.63,1.77,11.02,6.06,0.76,5.6,0.36,81
12698,Soy Milk,43,6.08,3.23,7.09,7.11,0.93,7.01,0.83,109
12699,Cashew Milk,66,6.12,4.64,5.5,0.81,0.19,1.1,0.51,149
12700,Cashew Milk,44,4.72,0.81,2.29,4.59,0.23,5.54,0.42,100
12701,Almond Milk,67,7.88,0.14,2.55,9.22,0.5,4.1,0.41,140
12702,Cashew Milk,68,1.91,3.17,10.24,2.69,0.11,4.96,0.48,143
12703,Soy Milk,48,1.8,1.48,7.65,5.35,0.9,1.92,0.63,146
12704,Soy Milk,47,0.57,4.52,9.26,3.97,0.25,2.45,0.22,101
12705,2% Milk,50,4.3,1.8,2.28,6.13,0.63,7.21,0.28,128
12706,Whole Milk,40,0.8,4.49,11.43,7.88,0.37,6.27,0.12,112
12707,Almond Milk,46,6.27,3.8,3.57,9.07,0.6,3.28,0.42,80
12708,Whole Milk,59,6.22,0.4,8.31,1.07,0.75,2.27,0.34,147
12709,Almond Milk,71,4.3,0.72,6.91,4.0,0.64,6.47,0.35,127
12710,Almond Milk,57,5.99,4.44,2.68,3.26,0.6,6.47,0.88,113
12711,2% Milk,72,6.43,3.47,11.06,6.23,0.13,5.26,0.11,114
12712,2% Milk,69,1.75,3.54,3.51,0.82,0.61,7.58,0.18,111
12713,Whole Milk,41,5.97,0.67,7.01,8.11,0.85,3.56,0.24,136
12714,Oat Milk,58,6.79,0.96,8.07,8.36,0.95,4.61,0.39,85
12715,Skim Milk,63,3.41,4.73,8.41,4.19,0.55,5.25,0.84,148
12716,Coconut Milk,64,0.98,3.37,7.37,7.78,0.81,6.89,0.85,83
12717,Soy Milk,59,2.83,1.1,8.54,8.35,0.38,1.95,0.19,80
12718,Oat Milk,57,2.42,0.17,4.04,6.89,0.02,5.28,0.13,137
12719,Coconut Milk,41,6.36,0.59,11.66,5.02,0.15,3.54,0.98,144
12720,Oat Milk,72,3.86,1.23,3.41,7.88,0.38,6.03,0.5,123
12721,Oat Milk,75,7.74,1.04,1.98,3.48,0.31,4.02,0.29,149
12722,Skim Milk,68,4.78,0.11,6.46,0.81,0.78,1.69,0.92,118
12723,Coconut Milk,78,2.14,4.58,4.79,9.32,0.37,1.47,0.94,139
12724,Whole Milk,71,1.64,2.23,11.25,1.24,0.82,6.42,0.36,142
12725,Soy Milk,42,2.38,0.96,4.07,8.55,0.44,6.37,0.01,103
12726,2% Milk,50,5.06,2.81,1.19,2.98,0.84,3.59,0.45,132
12727,Skim Milk,57,4.03,4.44,3.21,6.3,0.07,2.72,0.49,107
12728,Coconut Milk,78,3.57,3.74,9.61,1.8,0.58,4.33,0.78,124
12729,Oat Milk,46,5.4,0.43,7.54,4.91,0.96,3.49,0.91,147
12730,Whole Milk,49,3.47,4.95,6.96,6.68,0.38,6.97,0.61,129
12731,2% Milk,53,5.37,2.57,10.41,6.43,0.28,3.66,0.53,114
12732,Cashew Milk,80,3.87,2.02,7.98,4.16,0.8,3.21,0.54,86
12733,Cashew Milk,73,0.72,0.7,10.08,3.93,0.13,2.32,0.87,120
12734,Oat Milk,42,1.37,2.64,9.25,9.69,0.49,1.29,0.69,135
12735,Skim Milk,76,4.73,3.34,3.44,5.87,0.65,3.23,0.85,80
12736,Cashew Milk,67,7.11,0.72,6.14,9.75,0.08,2.97,0.91,94
12737,Skim Milk,55,5.45,4.71,3.47,3.76,0.88,3.69,0.72,126
12738,Soy Milk,70,6.43,0.83,9.92,7.56,0.87,3.7,0.76,136
12739,Whole Milk,68,4.51,1.57,9.53,3.99,0.18,1.55,0.47,105
12740,Soy Milk,43,5.74,1.72,8.83,2.31,0.65,4.4,0.17,122
12741,Cashew Milk,42,1.07,3.98,11.17,2.85,0.54,7.93,0.45,96
12742,Oat Milk,79,1.58,1.84,6.2,1.96,0.73,5.56,0.8,133
12743,Coconut Milk,73,1.07,3.59,5.23,5.58,0.24,1.01,0.36,115
12744,Whole Milk,51,1.41,0.14,11.02,2.2,0.96,1.89,0.05,105
12745,Oat Milk,75,4.08,3.55,1.36,4.8,0.15,1.95,0.75,84
12746,Almond Milk,41,7.99,0.41,10.16,9.43,0.05,3.79,0.01,144
12747,Cashew Milk,47,5.5,4.82,8.81,8.96,0.03,3.11,0.67,126
12748,Skim Milk,77,2.0,0.28,10.28,5.53,0.29,6.05,0.81,90
12749,Almond Milk,40,2.19,1.52,9.12,6.66,0.34,1.97,0.77,113
12750,Skim Milk,76,0.79,0.17,6.72,3.41,0.25,5.66,0.91,80
12751,Oat Milk,56,7.11,1.95,3.21,8.99,0.81,4.17,0.14,134
12752,Whole Milk,44,7.53,4.32,4.99,3.98,0.67,2.47,0.18,123
12753,2% Milk,49,2.81,1.72,2.36,7.11,0.26,1.88,0.56,96
12754,Soy Milk,63,3.21,1.62,7.11,3.68,0.89,3.81,0.96,144
12755,Coconut Milk,77,2.41,4.53,4.24,6.64,0.22,4.32,0.61,138
12756,Coconut Milk,65,3.05,3.16,6.67,5.86,0.65,5.58,0.28,136
12757,Coconut Milk,43,2.72,4.93,8.93,6.03,0.81,4.86,0.92,106
12758,Coconut Milk,76,4.69,3.68,6.35,4.61,0.19,2.01,0.53,119
12759,Cashew Milk,78,3.33,0.52,2.39,1.99,0.07,4.35,0.75,84
12760,Coconut Milk,62,4.11,4.96,7.33,4.11,0.06,7.02,0.8,101
12761,2% Milk,54,0.56,4.44,4.43,7.9,0.64,2.25,0.57,81
12762,2% Milk,48,6.89,0.83,6.15,7.6,0.86,5.21,0.45,148
12763,Almond Milk,55,0.55,3.62,3.75,8.27,0.63,4.34,0.63,104
12764,Almond Milk,60,7.88,0.61,1.99,5.21,0.88,5.44,0.83,145
12765,Soy Milk,77,6.47,2.89,5.96,4.44,0.94,2.09,0.64,110
12766,Cashew Milk,49,2.42,2.01,7.34,6.07,0.56,4.58,0.84,96
12767,Soy Milk,69,1.24,3.27,8.06,3.2,0.58,2.34,0.44,113
