Id,Product Name,Energy (kcal),Fat Proportion (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
10900,Soy Milk,64,7.38,4.03,10.94,9.85,0.41,6.1,0.57,141
10901,Almond Milk,53,4.97,3.24,2.29,5.14,0.73,2.83,0.22,130
10902,Skim Milk,52,6.49,2.81,5.67,3.21,0.67,4.86,0.95,139
10903,Almond Milk,44,8.0,0.58,6.62,1.58,0.06,5.05,0.73,113
10904,Oat Milk,67,0.91,0.26,3.38,7.1,0.38,2.41,0.41,130
10905,Whole Milk,79,4.19,1.37,1.26,6.61,0.77,7.99,0.06,126
10906,Oat Milk,64,4.11,3.56,2.0,4.59,0.98,3.43,0.45,142
10907,Almond Milk,40,7.73,4.97,3.0,8.04,0.26,2.25,0.66,103
10908,Skim Milk,43,1.21,1.63,11.4,3.96,0.94,7.9,0.12,100
10909,Cashew Milk,49,2.82,3.48,8.89,4.19,0.59,7.03,0.45,108
10910,Coconut Milk,47,0.92,3.84,7.45,5.68,0.14,2.07,0.58,137
10911,Whole Milk,49,4.09,0.18,10.87,7.22,0.32,2.2,0.64,123
10912,2% Milk,55,2.69,2.53,10.29,8.08,0.74,7.22,0.23,101
10913,Cashew Milk,43,5.57,0.31,4.74,2.09,0.4,7.37,0.86,109
10914,Soy Milk,56,7.82,4.38,6.36,6.19,0.28,4.5,0.14,88
10915,2% Milk,40,4.41,0.85,2.18,1.56,0.64,6.07,0.06,92
10916,Skim Milk,73,2.16,4.55,11.54,9.81,0.7,6.34,0.4,131
10917,Whole Milk,62,4.46,0.53,7.28,1.54,0.63,2.58,0.31,81
10918,Cashew Milk,52,4.0,0.89,2.9,8.61,0.03,1.38,0.27,88
10919,Oat Milk,70,0.67,1.07,1.68,8.01,0.72,7.23,0.62,91
10920,Whole Milk,47,1.88,4.52,7.17,6.39,0.77,5.16,0.64,124
10921,Coconut Milk,69,2.82,2.38,5.39,8.78,0.08,7.53,0.24,103
10922,Skim Milk,48,1.06,0.83,8.0,6.31,0.56,4.1,0.8,123
10923,Skim Milk,51,0.61,0.17,10.75,1.89,0.68,6.62,0.29,86
10924,Coconut Milk,67,2.83,3.1,5.19,1.35,0.75,1.32,0.45,145
10925,Cashew Milk,48,7.94,2.16,1.57,9.79,0.85,7.45,0.45,99
10926,Almond Milk,74,2.67,4.33,6.14,8.4,0.48,7.66,0.08,137
10927,Cashew Milk,49,3.16,1.25,8.44,8.59,0.49,4.27,0.48,90
10928,Soy Milk,79,3.4,0.13,5.95,0.96,0.94,2.07,0.37,137
10929,2% Milk,44,6.43,1.97,10.0,3.51,0.89,2.34,0.75,105
10930,Cashew Milk,67,1.73,1.15,1.84,9.24,0.16,4.4,0.59,92
10931,Cashew Milk,77,6.94,2.3,1.78,8.65,0.26,1.15,0.44,104
10932,Cashew Milk,61,6.33,1.03,7.28,1.84,0.19,3.88,0.2,149
10933,Almond Milk,71,4.02,4.04,10.24,3.08,0.66,1.43,0.99,92
10934,2% Milk,52,5.67,1.21,11.34,8.55,0.89,2.56,0.41,133
10935,Whole Milk,77,1.43,4.8,8.72,3.96,0.21,6.73,0.1,88
10936,Skim Milk,63,2.29,3.53,9.03,0.95,0.22,1.54,0.31,133
10937,Whole Milk,53,6.3,1.8,7.91,6.0,0.35,2.45,0.82,84
10938,Almond Milk,60,6.85,1.6,1.12,1.87,0.7,5.8,0.05,137
10939,Almond Milk,40,3.09,2.06,10.91,1.58,0.55,6.12,0.94,93
10940,Oat Milk,58,1.62,1.39,4.12,5.97,0.1,4.21,0.7,100
10941,2% Milk,60,7.29,4.08,1.38,3.03,0.82,6.68,0.97,118
10942,Skim Milk,68,6.52,4.46,10.33,9.18,0.15,2.48,0.05,144
10943,2% Milk,62,5.23,1.79,2.54,9.76,0.76,7.1,0.14,87
10944,2% Milk,67,5.27,2.12,6.59,0.85,0.85,2.72,0.89,92
10945,Cashew Milk,61,2.16,4.62,3.54,8.79,0.04,5.4,0.91,127
10946,2% Milk,46,4.54,4.34,4.84,1.36,0.56,6.52,0.28,115
10947,Coconut Milk,76,2.79,1.38,5.0,8.62,0.46,7.63,0.62,144
10948,Whole Milk,48,6.87,2.62,4.02,1.31,0.47,4.82,0.6,149
10949,Skim Milk,70,3.05,2.56,4.16,5.16,0.98,6.02,0.32,82
10950,Whole Milk,54,1.03,4.56,10.79,8.1,0.39,4.09,0.6,106
10951,Almond Milk,76,4.37,0.31,4.79,8.94,0.95,1.49,0.41,103
10952,Almond Milk,46,0.76,4.34,7.2,5.25,0.24,7.41,0.32,122
10953,Soy Milk,75,3.27,3.68,1.96,8.4,0.21,7.95,0.12,127
10954,Oat Milk,45,7.75,3.53,1.6,8.75,0.37,6.05,0.58,118
10955,Whole Milk,42,1.69,1.65,9.65,8.28,0.74,4.12,0.72,87
10956,Cashew Milk,63,1.95,4.16,5.44,8.04,0.83,3.19,0.63,131
10957,Coconut Milk,76,1.12,0.65,4.25,9.83,0.42,5.5,0.1,108
10958,Oat Milk,41,2.04,4.71,11.48,9.7,0.82,7.48,0.23,85
10959,Almond Milk,63,5.73,1.72,4.87,9.6,0.29,7.75,0.71,148
10960,Almond Milk,40,4.14,2.61,2.02,9.18,0.37,7.14,0.88,116
10961,Coconut Milk,76,2.13,3.04,3.82,8.75,0.11,7.94,0.32,101
10962,Oat Milk,44,1.65,1.72,11.27,9.74,0.64,1.13,0.75,146
10963,Skim Milk,46,2.43,3.9,3.7,5.73,0.65,2.88,0.97,108
10964,Cashew Milk,55,2.72,1.35,8.18,7.02,0.71,3.25,0.92,150
10965,Skim Milk,58,2.93,1.54,2.55,1.73,0.99,6.88,0.07,81
10966,Coconut Milk,42,6.42,2.75,6.05,5.97,0.23,5.63,0.56,100
10967,Whole Milk,52,3.47,3.77,4.58,7.18,0.04,3.38,0.29,110
10968,Cashew Milk,55,5.63,4.5,5.63,5.58,0.84,2.19,0.14,83
10969,Soy Milk,61,6.69,2.1,4.74,9.53,0.72,6.74,0.05,148
10970,Whole Milk,60,2.44,1.28,11.08,1.59,0.66,2.21,0.95,80
10971,Coconut Milk,43,2.7,0.71,1.59,1.41,0.91,6.35,0.84,88
10972,Almond Milk,61,7.83,0.36,9.89,0.7,0.13,6.39,0.41,107
10973,Skim Milk,54,3.8,3.99,2.33,1.53,0.81,2.05,0.67,108
10974,Skim Milk,61,3.78,4.86,3.33,7.25,0.93,7.6,0.74,131
10975,Soy Milk,63,3.91,2.85,4.32,4.37,0.52,7.06,0.59,142
10976,Soy Milk,52,4.16,2.13,2.27,1.66,0.62,5.73,0.17,148
10977,Almond Milk,73,5.52,4.57,8.23,8.64,0.1,4.9,0.31,128
10978,Oat Milk,41,4.91,4.29,6.86,5.96,0.45,5.25,0.74,146
10979,Oat Milk,68,5.76,3.66,6.49,0.56,0.85,3.6,0.61,141
10980,Whole Milk,70,5.06,3.87,9.52,5.66,0.52,5.35,0.86,108
10981,Almond Milk,68,7.25,2.31,1.57,8.26,0.48,4.28,0.17,144
10982,Oat Milk,42,0.92,1.13,1.91,1.92,0.76,7.24,0.48,114
10983,Whole Milk,54,2.62,2.67,4.17,7.62,0.49,7.06,0.69,89
10984,Soy Milk,53,3.37,0.93,1.52,5.78,0.23,5.86,0.89,97
10985,Almond Milk,68,4.9,4.8,9.45,8.0,0.36,6.84,0.31,143
10986,Coconut Milk,56,3.41,2.29,11.04,6.7,0.09,4.87,0.61,120
10987,Cashew Milk,47,3.86,0.98,8.15,2.55,0.51,3.8,0.51,120
10988,Whole Milk,45,7.76,3.72,6.59,5.53,0.4,5.14,0.43,137
10989,Almond Milk,70,4.38,2.66,7.25,6.56,0.77,3.04,0.81,135
10990,Skim Milk,76,7.18,0.26,7.28,4.85,0.06,6.63,0.37,103
10991,Almond Milk,72,3.65,2.82,11.29,4.98,0.64,7.55,0.8,83
10992,Soy Milk,50,3.82,0.53,6.32,7.81,0.29,2.61,0.62,129
10993,Coconut Milk,43,6.69,2.14,7.76,4.67,0.57,6.18,0.32,90
10994,Skim Milk,76,3.95,2.03,8.46,9.78,0.66,5.04,0.51,142
10995,Coconut Milk,40,3.39,4.64,7.63,3.64,0.96,6.56,0.17,137
10996,Almond Milk,57,7.1,3.82,4.34,4.29,0.65,1.23,0.46,120
10997,2% Milk,52,6.82,1.9,11.81,1.47,0.1,1.8,0.46,90
10998,Skim Milk,77,4.56,2.33,3.85,9.72,0.18,4.35,0.11,135
10999,Skim Milk,67,6.25,4.61,1.21,3.91,0.71,3.71,0.71,95
11000,Almond Milk,64,1.08,0.17,9.0,8.4,0.07,1.3,0.66,124
11001,2% Milk,77,3.52,3.09,9.75,1.54,0.64,1.13,0.08,105
11002,Oat Milk,76,6.31,1.64,10.2,1.72,0.94,1.1,0.2,113
11003,Cashew Milk,55,3.32,2.33,2.45,5.23,0.42,3.18,0.12,88
11004,2% Milk,75,4.74,2.94,6.69,0.65,0.13,2.14,0.8,145
11005,Coconut Milk,66,3.11,0.36,8.2,7.97,0.53,3.5,0.5,112
11006,Whole Milk,42,0.57,3.07,10.28,2.71,0.3,7.59,0.62,105
11007,Soy Milk,62,2.52,0.7,2.61,0.55,0.69,1.74,0.24,145
11008,Cashew Milk,76,6.53,0.78,11.27,2.82,0.78,5.8,0.11,140
11009,Oat Milk,76,5.75,4.13,2.86,0.89,0.34,5.13,0.05,98
11010,2% Milk,66,1.91,0.91,9.1,4.01,0.16,2.73,0.17,100
11011,Skim Milk,59,3.34,4.68,5.55,4.91,0.5,4.07,0.9,108
11012,Whole Milk,40,6.4,3.82,2.78,3.8,0.03,1.87,0.88,108
11013,Almond Milk,42,5.37,2.74,1.81,2.48,0.55,6.71,0.72,142
11014,Whole Milk,55,4.05,2.15,7.36,9.27,0.58,2.51,0.54,95
11015,Skim Milk,65,4.15,3.16,7.96,7.55,0.18,2.31,0.21,150
11016,Soy Milk,77,6.07,4.36,6.72,5.01,0.89,1.5,0.52,99
11017,Whole Milk,63,5.74,2.13,10.14,5.98,0.65,5.71,0.43,144
11018,Cashew Milk,51,4.78,4.3,10.85,1.1,0.68,4.02,0.35,89
11019,Whole Milk,51,3.52,4.62,8.98,8.81,0.29,3.93,0.62,148
11020,Almond Milk,48,0.78,4.15,9.8,8.04,0.46,6.07,0.82,84
11021,Soy Milk,45,4.42,2.52,1.72,7.35,0.99,1.4,0.93,148
11022,Skim Milk,80,4.27,4.2,9.75,6.39,0.87,4.25,0.7,119
11023,Skim Milk,66,1.81,2.95,1.1,1.27,0.43,6.95,0.43,128
11024,Skim Milk,52,6.04,2.73,8.73,3.63,0.89,4.56,0.66,121
11025,Soy Milk,54,3.42,4.65,11.65,1.4,0.64,5.76,0.81,130
11026,Coconut Milk,75,2.99,0.68,3.0,0.88,0.99,3.59,0.1,118
11027,Coconut Milk,43,7.63,1.07,9.94,4.79,0.33,6.86,0.06,111
11028,Skim Milk,46,6.6,1.28,5.94,5.23,0.7,6.63,0.57,94
11029,Skim Milk,56,5.19,3.47,11.14,5.39,0.28,4.37,0.29,133
11030,2% Milk,65,4.68,0.99,4.4,1.11,0.59,6.14,0.98,86
11031,Almond Milk,48,7.36,4.82,7.3,2.65,0.15,5.52,0.98,111
11032,Oat Milk,49,3.11,2.92,7.1,6.44,0.24,5.17,0.07,146
11033,Cashew Milk,62,6.64,3.1,2.13,2.86,0.22,3.71,0.57,83
11034,Cashew Milk,58,4.84,1.02,3.99,6.53,0.04,4.39,0.23,143
11035,Cashew Milk,72,7.92,3.23,4.16,3.46,0.19,6.82,1.0,132
11036,Oat Milk,52,4.14,1.96,7.9,6.78,0.44,5.63,0.97,116
11037,Coconut Milk,56,1.6,1.5,6.73,1.95,0.43,3.73,0.71,98
11038,Skim Milk,73,2.62,4.12,4.78,8.63,0.46,3.27,0.57,109
11039,Oat Milk,80,2.43,1.65,8.36,2.68,0.43,2.28,0.87,85
11040,2% Milk,68,7.71,2.54,7.68,4.38,0.4,4.08,0.36,143
11041,Skim Milk,75,5.72,4.72,2.38,3.1,0.44,4.38,0.41,128
11042,Whole Milk,78,1.13,0.97,6.28,7.41,0.1,3.5,0.27,98
11043,2% Milk,80,0.79,3.37,4.09,7.04,0.43,1.53,0.2,122
11044,Cashew Milk,56,4.18,1.43,7.85,4.35,0.57,2.15,0.25,106
11045,Coconut Milk,64,4.75,0.82,7.1,2.88,0.22,3.89,0.59,116
11046,Whole Milk,49,5.62,1.87,9.01,7.02,0.66,2.62,0.17,109
11047,Whole Milk,41,1.47,0.18,8.08,1.97,0.72,4.25,0.28,129
11048,Cashew Milk,41,2.18,4.07,3.88,2.19,0.98,6.56,0.28,142
11049,2% Milk,53,2.14,3.1,7.78,5.28,0.47,1.03,0.77,116
11050,Skim Milk,70,2.36,3.46,3.89,2.74,0.77,4.23,0.74,102
11051,Whole Milk,52,2.38,0.47,5.23,1.24,0.32,5.5,0.47,136
11052,Cashew Milk,77,1.1,4.54,3.92,5.95,0.15,1.39,0.94,123
11053,Coconut Milk,69,2.78,4.87,4.51,3.05,0.38,5.68,0.01,111
11054,Soy Milk,64,6.72,0.92,10.41,5.66,0.35,4.37,0.01,117
11055,Almond Milk,60,7.11,4.14,6.44,7.6,0.61,5.64,0.35,97
11056,Skim Milk,42,6.48,4.99,4.34,5.63,0.64,7.77,0.55,144
11057,Whole Milk,65,7.54,3.1,10.06,2.43,0.0,6.4,0.05,121
11058,Cashew Milk,41,4.85,4.13,7.61,1.12,0.26,3.51,0.66,111
11059,Almond Milk,56,4.67,3.0,5.95,3.63,0.79,4.85,0.52,128
11060,Oat Milk,44,3.88,2.21,10.5,8.22,0.68,5.08,0.12,103
11061,Soy Milk,69,0.66,4.83,2.16,2.9,0.01,3.04,0.44,98
11062,Cashew Milk,46,5.34,2.91,1.66,4.38,0.28,1.67,0.4,125
11063,Coconut Milk,77,5.66,2.96,5.31,4.19,0.82,7.34,0.17,90
11064,Oat Milk,46,7.54,0.32,6.89,3.58,0.88,3.99,0.16,105
11065,Cashew Milk,55,7.39,0.79,3.21,8.85,0.56,1.01,0.63,121
11066,2% Milk,60,1.53,0.29,8.8,9.65,0.8,1.92,0.2,125
11067,Almond Milk,53,5.78,2.31,7.9,5.59,0.2,2.23,0.91,91
11068,Oat Milk,67,2.31,1.79,1.88,2.74,0.71,6.79,0.03,91
11069,Skim Milk,42,7.33,3.34,6.03,8.89,0.72,1.02,0.69,109
11070,Coconut Milk,46,2.9,2.25,4.68,7.18,0.87,1.12,0.0,150
11071,Oat Milk,65,6.85,1.18,6.39,0.82,0.72,3.86,0.73,114
11072,Whole Milk,67,0.99,0.98,3.6,2.0,0.59,3.89,0.41,100
11073,Soy Milk,42,0.77,4.24,4.97,5.18,0.34,4.0,0.2,93
11074,Almond Milk,80,2.22,4.57,4.55,7.29,0.81,5.1,0.24,101
11075,Cashew Milk,50,5.62,0.47,9.45,8.69,0.8,7.23,0.91,85
11076,Oat Milk,43,4.71,0.99,2.08,2.52,0.12,7.93,0.5,145
11077,Oat Milk,40,5.42,0.11,2.47,8.81,0.85,5.32,0.64,103
11078,Whole Milk,55,4.86,0.29,2.25,2.01,0.84,4.53,0.06,119
11079,Whole Milk,51,1.8,3.11,11.24,4.67,0.54,7.15,0.45,92
11080,Oat Milk,69,2.48,3.73,1.43,6.03,0.59,4.6,0.26,147
11081,Almond Milk,71,5.88,0.77,4.59,9.62,0.77,1.45,0.46,127
11082,Whole Milk,65,1.22,2.55,5.15,4.4,0.35,7.47,0.5,133
11083,Coconut Milk,44,2.61,3.55,6.13,5.75,0.86,1.76,0.1,119
11084,Soy Milk,67,7.18,4.86,10.83,4.98,0.96,7.59,0.74,123
11085,Skim Milk,72,3.05,0.64,9.39,2.77,0.48,2.01,0.26,135
11086,Whole Milk,54,4.68,4.85,6.11,0.67,0.47,5.23,0.62,94
11087,2% Milk,80,4.64,0.91,2.32,6.58,0.11,4.95,0.32,131
11088,Almond Milk,48,2.65,0.27,9.73,5.66,0.85,7.99,0.97,139
11089,Skim Milk,49,1.96,0.42,2.15,5.9,0.0,5.98,0.35,97
11090,Whole Milk,53,1.33,4.51,11.09,5.13,0.84,3.84,0.41,95
11091,Coconut Milk,68,2.24,4.93,11.25,7.19,0.51,2.75,0.89,94
11092,Oat Milk,41,4.29,2.71,10.86,5.75,0.56,2.15,0.4,95
11093,2% Milk,80,6.84,1.05,9.7,2.79,0.13,6.05,0.54,106
11094,Skim Milk,44,0.58,4.85,9.58,5.22,0.45,1.69,0.47,112
11095,Soy Milk,55,2.5,2.76,10.62,6.48,0.8,3.88,0.64,124
11096,Almond Milk,55,1.39,3.24,4.34,2.18,0.3,2.35,0.61,137
11097,Skim Milk,55,3.6,1.46,8.45,8.52,0.66,3.15,0.54,90
11098,Oat Milk,48,4.36,2.32,11.33,0.74,0.7,1.85,0.47,123
11099,Skim Milk,70,6.09,2.12,4.96,9.24,0.89,7.9,0.47,93
11100,Almond Milk,66,3.19,3.74,9.58,3.73,0.26,1.65,0.71,87
11101,Cashew Milk,58,2.93,0.75,11.79,5.06,0.45,2.8,0.89,149
11102,Almond Milk,45,1.49,1.93,4.63,6.92,0.67,7.06,0.67,150
11103,Soy Milk,45,6.97,0.3,5.88,3.46,0.96,1.54,0.99,133
11104,Whole Milk,56,3.32,4.32,10.56,9.34,0.44,5.47,0.01,139
11105,Whole Milk,55,1.37,2.15,6.28,1.84,0.26,1.89,0.44,134
11106,Almond Milk,72,7.97,4.18,9.14,8.46,0.54,1.39,0.65,110
11107,Cashew Milk,42,2.66,4.15,5.44,8.74,0.82,6.98,0.7,98
11108,Whole Milk,45,2.49,2.5,10.63,5.91,0.62,6.54,0.03,137
11109,Oat Milk,54,5.31,2.41,9.38,4.82,0.74,1.64,0.06,137
11110,Skim Milk,80,5.12,0.41,7.37,6.56,0.92,7.25,0.09,86
11111,Almond Milk,68,2.45,4.81,4.06,6.16,0.14,3.69,0.15,82
11112,Soy Milk,52,2.91,4.01,1.07,1.27,0.82,3.87,0.94,107
11113,Whole Milk,41,3.23,3.97,6.54,3.97,0.82,3.62,0.09,123
11114,Soy Milk,63,2.01,2.08,10.3,7.2,0.96,3.52,0.96,98
11115,Whole Milk,78,1.31,4.14,10.97,5.05,0.11,1.91,0.8,132
11116,Skim Milk,76,6.48,4.52,1.57,3.53,0.75,5.4,0.08,89
11117,Cashew Milk,58,3.03,4.56,7.07,2.08,0.75,2.84,0.52,100
11118,Skim Milk,50,0.98,3.0,5.59,1.54,0.98,4.03,0.39,109
11119,Almond Milk,78,2.87,4.13,6.9,6.08,0.44,5.09,0.99,96
11120,Oat Milk,53,5.41,1.66,1.1,2.88,0.3,4.78,0.47,135
11121,2% Milk,75,5.32,3.22,10.75,7.29,0.58,4.84,0.59,109
11122,Coconut Milk,77,0.77,0.56,10.38,1.08,0.42,1.61,0.76,80
11123,Cashew Milk,65,0.82,2.85,6.97,1.97,0.7,7.28,0.23,105
11124,Whole Milk,57,4.22,3.07,10.68,8.75,0.84,1.79,0.09,116
11125,2% Milk,65,5.12,4.82,10.48,6.34,0.81,7.71,0.29,127
11126,Skim Milk,69,2.32,2.85,9.27,3.64,0.02,1.68,0.9,143
11127,Coconut Milk,55,7.31,0.18,11.43,9.77,0.21,2.18,0.86,109
11128,Almond Milk,64,2.16,2.99,5.57,6.85,0.5,3.68,0.58,109
11129,Whole Milk,80,4.32,4.45,8.01,4.61,0.04,5.07,0.2,146
11130,2% Milk,68,1.35,1.12,1.83,4.61,1.0,1.63,0.63,141
11131,Oat Milk,65,0.96,3.38,3.36,4.48,0.89,6.06,0.21,123
11132,2% Milk,66,2.31,1.19,5.9,5.55,0.17,7.55,0.77,132
11133,Soy Milk,71,1.97,2.92,6.41,2.71,0.5,3.69,0.91,98
11134,Skim Milk,42,6.21,2.2,3.04,8.94,0.53,6.65,0.1,124
11135,Coconut Milk,65,6.19,3.5,11.97,9.2,0.18,7.01,0.65,97
11136,2% Milk,50,0.72,0.64,8.93,2.74,0.11,1.2,0.8,145
11137,Almond Milk,74,6.68,2.32,1.98,3.47,0.71,4.16,0.92,145
11138,Whole Milk,53,7.29,1.95,5.28,9.64,0.35,7.33,0.37,131
11139,Cashew Milk,72,1.18,3.6,4.78,3.08,0.08,1.77,0.76,123
11140,Soy Milk,58,7.34,0.57,10.93,2.48,0.76,4.55,0.33,122
11141,Oat Milk,80,1.48,2.07,4.12,9.2,0.52,4.79,0.9,133
11142,Almond Milk,61,4.14,1.44,11.22,5.87,0.81,7.37,0.29,144
11143,Whole Milk,75,1.64,2.73,3.55,9.68,0.73,5.41,0.55,91
11144,Oat Milk,40,3.49,0.23,3.86,7.62,0.7,5.03,0.44,138
11145,2% Milk,66,7.06,4.95,9.65,8.97,0.91,5.96,0.41,149
11146,Skim Milk,68,6.85,3.56,9.86,3.97,0.69,7.4,0.63,97
11147,Almond Milk,62,6.33,1.23,4.38,3.54,0.29,5.28,0.35,120
11148,2% Milk,69,4.16,5.0,8.46,7.81,0.68,3.4,0.42,123
11149,Skim Milk,53,6.69,1.81,9.12,8.1,0.31,2.43,0.91,136
11150,Almond Milk,59,5.26,1.46,7.04,9.57,0.03,4.46,0.01,92
11151,2% Milk,56,2.96,0.26,2.09,8.72,0.26,1.14,0.39,122
11152,Cashew Milk,48,4.68,4.24,3.67,4.94,0.51,2.18,0.57,101
11153,Soy Milk,41,2.31,4.96,3.78,7.78,0.24,4.23,0.99,88
11154,2% Milk,50,0.86,0.58,9.88,0.75,0.07,2.15,0.43,143
11155,Whole Milk,75,1.56,0.39,4.08,4.29,0.17,7.82,0.42,96
11156,Whole Milk,48,1.21,1.35,9.87,3.29,0.96,3.64,0.05,95
11157,Coconut Milk,47,3.65,1.98,4.62,7.36,0.53,2.73,0.54,89
11158,Cashew Milk,71,6.83,3.56,5.03,7.21,0.78,2.84,0.94,129
11159,Cashew Milk,46,5.18,0.23,3.81,4.77,0.02,4.42,0.9,143
11160,Almond Milk,72,5.89,3.63,1.7,9.89,0.43,6.4,0.78,139
11161,Whole Milk,66,3.28,1.11,6.01,8.73,0.3,1.48,0.3,123
11162,Almond Milk,60,2.1,2.29,5.4,7.7,0.7,4.24,0.49,130
11163,Whole Milk,59,1.06,2.73,7.6,6.64,0.05,2.09,0.82,98
11164,Almond Milk,75,5.13,3.06,2.33,9.56,0.84,1.46,0.35,82
11165,Cashew Milk,43,2.91,3.05,4.03,0.55,0.35,2.28,0.83,96
11166,2% Milk,55,2.98,2.33,8.38,7.84,0.09,7.23,0.43,103
11167,Oat Milk,51,6.24,1.6,4.74,5.17,0.82,7.25,0.39,144
11168,2% Milk,54,5.12,2.06,9.77,8.46,0.72,2.0,0.47,147
11169,Almond Milk,57,5.92,2.14,10.27,6.37,0.28,7.6,0.67,140
11170,Oat Milk,66,5.14,1.16,2.1,3.59,0.81,6.23,0.38,93
11171,Almond Milk,72,2.01,2.58,11.25,9.42,0.17,3.85,0.59,99
11172,Coconut Milk,64,6.36,2.35,10.81,3.93,0.24,2.72,0.99,98
11173,Almond Milk,42,7.37,2.59,5.18,3.47,0.12,1.96,0.2,112
11174,Whole Milk,60,6.59,2.4,6.9,8.32,0.93,5.76,0.77,136
11175,Almond Milk,60,3.95,4.41,6.43,4.49,0.23,3.4,0.32,131
11176,Whole Milk,73,7.79,0.71,9.22,8.76,0.95,4.05,0.9,116
11177,2% Milk,60,6.48,1.13,4.25,2.2,0.02,1.02,0.24,149
11178,Whole Milk,55,4.71,3.1,8.26,7.96,0.21,2.75,0.44,80
11179,Soy Milk,44,0.74,3.27,8.91,0.6,0.3,3.34,0.82,94
11180,Coconut Milk,61,7.88,3.15,8.58,7.74,0.48,7.36,0.83,149
11181,Skim Milk,73,0.89,2.82,3.23,9.61,0.66,6.63,0.25,117
11182,Soy Milk,76,2.0,0.32,6.67,2.3,0.86,4.45,0.49,139
11183,Whole Milk,66,6.25,3.23,4.32,5.31,0.83,5.7,0.9,93
11184,Skim Milk,61,3.93,4.25,3.95,4.76,0.43,2.78,0.07,103
11185,Coconut Milk,78,2.71,0.98,11.14,7.9,0.51,3.7,0.85,121
11186,2% Milk,65,3.24,2.97,2.31,0.97,0.88,4.72,0.61,82
11187,Whole Milk,46,2.16,2.22,11.67,3.59,0.45,7.22,0.99,131
11188,Coconut Milk,47,1.76,2.34,6.63,9.16,0.41,5.07,0.55,148
11189,Oat Milk,75,5.45,3.66,7.43,3.45,0.59,7.7,0.21,125
11190,Whole Milk,69,1.05,1.66,3.18,0.84,0.56,7.98,0.42,106
11191,Oat Milk,76,7.55,3.02,2.92,7.21,0.18,3.54,0.65,82
11192,Whole Milk,73,2.3,4.61,6.69,2.39,0.84,4.07,0.59,139
11193,Almond Milk,70,7.64,4.08,7.53,5.0,0.67,3.31,0.26,116
11194,Oat Milk,54,1.89,3.48,3.16,2.71,0.19,4.64,0.43,116
11195,Almond Milk,71,4.62,3.0,2.52,2.87,0.84,6.26,0.19,97
11196,Oat Milk,74,1.28,2.29,7.92,6.52,0.31,3.42,0.15,90
11197,2% Milk,53,6.25,3.44,7.39,9.15,0.14,2.0,0.56,99
11198,Cashew Milk,61,1.94,1.49,11.02,7.97,0.05,3.98,0.57,103
11199,Oat Milk,48,4.03,0.61,8.39,9.21,0.96,6.6,0.97,112
11200,Whole Milk,46,4.93,3.68,3.05,9.95,0.88,4.02,0.08,107
11201,Almond Milk,64,5.75,4.04,11.91,4.2,0.49,7.67,0.39,112
11202,Almond Milk,63,6.29,1.2,3.99,2.32,0.47,7.88,0.39,120
11203,Whole Milk,72,4.02,2.17,6.17,8.24,0.09,5.32,0.38,97
11204,Oat Milk,56,0.5,0.64,5.86,5.16,0.02,6.13,0.63,142
11205,Almond Milk,75,2.38,3.13,9.86,7.5,0.9,5.99,0.62,116
11206,Soy Milk,78,5.6,2.61,9.36,9.86,0.49,1.4,0.84,150
11207,Cashew Milk,52,7.2,3.89,5.75,9.3,0.52,3.34,0.76,131
11208,Soy Milk,74,7.64,4.34,4.03,5.77,1.0,7.66,0.46,118
11209,Whole Milk,57,1.06,0.41,1.36,2.81,0.67,5.42,0.94,104
11210,Soy Milk,69,1.36,4.11,6.74,1.09,0.25,5.65,0.32,87
11211,Skim Milk,55,2.77,4.51,6.32,3.53,0.07,5.63,0.62,92
11212,2% Milk,53,7.86,1.7,7.09,8.68,0.7,5.34,0.19,118
11213,Soy Milk,80,1.23,4.32,8.85,8.17,0.62,2.52,0.76,127
11214,2% Milk,76,1.65,1.18,1.27,2.62,0.45,6.03,0.32,95
11215,2% Milk,79,1.95,1.3,3.72,9.68,0.23,5.0,0.42,80
11216,Soy Milk,61,3.58,1.4,4.18,6.88,0.58,7.0,0.89,91
11217,Whole Milk,45,4.51,1.16,5.35,9.6,0.71,6.99,0.36,82
11218,Whole Milk,72,6.59,3.23,9.53,6.13,0.0,1.96,0.01,122
11219,Oat Milk,79,1.25,1.67,5.8,3.61,0.99,1.12,0.79,126
11220,2% Milk,47,6.09,2.1,7.2,0.71,0.27,5.77,0.45,89
11221,Cashew Milk,59,4.68,4.24,7.41,3.62,0.74,5.46,0.35,89
11222,Skim Milk,45,4.05,0.91,9.88,3.88,0.32,7.19,0.56,149
11223,Soy Milk,75,5.88,4.26,10.84,3.29,0.2,6.34,1.0,108
11224,Skim Milk,48,0.93,0.73,2.58,1.12,0.31,7.12,0.53,139
11225,Cashew Milk,56,4.17,4.6,10.07,7.36,0.12,1.15,0.17,122
11226,Soy Milk,60,1.69,3.1,11.69,8.7,0.7,1.86,0.36,130
11227,Cashew Milk,75,1.41,0.44,2.37,5.99,0.4,4.81,0.29,111
11228,Soy Milk,77,3.16,1.13,9.36,1.71,0.62,5.19,0.63,118
11229,Whole Milk,71,3.48,3.84,11.78,7.58,0.02,3.36,0.55,100
