Id,Product Name,Energy (kcal),Fat Level (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
15483,Almond Milk,65,5.23,0.94,1.69,2.6,0.29,3.77,0.81,149
15484,Soy Milk,50,6.87,1.53,6.06,9.76,0.26,4.38,0.39,121
15485,Whole Milk,60,3.25,4.62,7.97,2.39,0.95,7.17,0.52,116
15486,2% Milk,80,1.4,1.48,3.99,4.35,0.43,1.17,0.16,83
15487,Coconut Milk,52,0.57,2.14,9.07,9.93,1.0,3.9,0.08,112
15488,Skim Milk,42,5.3,3.13,3.91,7.74,0.15,1.68,0.48,145
15489,Almond Milk,72,1.45,4.53,11.98,1.37,0.29,7.58,0.64,122
15490,2% Milk,73,4.69,1.1,3.11,4.62,0.81,6.15,0.96,84
15491,2% Milk,48,7.17,4.47,3.97,5.44,0.38,7.77,0.15,139
15492,Whole Milk,45,5.76,2.91,9.9,0.58,0.12,6.33,0.69,91
15493,Oat Milk,54,2.03,4.83,7.59,8.34,0.06,2.96,0.17,114
15494,2% Milk,80,2.75,3.93,2.61,9.65,0.72,3.6,0.99,132
15495,Almond Milk,77,1.95,1.05,9.79,9.1,0.57,6.43,0.95,145
15496,Soy Milk,47,1.32,1.05,8.28,9.45,0.88,5.87,0.22,136
15497,Skim Milk,63,4.03,1.49,3.96,3.69,0.97,2.45,0.67,113
15498,Skim Milk,79,3.83,1.98,9.49,1.46,0.36,1.18,0.48,86
15499,Almond Milk,75,3.25,1.74,11.79,5.55,0.26,5.28,0.76,137
15500,Coconut Milk,64,5.23,2.08,9.11,7.59,0.02,7.56,0.05,107
15501,Whole Milk,41,4.11,1.5,9.97,6.0,0.04,6.7,0.97,99
15502,2% Milk,56,4.23,4.04,6.16,8.17,0.22,4.31,0.54,121
15503,Coconut Milk,54,4.26,2.94,6.48,1.02,0.61,1.82,0.55,86
15504,Cashew Milk,68,5.46,3.97,1.53,3.58,0.49,1.17,0.27,115
15505,2% Milk,58,7.13,1.66,10.21,7.22,0.17,4.21,0.64,147
15506,2% Milk,67,3.0,4.19,3.63,7.48,0.06,7.38,0.5,134
15507,Oat Milk,48,5.82,3.61,2.99,0.69,0.65,7.81,0.5,118
15508,Coconut Milk,53,5.77,2.73,1.5,2.95,0.65,2.8,0.2,104
15509,Whole Milk,75,2.7,4.79,7.07,5.02,0.68,5.57,0.69,86
15510,2% Milk,78,5.57,0.69,4.19,3.53,0.32,1.49,0.22,136
15511,Whole Milk,74,7.72,0.42,3.74,0.52,0.75,6.26,0.18,105
15512,Cashew Milk,78,0.59,0.83,1.03,6.31,0.28,4.72,0.92,121
15513,2% Milk,56,7.85,4.64,6.66,9.96,0.6,3.32,0.16,94
15514,Soy Milk,50,3.32,0.48,3.98,6.62,0.74,7.48,0.92,100
15515,Whole Milk,60,5.26,1.06,5.6,2.94,0.93,5.24,0.9,149
15516,Almond Milk,55,2.31,2.06,3.67,0.71,0.19,1.97,0.21,131
15517,Soy Milk,70,3.8,1.11,3.66,9.5,0.43,6.96,0.47,98
15518,Oat Milk,69,1.6,0.21,1.69,5.05,0.79,6.59,0.15,129
15519,Skim Milk,69,2.59,2.65,9.6,9.54,0.35,1.41,0.63,134
15520,Oat Milk,53,5.42,1.62,9.29,1.97,0.03,3.26,0.84,106
15521,Coconut Milk,55,5.07,0.5,6.88,0.69,0.27,2.44,0.64,147
15522,Coconut Milk,47,3.5,0.49,1.85,5.3,0.63,3.5,0.57,141
15523,Soy Milk,75,2.32,3.06,9.37,3.07,0.23,2.7,0.96,136
15524,Oat Milk,71,4.35,1.91,7.52,4.59,0.78,4.41,0.69,110
15525,Coconut Milk,78,3.35,2.15,5.31,3.58,0.82,3.71,0.97,81
15526,Cashew Milk,48,3.19,3.64,11.48,2.43,0.16,2.12,0.49,118
15527,2% Milk,54,7.38,3.59,11.86,3.46,0.59,1.5,0.2,149
15528,Whole Milk,56,2.92,3.81,3.16,2.24,0.92,6.96,0.89,89
15529,Skim Milk,64,4.3,0.63,11.96,6.92,0.63,3.69,0.7,83
15530,Cashew Milk,41,4.23,3.93,3.38,9.81,0.45,6.07,0.42,97
15531,Skim Milk,40,5.72,0.5,3.59,7.06,0.31,4.17,0.7,101
15532,2% Milk,67,1.41,2.58,4.11,9.02,0.83,6.26,0.78,129
15533,Almond Milk,80,1.14,4.53,2.5,5.73,0.12,5.45,0.61,148
15534,Coconut Milk,58,4.88,3.4,11.74,4.3,0.21,4.29,0.38,94
15535,Whole Milk,67,7.21,3.52,7.75,9.44,0.97,2.92,0.98,105
15536,Soy Milk,44,7.5,0.5,11.04,6.79,0.13,2.52,0.09,100
15537,Cashew Milk,75,2.09,3.55,10.7,6.24,0.76,1.45,0.1,83
15538,Whole Milk,53,7.96,3.19,6.02,0.66,0.7,2.32,0.86,104
15539,Oat Milk,53,6.59,4.96,2.24,2.14,0.03,1.13,0.03,121
15540,Whole Milk,57,4.68,3.4,10.26,9.12,0.25,3.61,0.09,87
15541,Oat Milk,75,2.62,3.19,4.76,8.51,0.35,6.34,0.33,121
15542,Soy Milk,47,3.95,2.79,6.15,5.32,0.97,7.83,0.69,85
15543,Whole Milk,68,0.87,4.57,4.9,8.23,0.47,7.42,0.07,113
15544,Almond Milk,74,3.87,3.21,8.19,9.89,0.22,1.29,0.67,106
15545,Cashew Milk,75,3.71,1.22,10.94,7.52,0.11,4.19,0.65,89
15546,Soy Milk,71,1.33,1.22,7.26,8.11,0.78,1.33,0.5,100
15547,2% Milk,58,5.33,2.09,7.15,2.32,0.53,5.35,0.87,102
15548,Almond Milk,56,4.6,4.18,7.73,8.43,0.53,2.41,0.93,142
15549,2% Milk,56,7.37,4.82,4.13,5.5,0.86,2.23,0.22,124
15550,Oat Milk,72,2.75,4.93,7.33,5.84,0.29,2.36,0.27,135
15551,Soy Milk,49,1.2,0.3,5.63,0.7,0.99,2.43,0.08,118
15552,Oat Milk,58,1.74,4.37,11.47,4.35,0.1,6.83,0.05,134
15553,2% Milk,79,2.41,3.81,10.37,9.77,0.87,2.21,0.54,120
15554,Almond Milk,50,4.93,0.13,2.17,1.01,0.48,3.75,0.1,84
15555,2% Milk,75,1.37,1.4,2.49,6.93,0.2,3.34,0.22,118
15556,Cashew Milk,52,5.85,2.44,2.58,7.36,0.81,3.07,0.11,121
15557,Almond Milk,46,3.83,4.37,4.88,7.96,0.07,6.42,0.23,126
15558,Cashew Milk,64,5.59,2.88,1.84,6.27,0.87,5.15,0.22,139
15559,Cashew Milk,40,3.47,4.56,4.51,3.3,0.28,5.55,0.04,128
15560,2% Milk,70,4.03,1.63,7.38,5.24,0.33,2.11,0.51,80
15561,Cashew Milk,65,1.94,2.67,4.19,8.28,0.06,2.94,0.36,90
15562,Cashew Milk,79,6.21,4.37,11.57,4.74,0.04,1.45,0.01,88
15563,Oat Milk,73,7.36,0.22,3.89,2.03,0.81,3.0,0.11,108
15564,Almond Milk,55,6.61,0.29,2.09,5.38,0.03,1.39,0.7,126
15565,Coconut Milk,73,1.96,1.68,6.64,3.09,0.68,1.09,0.23,121
15566,Whole Milk,41,0.89,2.81,9.69,6.4,0.9,1.68,0.6,82
15567,Cashew Milk,43,6.08,3.81,4.95,8.55,0.2,6.01,0.07,107
15568,2% Milk,50,3.92,4.13,3.24,5.03,0.82,5.83,0.39,85
15569,Skim Milk,58,2.44,3.56,5.72,2.58,0.36,3.18,0.58,140
15570,Almond Milk,52,7.26,0.9,2.14,4.19,0.61,5.07,0.04,121
15571,Soy Milk,71,1.94,1.63,2.48,1.85,0.55,4.9,0.1,109
15572,Cashew Milk,71,6.88,1.24,8.21,0.82,0.29,3.65,0.26,108
15573,Coconut Milk,59,7.86,3.53,2.69,7.98,0.94,4.59,0.67,85
15574,2% Milk,54,4.61,4.9,3.89,2.6,0.44,5.22,0.82,128
15575,Almond Milk,46,4.57,0.69,5.91,4.34,0.15,2.93,0.27,125
15576,Coconut Milk,40,1.23,3.55,10.81,5.83,0.51,7.92,0.18,133
15577,Coconut Milk,80,0.51,3.5,1.51,6.94,0.96,3.13,0.12,144
15578,Coconut Milk,49,1.88,5.0,10.13,6.99,0.53,1.32,0.55,111
15579,2% Milk,74,2.16,2.47,6.12,9.46,0.59,4.89,0.66,144
15580,Oat Milk,42,4.76,4.4,1.76,2.71,0.71,4.28,0.4,87
15581,Oat Milk,71,4.88,0.61,3.99,8.09,0.32,6.59,0.57,80
15582,Skim Milk,47,3.38,3.61,10.9,9.94,0.55,6.56,0.01,135
15583,2% Milk,42,1.74,0.67,9.54,3.18,0.39,3.16,0.56,93
15584,Soy Milk,59,2.6,2.49,6.64,3.94,0.51,6.24,0.1,141
15585,Soy Milk,77,7.17,3.71,10.46,6.59,0.33,3.07,0.45,140
15586,Oat Milk,57,5.34,3.64,6.17,3.01,0.24,4.87,0.13,82
15587,Cashew Milk,61,7.03,2.87,1.33,5.24,0.02,2.37,0.98,113
15588,Oat Milk,45,1.95,4.96,8.49,3.57,0.82,7.77,0.61,108
15589,2% Milk,76,4.81,0.54,4.98,9.35,0.28,4.67,0.59,139
15590,Skim Milk,57,6.16,1.96,4.24,4.54,0.63,5.96,0.27,103
15591,Cashew Milk,78,6.73,2.87,7.64,1.25,0.34,3.64,0.63,107
15592,Almond Milk,76,6.38,4.45,6.15,0.87,0.51,6.31,0.4,131
15593,Soy Milk,66,3.97,2.43,7.29,2.51,0.3,1.95,0.66,81
15594,Cashew Milk,58,2.97,2.5,10.85,4.39,0.54,7.34,0.43,116
15595,Whole Milk,40,7.56,1.73,4.96,9.38,0.14,4.27,0.22,90
15596,Oat Milk,46,5.72,1.76,3.16,1.78,0.85,5.26,0.62,88
15597,Soy Milk,78,0.59,3.39,8.69,4.45,0.23,4.17,0.3,121
15598,Cashew Milk,54,3.88,3.47,1.15,4.23,0.1,5.97,0.02,146
15599,Almond Milk,42,4.32,0.62,5.26,8.97,0.84,6.7,0.08,109
15600,Almond Milk,58,2.81,2.04,9.9,6.91,0.65,2.52,0.77,98
15601,2% Milk,71,7.79,4.51,11.54,6.67,0.34,2.05,0.99,137
15602,Soy Milk,49,2.23,2.43,4.44,8.15,0.76,7.05,0.92,132
15603,Oat Milk,79,3.38,0.34,3.16,1.14,0.75,4.15,0.25,102
15604,2% Milk,51,2.36,0.5,11.56,3.68,0.53,5.2,0.99,139
15605,Soy Milk,62,5.77,3.84,10.0,8.39,0.69,6.3,0.59,83
15606,Skim Milk,70,3.21,4.71,3.07,4.97,0.42,3.74,0.58,110
15607,Soy Milk,57,1.86,3.74,9.46,6.0,0.5,3.7,0.88,148
15608,Skim Milk,57,3.84,0.83,8.61,6.75,0.39,3.14,0.72,116
15609,2% Milk,61,6.48,0.77,8.18,4.99,0.12,5.18,0.16,118
15610,Cashew Milk,75,7.87,0.93,8.02,7.25,0.39,2.87,0.23,111
15611,Cashew Milk,56,5.58,4.09,9.92,8.35,0.55,5.03,0.97,93
15612,Coconut Milk,57,4.34,3.33,11.98,6.32,0.52,3.26,0.48,103
15613,Almond Milk,54,3.69,2.21,10.84,0.56,0.14,7.95,0.9,140
15614,Almond Milk,56,3.09,4.02,2.18,1.91,0.37,7.35,0.91,123
15615,Soy Milk,47,6.98,3.86,7.69,8.75,0.68,2.37,0.23,128
15616,Soy Milk,57,0.56,3.98,11.87,5.41,0.05,2.87,0.39,128
15617,Skim Milk,72,7.77,3.68,7.06,3.32,0.03,3.09,0.77,108
15618,Cashew Milk,48,7.61,3.74,3.61,8.21,0.43,1.8,0.93,127
15619,Coconut Milk,43,2.34,3.9,8.16,9.81,0.46,4.72,0.16,117
15620,Coconut Milk,69,1.98,1.47,8.89,3.44,0.51,1.81,0.62,113
15621,Cashew Milk,75,2.6,0.99,9.61,0.61,0.13,2.92,0.29,115
15622,2% Milk,64,1.07,3.27,7.31,2.81,0.05,6.91,0.51,115
15623,Skim Milk,43,1.68,4.36,7.85,8.21,0.73,7.95,0.49,143
15624,Almond Milk,69,0.8,4.82,8.03,9.37,0.24,3.89,0.48,110
15625,Whole Milk,52,3.29,1.98,5.37,7.6,0.01,3.66,0.02,112
15626,Coconut Milk,79,0.68,3.43,10.75,5.42,0.99,5.68,0.82,111
15627,Almond Milk,57,4.01,1.28,8.18,5.06,0.15,2.81,0.65,95
15628,2% Milk,57,2.87,4.73,9.14,7.61,0.63,3.13,0.43,107
15629,Soy Milk,62,7.54,4.95,3.73,8.06,0.32,3.17,0.18,121
15630,2% Milk,73,4.57,4.13,7.42,6.56,0.2,5.76,0.55,147
15631,Cashew Milk,77,2.27,4.31,9.55,2.1,0.22,3.56,0.15,144
15632,Soy Milk,46,7.54,2.85,5.57,9.56,0.55,1.62,0.89,143
15633,2% Milk,51,2.16,3.42,8.05,8.81,0.46,6.88,0.96,101
15634,Almond Milk,45,1.15,2.89,6.33,5.28,0.51,4.0,0.71,129
15635,2% Milk,79,2.59,3.99,3.32,1.72,0.67,2.7,0.07,89
15636,Oat Milk,74,5.64,0.2,9.54,7.21,0.18,5.3,0.21,89
15637,Almond Milk,43,5.53,3.63,7.26,7.01,0.21,1.07,0.72,114
15638,Cashew Milk,80,2.03,1.33,11.01,6.57,0.38,7.03,0.86,126
15639,Oat Milk,67,5.42,2.57,3.35,2.59,0.64,3.4,0.6,135
15640,Soy Milk,56,1.99,0.96,1.72,6.69,0.96,2.07,0.95,108
15641,2% Milk,62,4.7,0.26,3.36,8.39,0.21,7.98,0.35,99
15642,Whole Milk,57,6.25,2.45,11.92,2.94,0.13,1.79,0.71,108
15643,Soy Milk,68,7.22,3.55,4.37,8.32,0.11,1.53,0.54,145
15644,Cashew Milk,59,7.32,3.18,10.87,9.34,0.95,5.64,0.12,102
15645,Skim Milk,76,5.03,0.69,2.71,1.35,0.6,3.2,0.52,107
15646,Almond Milk,41,0.97,2.99,4.03,6.3,0.81,4.77,0.51,140
15647,Cashew Milk,66,4.35,3.29,10.24,5.95,0.2,7.15,0.53,85
15648,Cashew Milk,74,5.95,0.62,5.74,4.61,0.93,4.37,0.67,99
15649,Cashew Milk,47,7.69,1.88,11.04,2.63,0.84,1.85,0.33,137
15650,Soy Milk,40,3.26,3.18,8.24,3.77,0.01,4.17,0.16,101
15651,Oat Milk,57,1.1,0.32,6.85,5.79,0.09,3.89,0.54,130
15652,Cashew Milk,59,2.09,2.85,3.32,9.28,0.17,5.98,0.37,89
15653,Skim Milk,64,2.55,4.48,3.56,6.07,0.56,2.12,0.0,142
15654,Coconut Milk,57,4.79,3.6,5.76,3.71,0.92,1.25,0.38,117
15655,Coconut Milk,44,4.6,2.53,4.96,7.24,0.8,3.1,0.35,106
15656,Soy Milk,52,2.76,4.91,8.17,9.22,0.13,1.96,0.2,135
15657,2% Milk,43,3.16,2.72,9.06,7.5,0.1,2.16,0.06,136
15658,Soy Milk,50,7.88,2.17,2.99,2.29,0.04,3.15,0.4,119
15659,Oat Milk,42,5.15,3.71,11.97,1.03,0.92,6.82,0.81,92
15660,Almond Milk,43,5.42,3.34,2.08,6.37,0.67,5.79,0.39,117
15661,2% Milk,77,7.03,3.14,5.74,9.94,0.49,2.25,0.18,108
15662,2% Milk,56,3.53,4.21,11.67,1.01,0.87,4.46,0.43,125
15663,Coconut Milk,67,6.51,4.65,7.38,1.2,0.51,5.45,0.88,132
15664,2% Milk,46,6.89,0.2,3.21,9.44,0.99,5.81,0.43,87
15665,Coconut Milk,68,1.5,2.81,11.72,8.67,0.7,2.64,0.62,117
15666,Whole Milk,56,3.87,3.16,11.9,4.64,0.15,6.59,0.17,138
15667,Almond Milk,54,2.95,3.02,10.7,7.8,0.56,1.76,0.46,85
15668,Oat Milk,48,7.36,2.32,11.82,5.54,0.74,3.95,0.58,84
15669,Cashew Milk,73,1.48,1.37,8.64,9.27,0.85,7.37,0.27,123
15670,Soy Milk,65,6.81,3.14,10.23,5.82,0.79,4.96,0.98,98
15671,Soy Milk,76,4.23,3.82,9.0,7.15,0.78,5.72,0.52,89
15672,Skim Milk,57,3.85,0.21,4.2,4.04,0.86,6.74,0.77,96
15673,Oat Milk,44,6.47,3.49,1.88,9.29,0.39,7.08,0.86,101
15674,Oat Milk,65,6.53,2.0,1.9,2.61,0.95,3.02,0.76,105
15675,Skim Milk,58,3.36,3.03,5.39,0.84,0.35,6.01,0.25,115
15676,Skim Milk,58,7.64,0.75,1.37,2.29,0.21,7.96,0.63,87
15677,Almond Milk,46,2.23,2.43,4.51,2.44,0.64,6.22,0.22,84
15678,Skim Milk,50,6.22,0.2,1.79,3.5,0.51,4.16,0.05,124
15679,Coconut Milk,58,6.45,3.45,3.35,9.99,0.32,7.43,0.24,124
15680,2% Milk,41,4.46,0.69,7.88,5.73,0.37,3.28,0.11,105
15681,Almond Milk,80,7.93,1.76,4.38,7.54,0.64,6.13,0.2,120
15682,Almond Milk,43,6.74,4.86,3.28,8.86,0.06,3.43,0.62,148
15683,Oat Milk,61,5.89,1.39,3.81,6.39,0.89,1.36,0.35,124
15684,Coconut Milk,59,5.98,3.06,4.68,5.89,0.06,1.03,0.62,138
15685,Skim Milk,64,0.79,4.75,11.45,4.28,0.87,6.95,0.85,130
15686,Soy Milk,65,3.89,4.62,10.9,6.35,0.08,4.03,0.15,138
15687,Soy Milk,69,4.05,0.97,10.01,5.69,0.91,5.14,0.36,115
15688,Coconut Milk,55,1.87,1.61,8.01,7.48,0.4,5.24,0.93,85
15689,Oat Milk,55,1.86,1.27,5.69,6.7,0.03,4.98,0.82,126
15690,2% Milk,69,1.51,1.61,5.78,0.65,0.42,4.64,0.87,105
15691,Cashew Milk,56,4.44,1.48,9.44,5.15,0.8,6.66,0.05,150
15692,Coconut Milk,57,7.02,1.2,10.52,0.76,0.34,3.23,0.86,114
15693,Oat Milk,68,7.27,3.62,8.76,5.16,0.58,3.55,0.13,80
15694,Cashew Milk,43,3.79,2.94,11.33,4.69,0.69,3.21,0.6,95
15695,Almond Milk,51,4.9,0.28,5.2,6.96,0.97,1.9,0.83,107
15696,2% Milk,65,0.5,0.89,9.99,2.02,0.3,3.43,0.37,108
15697,2% Milk,69,2.85,4.01,3.77,3.02,0.38,2.13,0.45,95
15698,Whole Milk,47,5.57,4.23,2.05,9.75,0.58,4.21,0.04,126
15699,Skim Milk,52,2.07,4.11,6.5,5.79,0.29,2.01,0.84,145
15700,Coconut Milk,61,2.47,0.34,9.24,9.32,0.89,3.02,0.78,136
15701,Whole Milk,53,1.24,1.7,1.22,6.47,0.15,3.97,0.87,97
15702,2% Milk,49,2.88,3.98,4.49,3.69,0.41,7.75,0.1,143
15703,Coconut Milk,51,3.4,2.74,2.34,5.43,0.22,4.54,0.93,149
15704,Soy Milk,60,6.28,4.8,5.93,4.09,0.3,6.49,0.56,80
15705,Soy Milk,45,2.7,4.41,4.44,1.83,0.1,4.14,0.57,104
15706,2% Milk,53,4.77,3.01,2.04,7.62,0.59,2.2,0.31,90
15707,Cashew Milk,55,1.01,3.47,11.94,6.45,0.32,1.67,0.07,98
15708,Whole Milk,75,3.78,0.4,11.24,8.26,0.93,3.83,0.33,121
15709,Coconut Milk,74,4.73,0.85,6.39,4.21,0.93,4.9,0.96,88
15710,Soy Milk,63,1.55,4.15,1.78,9.53,0.35,2.45,0.76,92
15711,Cashew Milk,64,5.35,0.56,11.35,5.53,0.53,7.85,0.54,131
15712,Oat Milk,56,7.59,0.12,3.18,9.58,0.87,3.02,0.33,150
15713,2% Milk,71,2.89,3.36,3.84,4.78,0.58,4.72,0.45,136
15714,2% Milk,45,5.41,2.51,4.41,3.84,0.43,7.54,0.1,138
15715,Soy Milk,46,7.9,3.1,6.37,4.97,0.63,4.54,0.14,106
15716,Whole Milk,54,1.29,2.13,8.05,2.71,0.47,5.2,0.39,103
15717,Whole Milk,42,4.41,2.91,5.15,9.98,0.65,4.08,0.84,110
15718,Soy Milk,71,7.89,4.99,9.95,7.56,0.62,5.77,0.77,132
15719,Whole Milk,65,5.32,1.79,10.31,0.54,0.18,7.33,0.05,95
15720,Soy Milk,73,2.03,1.34,7.12,4.26,0.83,3.5,0.53,130
15721,Cashew Milk,42,2.02,4.79,4.82,0.9,0.14,3.94,0.05,86
15722,Almond Milk,48,0.69,0.16,3.62,3.28,0.49,7.09,0.81,98
15723,Soy Milk,59,1.25,3.22,11.9,6.79,0.73,1.34,0.47,94
15724,Soy Milk,44,7.89,4.9,9.25,2.11,0.21,6.31,0.99,86
15725,Oat Milk,45,4.25,1.5,3.63,5.35,0.34,1.41,0.53,118
15726,Whole Milk,40,6.99,2.88,5.08,9.45,0.38,2.66,0.87,124
15727,2% Milk,66,3.73,1.22,9.6,9.43,0.27,5.8,0.16,121
15728,2% Milk,80,2.14,0.7,8.4,3.09,0.7,5.68,0.83,137
15729,Oat Milk,52,1.74,4.03,2.13,9.15,0.48,7.8,0.44,90
15730,Skim Milk,61,7.04,1.52,11.1,6.01,0.86,4.1,0.93,106
15731,2% Milk,62,0.55,3.73,11.16,3.06,0.21,7.94,0.62,110
15732,Whole Milk,80,3.66,2.31,7.42,1.16,0.02,4.88,0.27,133
15733,Whole Milk,79,6.69,3.53,6.26,2.31,0.6,2.82,0.05,107
15734,Coconut Milk,66,1.75,0.98,4.31,0.79,0.38,7.17,0.33,83
15735,Coconut Milk,49,6.87,4.0,11.29,5.53,0.94,4.13,0.17,108
15736,Almond Milk,71,4.96,4.78,5.92,6.76,0.85,6.02,0.13,132
15737,Soy Milk,46,5.53,4.95,1.72,3.23,0.56,1.08,0.96,96
15738,Cashew Milk,45,3.47,1.96,11.51,6.89,0.56,4.05,0.33,122
15739,Cashew Milk,75,1.75,2.36,11.23,4.32,0.88,4.21,0.6,132
15740,Almond Milk,43,5.43,2.98,8.85,8.03,0.7,3.63,0.08,111
15741,Oat Milk,58,4.47,1.73,1.83,2.27,0.82,7.83,0.17,96
15742,Soy Milk,65,2.99,2.82,4.4,6.68,0.56,2.66,0.55,125
15743,Whole Milk,48,2.52,1.98,11.24,4.95,0.28,1.97,0.46,109
15744,Cashew Milk,51,7.38,3.31,8.24,0.6,0.11,1.99,0.93,132
15745,2% Milk,42,3.29,2.55,2.6,6.59,0.16,2.27,0.31,147
15746,2% Milk,73,5.72,1.03,8.43,5.73,0.68,5.09,0.01,104
15747,Skim Milk,66,2.33,0.74,10.13,9.83,0.56,7.03,0.85,136
15748,Oat Milk,76,0.98,3.53,11.99,8.5,0.66,4.34,0.79,112
15749,Soy Milk,48,3.01,2.91,7.14,2.45,0.89,2.49,0.43,134
15750,Almond Milk,71,5.44,0.54,6.8,7.83,0.32,5.97,0.51,147
15751,Whole Milk,55,2.4,2.28,2.73,6.57,0.23,2.07,0.9,117
15752,Oat Milk,48,1.23,3.65,5.57,4.42,0.67,3.25,0.1,126
15753,Skim Milk,72,3.25,3.22,2.58,6.46,0.76,7.43,0.2,139
15754,Coconut Milk,57,5.26,4.67,1.83,6.95,0.91,7.7,0.95,92
15755,Cashew Milk,79,4.36,4.98,6.25,1.57,0.65,7.5,0.38,116
15756,Whole Milk,56,2.79,4.68,4.21,5.68,0.15,2.05,0.26,82
15757,Oat Milk,49,1.64,1.67,1.99,0.73,0.96,4.92,0.5,134
15758,Coconut Milk,44,6.34,4.36,1.06,8.42,0.63,7.93,0.19,142
15759,2% Milk,43,0.9,1.3,7.11,5.34,0.72,4.76,0.01,135
15760,2% Milk,46,3.2,4.53,1.52,4.0,0.96,7.27,0.14,102
15761,Cashew Milk,55,6.48,4.64,11.26,4.62,0.79,2.5,0.47,124
15762,Cashew Milk,42,4.74,3.06,6.23,6.33,0.11,3.64,0.93,98
15763,Soy Milk,67,1.95,0.23,1.18,3.0,0.85,3.16,0.0,116
15764,2% Milk,67,2.55,4.83,10.22,1.72,0.77,5.89,0.82,113
15765,Almond Milk,62,5.24,4.71,6.53,8.47,0.81,1.06,0.8,101
15766,2% Milk,44,4.15,3.81,11.48,7.45,0.38,6.09,0.65,104
15767,2% Milk,72,1.09,4.81,8.87,2.27,0.42,3.92,0.19,118
15768,Oat Milk,53,6.97,3.97,6.63,9.1,0.2,7.68,0.62,110
15769,2% Milk,46,4.24,4.09,7.67,8.5,0.37,1.01,0.61,87
15770,Soy Milk,76,0.53,0.29,9.2,1.06,0.48,6.63,0.96,122
15771,Almond Milk,74,1.78,3.86,10.43,1.41,0.7,5.73,0.72,101
15772,Whole Milk,43,3.98,4.74,3.94,3.66,0.59,7.07,0.42,83
15773,Soy Milk,55,3.61,2.99,7.6,4.67,0.33,1.37,0.62,83
15774,2% Milk,66,3.3,0.53,5.08,9.44,0.43,3.85,0.48,144
15775,2% Milk,43,4.68,1.89,10.88,6.4,0.87,1.57,0.61,100
15776,Soy Milk,49,0.98,4.56,1.69,0.63,0.01,5.48,0.39,118
15777,Skim Milk,68,4.22,4.19,3.14,3.22,0.48,5.73,0.87,119
15778,Cashew Milk,79,5.15,0.85,11.2,7.86,0.1,1.48,0.7,106
15779,Almond Milk,61,6.97,0.68,1.96,1.56,0.94,7.07,0.54,122
15780,Coconut Milk,48,2.34,2.43,4.57,6.1,0.77,5.0,0.64,101
15781,Oat Milk,51,0.83,2.72,9.01,7.25,0.16,4.56,0.84,80
15782,Soy Milk,72,1.69,1.51,6.95,4.95,0.51,6.11,0.53,149
15783,Coconut Milk,54,2.77,0.47,4.56,1.68,0.69,5.21,0.44,88
15784,Whole Milk,57,3.92,1.3,3.25,8.37,0.29,6.36,0.79,130
15785,Coconut Milk,67,4.2,2.67,1.2,9.14,0.98,2.13,0.65,143
15786,Oat Milk,51,6.69,3.09,10.84,4.14,0.09,4.44,0.21,106
15787,2% Milk,46,6.63,2.41,4.14,9.47,0.73,1.47,0.99,109
15788,Almond Milk,56,7.75,2.1,7.22,1.41,0.23,7.39,0.98,98
15789,Oat Milk,54,0.89,1.9,9.8,1.38,0.35,4.1,0.72,108
15790,Coconut Milk,48,3.33,2.86,5.54,3.33,0.69,2.87,0.59,138
15791,Oat Milk,79,7.45,3.87,9.41,2.61,0.86,6.24,0.95,101
15792,Whole Milk,58,7.35,3.2,5.5,4.13,0.47,5.46,0.22,95
15793,Cashew Milk,48,6.97,0.2,4.24,7.2,0.06,5.06,0.44,112
15794,Skim Milk,76,4.45,3.63,2.87,8.8,0.44,5.22,0.51,140
15795,Cashew Milk,73,7.9,2.04,4.87,5.71,0.89,4.83,0.32,138
15796,Oat Milk,43,2.63,1.4,10.94,6.61,0.53,7.54,0.8,87
15797,Coconut Milk,41,7.74,3.57,6.87,7.25,0.63,1.6,0.97,85
15798,Soy Milk,52,5.6,3.19,4.96,3.16,0.35,6.32,0.92,92
15799,Coconut Milk,77,6.51,2.67,10.94,6.65,0.51,7.39,0.19,140
15800,Whole Milk,47,5.65,1.15,9.99,8.09,0.33,1.82,0.19,104
15801,2% Milk,70,3.41,0.32,2.43,6.02,0.58,5.21,0.36,122
15802,Oat Milk,53,5.33,4.7,2.31,8.52,0.3,7.67,0.06,120
15803,Whole Milk,60,5.79,4.04,8.32,7.0,0.79,2.55,0.35,126
15804,Skim Milk,47,2.77,4.06,2.62,6.44,0.11,1.47,0.62,132
15805,Coconut Milk,69,4.78,4.88,9.44,7.28,0.56,5.4,0.15,125
15806,Coconut Milk,54,4.86,1.86,11.71,4.85,0.52,3.93,0.04,110
15807,Cashew Milk,66,7.08,4.67,1.54,1.04,0.97,5.73,0.45,137
15808,Oat Milk,74,4.74,4.03,10.83,8.34,0.91,4.17,0.22,134
15809,Coconut Milk,48,3.4,4.08,5.94,2.53,0.86,2.94,0.15,120
15810,Oat Milk,45,7.98,0.71,3.84,2.85,0.37,1.98,0.06,135
15811,Oat Milk,62,6.7,3.08,3.44,4.31,0.95,1.6,0.35,131
15812,Oat Milk,59,1.89,2.11,3.33,2.45,0.89,5.88,0.56,131
