Id,Product Name,Energy (kcal),Fat Proportion (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
16042.0,,,4.29,3.32,11.92,2.46,0.79,5.79,0.75,148.0
,Almond Milk,72.0,,2.9,9.83,,0.26,1.43,0.33,130.0
,,56.0,6.87,2.26,1.21,,,5.96,0.98,136.0
16045.0,Skim Milk,64.0,0.77,3.55,4.03,,0.5,5.83,0.27,119.0
16046.0,Coconut Milk,76.0,1.89,0.66,11.52,,0.49,3.94,0.77,94.0
16047.0,,77.0,0.96,4.06,8.99,3.95,0.77,,0.76,80.0
16048.0,Cashew Milk,42.0,6.04,,1.32,4.4,0.55,3.54,0.68,86.0
16049.0,Whole Milk,56.0,3.21,1.59,2.29,2.79,0.7,5.52,0.24,
16050.0,Soy Milk,76.0,7.96,1.75,4.51,2.41,0.87,1.69,0.1,140.0
16051.0,Almond Milk,69.0,3.14,4.51,6.38,3.29,0.48,4.55,0.26,88.0
16052.0,Soy Milk,59.0,7.0,,1.11,,0.18,7.99,0.98,106.0
16053.0,Soy Milk,60.0,1.9,4.08,5.95,2.58,0.05,1.0,0.18,91.0
16054.0,Cashew Milk,77.0,4.36,3.44,4.93,1.45,,5.67,0.7,82.0
16055.0,Soy Milk,78.0,7.88,3.76,11.17,6.01,0.28,4.49,0.47,
16056.0,2% Milk,73.0,5.34,0.97,2.8,6.81,,6.63,0.16,
16057.0,2% Milk,,4.59,0.9,7.56,5.54,0.64,3.94,0.42,149.0
16058.0,Whole Milk,48.0,2.62,1.26,8.29,7.4,0.8,3.68,0.18,85.0
16059.0,,54.0,4.64,4.89,6.48,5.28,0.91,1.27,0.69,114.0
16060.0,Oat Milk,79.0,0.82,3.65,9.86,7.4,0.39,5.12,0.97,147.0
16061.0,2% Milk,63.0,3.92,1.47,4.39,6.88,,4.31,0.44,105.0
16062.0,Coconut Milk,76.0,4.06,2.41,11.06,6.09,0.05,5.55,,91.0
16063.0,Oat Milk,45.0,1.25,3.99,10.16,5.46,0.46,6.93,0.8,124.0
16064.0,Almond Milk,52.0,6.29,1.47,2.14,2.69,0.88,4.0,,131.0
16065.0,Soy Milk,49.0,3.45,2.15,,2.29,,5.92,0.5,
16066.0,,75.0,7.97,1.89,,4.45,0.22,,0.62,136.0
16067.0,Coconut Milk,40.0,2.7,1.66,,6.34,0.76,2.1,0.74,139.0
16068.0,Whole Milk,53.0,3.73,3.02,5.82,8.37,0.94,6.82,0.9,82.0
16069.0,Soy Milk,55.0,6.59,0.3,10.17,3.53,0.98,5.5,0.28,
16070.0,Oat Milk,49.0,7.77,1.26,11.29,5.78,0.2,2.9,0.97,109.0
16071.0,Soy Milk,43.0,2.83,4.87,11.48,6.18,0.34,3.39,0.69,119.0
16072.0,,58.0,0.57,1.88,10.98,7.75,0.3,7.32,0.87,136.0
16073.0,Oat Milk,46.0,3.53,0.78,4.32,8.8,0.16,4.13,0.99,106.0
16074.0,Soy Milk,67.0,,2.67,8.83,8.6,0.92,3.67,0.66,150.0
16075.0,Coconut Milk,44.0,2.06,0.81,2.2,,0.61,4.73,0.48,125.0
,Soy Milk,68.0,4.42,2.16,9.89,9.84,0.98,5.72,0.88,100.0
16077.0,Whole Milk,,1.2,0.13,11.26,6.46,0.24,3.31,,120.0
16078.0,Skim Milk,67.0,6.8,2.28,5.79,4.98,0.61,1.18,,105.0
,,75.0,6.97,3.33,10.88,0.71,0.2,1.55,,128.0
,2% Milk,40.0,,3.37,8.79,1.24,0.22,4.03,0.11,147.0
16081.0,2% Milk,69.0,5.55,1.87,4.61,4.56,0.31,4.81,0.44,147.0
16082.0,Coconut Milk,79.0,7.29,2.49,10.63,6.78,0.71,6.26,0.42,122.0
16083.0,Cashew Milk,80.0,5.34,3.59,4.65,2.23,0.03,4.79,0.48,114.0
16084.0,Soy Milk,45.0,5.5,2.16,3.8,6.48,0.6,3.84,,
16085.0,Cashew Milk,65.0,6.55,4.96,1.8,5.85,0.4,5.38,0.09,86.0
16086.0,,65.0,,4.96,3.6,1.69,0.25,5.81,0.38,143.0
16087.0,Whole Milk,44.0,6.76,4.84,,8.84,0.11,5.67,0.32,
,Coconut Milk,,1.03,3.1,1.46,5.73,0.34,2.4,0.31,109.0
,Whole Milk,77.0,4.09,4.26,8.86,7.15,0.42,,0.18,
16090.0,Oat Milk,75.0,6.53,0.78,3.58,9.34,0.09,6.48,0.79,103.0
16091.0,Soy Milk,,3.4,2.58,,6.39,0.59,7.12,,148.0
16092.0,Coconut Milk,67.0,1.07,0.56,9.96,5.67,0.61,4.95,0.63,97.0
16093.0,Cashew Milk,53.0,,2.42,10.74,,0.97,,0.34,148.0
16094.0,Almond Milk,58.0,7.02,3.25,7.93,2.19,0.43,4.09,0.81,120.0
16095.0,Whole Milk,40.0,2.22,3.74,4.84,4.61,0.12,1.03,0.6,109.0
16096.0,Whole Milk,77.0,2.26,3.4,11.36,3.14,0.65,1.22,0.74,87.0
16097.0,,70.0,5.27,4.41,9.01,0.74,0.89,2.57,0.29,118.0
16098.0,Cashew Milk,,6.73,1.08,8.49,2.41,0.19,7.02,,99.0
16099.0,,71.0,0.75,0.67,5.16,8.64,0.58,6.24,0.52,
,Coconut Milk,78.0,7.79,,6.5,7.89,0.63,,0.35,
16101.0,Whole Milk,58.0,1.73,2.08,1.37,2.3,0.03,1.92,0.25,132.0
16102.0,Oat Milk,48.0,0.62,0.6,5.49,1.58,,6.85,0.6,108.0
,Almond Milk,66.0,6.72,,9.54,1.18,0.47,2.94,0.23,118.0
16104.0,Whole Milk,43.0,,,9.14,6.55,0.62,5.84,0.69,113.0
16105.0,Almond Milk,76.0,2.42,3.38,,9.62,0.81,4.49,0.19,130.0
,,79.0,5.23,2.59,2.98,4.2,0.96,5.74,,121.0
16107.0,,72.0,7.56,1.64,9.26,1.43,0.07,4.21,,117.0
16108.0,Whole Milk,75.0,2.39,1.52,7.9,5.03,0.17,7.53,0.66,108.0
16109.0,Coconut Milk,68.0,1.06,4.5,5.73,6.64,0.04,5.97,0.0,135.0
,Whole Milk,73.0,1.58,4.19,,6.81,0.5,1.46,0.82,101.0
16111.0,Skim Milk,59.0,2.2,2.23,,4.28,0.05,6.1,0.17,111.0
16112.0,Skim Milk,59.0,7.17,0.39,,,,6.55,0.26,115.0
,Whole Milk,54.0,3.78,1.29,1.01,7.53,0.26,4.27,0.56,
16114.0,Almond Milk,51.0,5.05,2.82,3.55,0.7,0.3,3.53,0.95,116.0
16115.0,Almond Milk,,7.41,1.8,5.21,9.39,0.95,2.26,0.63,
16116.0,Whole Milk,,7.76,1.64,11.28,5.45,0.95,2.93,,142.0
,2% Milk,69.0,6.37,0.71,9.34,9.76,0.99,6.78,0.18,126.0
16118.0,Cashew Milk,55.0,0.82,4.36,11.5,1.78,0.98,4.0,0.44,
16119.0,Soy Milk,46.0,3.74,4.12,5.19,5.22,0.02,6.35,0.57,123.0
16120.0,Soy Milk,66.0,4.25,3.21,11.14,1.4,0.04,4.56,0.06,90.0
16121.0,Oat Milk,70.0,1.5,1.84,5.5,5.94,0.18,,0.82,146.0
16122.0,Coconut Milk,61.0,4.95,1.01,11.89,3.05,0.59,6.15,0.26,127.0
16123.0,Whole Milk,74.0,7.95,1.88,11.1,8.44,0.56,2.07,0.7,96.0
16124.0,Soy Milk,65.0,3.31,,1.01,7.0,,2.94,0.75,146.0
16125.0,2% Milk,66.0,7.32,0.87,9.98,7.95,0.24,3.33,0.91,93.0
16126.0,2% Milk,41.0,3.54,4.46,8.73,7.63,0.97,4.2,0.5,123.0
16127.0,2% Milk,80.0,4.62,1.32,6.33,5.21,0.45,5.11,0.54,141.0
16128.0,2% Milk,78.0,,,3.08,7.14,0.83,2.97,0.82,99.0
16129.0,Coconut Milk,64.0,5.76,3.98,8.8,3.24,0.41,6.44,0.58,106.0
16130.0,Cashew Milk,44.0,2.03,0.53,6.11,3.3,0.68,6.36,0.76,108.0
16131.0,Cashew Milk,78.0,2.16,,,4.19,0.79,7.96,0.5,92.0
16132.0,Cashew Milk,40.0,6.05,3.29,9.87,2.94,0.56,7.77,0.67,82.0
16133.0,Oat Milk,43.0,7.71,,,6.62,0.44,4.84,0.61,142.0
16134.0,,75.0,6.15,0.94,8.4,4.88,0.32,6.05,0.97,114.0
16135.0,2% Milk,43.0,7.53,1.8,,0.71,0.66,4.06,0.55,148.0
16136.0,2% Milk,80.0,7.1,2.29,5.31,9.57,0.38,5.24,0.35,135.0
16137.0,2% Milk,41.0,7.56,0.11,,7.59,0.96,2.96,0.14,
16138.0,Almond Milk,,6.54,,9.97,7.39,0.23,7.56,0.63,117.0
16139.0,,,4.44,3.0,,4.64,0.47,2.71,0.63,140.0
16140.0,2% Milk,68.0,0.6,3.66,4.73,8.44,,1.9,0.75,135.0
16141.0,Whole Milk,62.0,1.56,1.61,2.3,3.72,0.79,5.15,0.46,148.0
,Whole Milk,,5.89,0.13,2.75,1.52,0.99,5.2,0.75,94.0
16143.0,2% Milk,56.0,4.36,3.53,7.33,,0.89,7.76,0.47,100.0
,Oat Milk,55.0,1.87,4.13,4.99,1.99,,4.17,0.14,119.0
16145.0,Soy Milk,63.0,5.77,,,8.37,0.05,3.74,0.6,117.0
16146.0,2% Milk,44.0,1.36,2.55,11.19,3.97,0.77,1.75,0.81,94.0
16147.0,Coconut Milk,60.0,3.18,0.23,7.2,0.69,0.5,5.74,0.57,109.0
16148.0,Coconut Milk,42.0,2.44,0.29,11.24,1.56,0.74,6.53,,118.0
16149.0,Oat Milk,70.0,3.6,4.94,11.1,9.07,0.82,7.56,0.41,132.0
16150.0,Coconut Milk,42.0,3.18,3.56,7.72,,0.41,7.34,0.22,115.0
16151.0,Skim Milk,80.0,7.68,0.59,4.54,6.35,,,0.04,139.0
16152.0,Oat Milk,71.0,2.22,,5.95,0.69,0.12,,0.68,83.0
16153.0,Soy Milk,64.0,5.47,1.13,2.48,,0.89,3.52,0.15,85.0
16154.0,Almond Milk,74.0,3.75,0.44,,,0.05,3.92,0.58,138.0
16155.0,Cashew Milk,73.0,,,5.46,5.04,,6.9,0.28,
16156.0,Coconut Milk,80.0,5.8,3.75,,7.48,0.19,5.64,0.28,81.0
16157.0,Soy Milk,62.0,7.98,1.64,4.46,8.03,0.75,2.66,,130.0
16158.0,2% Milk,63.0,6.5,0.44,6.08,5.8,0.92,7.87,0.39,
,Almond Milk,45.0,4.3,3.49,10.44,7.04,0.47,7.32,,150.0
16160.0,Cashew Milk,55.0,4.43,1.41,6.66,5.16,0.54,6.04,0.79,136.0
16161.0,Almond Milk,42.0,2.66,1.86,10.36,5.68,,7.49,0.35,100.0
16162.0,Coconut Milk,55.0,2.23,3.1,6.52,1.62,0.59,,,82.0
16163.0,Soy Milk,,7.51,4.13,1.35,9.8,0.16,3.86,0.83,124.0
16164.0,,41.0,1.49,1.09,9.85,,0.28,7.52,0.74,129.0
16165.0,Oat Milk,42.0,5.31,1.02,11.44,9.84,0.38,,0.72,98.0
16166.0,Oat Milk,52.0,5.49,,11.56,,0.53,6.74,,88.0
16167.0,Almond Milk,59.0,6.99,3.08,3.57,3.01,0.18,4.79,0.47,131.0
16168.0,Coconut Milk,43.0,7.16,0.88,1.63,2.77,0.63,4.22,,137.0
16169.0,Coconut Milk,62.0,,0.14,1.85,4.56,0.52,7.95,,137.0
16170.0,Soy Milk,65.0,5.2,1.36,8.19,6.82,0.07,,0.27,82.0
16171.0,Skim Milk,40.0,0.62,3.87,5.37,4.18,0.43,7.3,0.27,110.0
16172.0,Coconut Milk,,1.69,0.36,11.41,7.71,0.04,2.27,,111.0
16173.0,Coconut Milk,62.0,,,3.0,1.39,,,0.29,146.0
16174.0,Oat Milk,69.0,4.17,3.25,5.87,4.54,0.25,5.47,0.32,130.0
16175.0,Almond Milk,71.0,6.58,1.08,2.7,3.28,0.77,3.24,0.83,117.0
,Whole Milk,65.0,4.77,4.2,5.59,3.78,0.99,2.47,0.06,84.0
16177.0,Coconut Milk,67.0,1.07,0.67,7.86,,0.62,5.99,0.23,101.0
,Oat Milk,63.0,1.92,,9.45,8.91,,3.45,0.58,123.0
16179.0,2% Milk,41.0,1.75,0.2,6.25,8.82,0.9,2.05,0.73,115.0
16180.0,Soy Milk,42.0,0.9,2.15,4.1,3.96,0.98,1.83,0.94,
16181.0,Skim Milk,76.0,1.87,1.5,2.42,0.7,0.48,6.14,0.55,116.0
16182.0,Whole Milk,65.0,,0.84,5.79,3.36,,6.16,0.08,107.0
16183.0,Skim Milk,64.0,,3.36,6.31,7.89,,5.93,0.48,150.0
16184.0,Oat Milk,59.0,7.65,4.52,5.86,2.38,0.67,7.76,0.73,87.0
16185.0,,75.0,4.1,,5.37,7.23,0.27,3.99,0.17,104.0
16186.0,,75.0,3.21,0.46,8.92,,0.43,2.76,0.19,132.0
16187.0,Oat Milk,45.0,3.88,0.25,11.08,9.39,0.51,2.97,0.35,124.0
16188.0,Cashew Milk,77.0,6.83,,11.4,2.51,0.72,3.65,0.83,110.0
,2% Milk,51.0,5.76,2.72,10.29,2.41,0.67,5.75,0.87,127.0
16190.0,Whole Milk,56.0,6.17,3.33,1.54,6.28,0.58,7.37,0.29,95.0
16191.0,Soy Milk,43.0,1.5,2.17,9.4,9.61,0.39,7.98,0.87,98.0
16192.0,,,1.35,0.19,3.61,,,3.01,0.28,86.0
16193.0,Cashew Milk,57.0,6.77,0.9,8.38,4.9,0.4,5.32,0.81,122.0
16194.0,Soy Milk,75.0,6.08,2.39,5.37,7.48,0.99,1.88,0.71,142.0
16195.0,Skim Milk,41.0,4.04,3.62,11.78,5.91,0.02,3.56,0.98,134.0
16196.0,Cashew Milk,64.0,4.1,1.84,2.48,5.43,0.73,5.55,0.3,80.0
16197.0,Skim Milk,59.0,5.65,,4.41,2.68,0.12,3.95,0.7,108.0
16198.0,Whole Milk,77.0,7.77,4.36,7.01,6.09,0.87,7.74,0.18,117.0
16199.0,Skim Milk,,1.01,2.74,11.65,4.83,0.12,7.54,0.56,146.0
16200.0,,,7.85,2.31,6.87,1.99,0.73,1.85,0.8,93.0
16201.0,Coconut Milk,76.0,3.96,,9.02,6.13,0.64,3.29,0.6,
16202.0,Soy Milk,,5.72,1.39,10.95,5.84,0.2,4.35,0.67,90.0
16203.0,Skim Milk,57.0,0.73,0.4,4.21,9.17,0.37,6.26,0.35,84.0
16204.0,Cashew Milk,62.0,1.54,3.44,10.38,3.04,0.23,5.28,0.05,86.0
16205.0,Cashew Milk,40.0,6.6,1.13,9.61,5.08,0.89,1.61,0.28,148.0
16206.0,Soy Milk,76.0,1.31,2.99,10.17,,0.9,7.0,0.2,122.0
16207.0,Cashew Milk,68.0,1.68,3.35,3.74,9.23,0.69,5.25,,123.0
16208.0,Oat Milk,45.0,6.29,0.61,10.34,5.41,0.17,1.15,0.7,136.0
16209.0,Oat Milk,50.0,4.12,3.84,,0.67,0.59,3.88,0.7,137.0
,Oat Milk,46.0,0.9,2.78,6.31,1.47,0.49,2.16,0.16,85.0
16211.0,Almond Milk,41.0,1.75,0.74,3.65,,0.63,,0.77,135.0
16212.0,Almond Milk,76.0,7.67,0.34,2.12,,0.93,1.26,0.81,126.0
16213.0,Whole Milk,78.0,,1.57,7.8,7.8,0.04,7.81,0.01,149.0
16214.0,Almond Milk,40.0,2.34,2.16,5.16,2.82,0.23,6.11,0.15,80.0
16215.0,Skim Milk,69.0,7.67,0.51,2.11,7.43,0.96,4.02,0.97,
16216.0,Soy Milk,,5.92,0.47,9.03,9.8,0.81,4.44,0.37,80.0
16217.0,Whole Milk,49.0,7.69,1.32,7.18,0.65,0.39,7.78,0.89,
16218.0,Whole Milk,41.0,,3.86,10.29,1.85,0.51,2.19,0.23,111.0
16219.0,Oat Milk,64.0,0.74,0.97,4.0,6.43,0.85,6.64,0.93,88.0
16220.0,Whole Milk,73.0,,3.96,9.19,3.22,,1.07,0.66,102.0
,Coconut Milk,43.0,1.97,0.86,2.84,6.46,0.29,7.12,0.67,
16222.0,2% Milk,,4.88,,3.4,5.09,0.76,5.54,0.35,91.0
,Cashew Milk,61.0,6.88,0.97,4.84,3.54,0.75,6.17,0.02,82.0
16224.0,Almond Milk,62.0,0.83,1.18,5.03,2.42,,3.94,0.29,148.0
16225.0,Almond Milk,64.0,7.13,4.12,1.9,2.61,0.94,1.32,0.49,128.0
16226.0,Soy Milk,70.0,6.07,1.22,5.36,3.1,,4.32,0.13,115.0
16227.0,Oat Milk,72.0,3.65,4.7,11.86,,0.49,5.19,0.86,111.0
16228.0,Soy Milk,41.0,1.75,1.8,3.35,1.75,0.62,,0.76,135.0
,Coconut Milk,54.0,0.93,,5.7,9.21,0.32,1.74,0.57,81.0
16230.0,Almond Milk,79.0,4.7,4.06,3.87,5.75,0.62,,0.12,125.0
16231.0,,62.0,6.44,0.59,1.42,1.89,,1.44,0.18,117.0
16232.0,Whole Milk,45.0,0.56,1.42,7.19,,0.39,1.85,0.96,139.0
16233.0,2% Milk,78.0,4.25,3.03,1.37,5.14,0.1,7.71,0.54,101.0
16234.0,Almond Milk,52.0,3.8,4.74,2.32,,0.54,6.01,0.25,140.0
16235.0,Almond Milk,74.0,1.51,,5.99,9.14,0.35,5.12,,97.0
16236.0,Soy Milk,42.0,4.04,3.24,2.4,2.59,0.99,3.41,0.89,
16237.0,Coconut Milk,52.0,2.84,0.87,4.8,3.26,0.3,7.16,0.26,147.0
16238.0,Cashew Milk,47.0,3.93,,11.52,7.0,,1.89,0.99,107.0
16239.0,2% Milk,59.0,,,7.89,5.15,,2.44,0.97,103.0
16240.0,Almond Milk,65.0,7.27,1.26,5.56,6.68,0.62,3.59,0.13,146.0
16241.0,,48.0,0.88,1.51,2.44,0.82,0.32,6.24,0.49,137.0
16242.0,Coconut Milk,80.0,2.51,4.96,6.67,9.4,0.58,4.22,0.94,82.0
16243.0,,57.0,1.78,4.19,9.04,2.31,0.11,4.6,0.94,109.0
16244.0,Coconut Milk,79.0,2.08,4.1,8.0,4.63,0.72,3.23,0.2,102.0
16245.0,Soy Milk,65.0,5.27,3.28,3.63,6.9,0.39,4.76,0.74,81.0
16246.0,Almond Milk,62.0,1.01,2.65,,6.98,0.45,7.84,0.49,104.0
16247.0,Cashew Milk,80.0,2.02,1.03,,8.49,0.18,1.6,0.34,107.0
16248.0,Skim Milk,59.0,2.67,1.28,6.41,7.98,0.7,5.99,0.92,147.0
16249.0,Cashew Milk,73.0,1.55,2.75,10.22,4.0,,1.97,0.67,142.0
,Whole Milk,57.0,,2.68,6.62,6.98,0.31,6.7,0.81,96.0
16251.0,Soy Milk,46.0,5.12,3.16,,3.02,0.93,3.29,0.3,80.0
16252.0,Almond Milk,77.0,7.96,1.64,11.56,1.81,0.01,3.63,0.01,
16253.0,Skim Milk,43.0,3.25,4.66,11.66,6.07,,5.15,0.83,130.0
16254.0,2% Milk,,5.74,4.15,5.89,3.6,0.98,7.91,,92.0
16255.0,Almond Milk,58.0,3.46,1.06,,0.95,,2.7,0.69,116.0
16256.0,Coconut Milk,76.0,4.78,4.66,5.64,7.05,0.86,7.12,0.81,
16257.0,Almond Milk,65.0,,3.08,7.81,4.1,0.64,5.93,0.28,149.0
,Soy Milk,78.0,3.07,4.44,,3.14,0.43,7.64,0.19,101.0
16259.0,Cashew Milk,77.0,4.99,,2.98,9.24,0.09,,0.34,81.0
16260.0,Coconut Milk,51.0,2.39,4.75,11.96,6.78,0.62,5.36,0.94,141.0
16261.0,Oat Milk,67.0,7.32,4.67,,4.99,0.09,7.92,0.81,91.0
16262.0,Whole Milk,59.0,3.56,0.9,11.64,9.04,0.46,2.28,0.38,82.0
16263.0,Coconut Milk,71.0,4.88,2.77,6.2,2.91,0.73,3.01,0.81,140.0
16264.0,2% Milk,77.0,1.97,2.35,9.95,2.08,0.11,6.66,0.74,80.0
16265.0,Oat Milk,,4.76,2.56,1.68,4.85,0.14,5.26,,125.0
16266.0,2% Milk,48.0,7.26,4.07,,8.71,0.59,5.48,0.77,
16267.0,Skim Milk,80.0,6.44,0.66,1.82,2.19,0.63,5.03,0.68,103.0
16268.0,2% Milk,62.0,6.34,1.06,,8.57,0.28,1.16,0.25,109.0
16269.0,,75.0,6.71,,8.06,,0.49,4.88,0.15,146.0
,Soy Milk,50.0,2.6,3.35,3.04,2.38,0.38,2.34,0.08,117.0
16271.0,Coconut Milk,52.0,5.0,4.45,11.9,,,1.84,0.95,148.0
16272.0,Almond Milk,,1.88,1.86,9.91,6.53,0.75,7.77,0.55,
16273.0,Soy Milk,46.0,2.85,4.33,7.76,4.71,0.48,5.65,0.67,113.0
16274.0,Cashew Milk,52.0,0.96,,11.27,,0.55,7.06,0.95,92.0
16275.0,Coconut Milk,40.0,1.35,3.06,2.96,2.58,0.2,,0.33,111.0
16276.0,Cashew Milk,41.0,,4.93,8.23,5.49,0.54,5.09,0.94,80.0
16277.0,Cashew Milk,51.0,4.97,0.77,3.35,4.02,0.57,6.25,0.6,93.0
16278.0,Almond Milk,53.0,1.44,2.33,8.43,3.48,1.0,3.75,0.15,105.0
16279.0,2% Milk,70.0,5.47,4.83,9.25,3.82,0.35,1.21,0.13,106.0
16280.0,Almond Milk,54.0,2.88,2.99,11.72,2.47,0.65,7.37,0.44,149.0
16281.0,Soy Milk,65.0,3.62,1.84,6.82,7.52,0.24,2.45,0.23,100.0
16282.0,,,6.31,1.84,2.24,4.42,0.51,,0.21,95.0
16283.0,Coconut Milk,69.0,,3.25,5.26,8.94,0.39,5.19,0.47,102.0
16284.0,Almond Milk,76.0,1.06,2.03,9.28,9.19,0.91,5.15,0.63,139.0
16285.0,Coconut Milk,59.0,5.75,2.23,2.75,7.07,0.24,1.92,0.66,115.0
16286.0,,64.0,1.99,2.31,8.16,6.15,0.63,5.98,0.81,132.0
16287.0,Coconut Milk,61.0,5.74,,6.38,3.79,0.05,,0.84,131.0
16288.0,Skim Milk,69.0,6.34,4.21,9.09,5.61,0.92,7.61,0.36,93.0
16289.0,Soy Milk,76.0,1.27,1.85,11.71,0.89,,4.77,0.85,
,Coconut Milk,78.0,,4.3,9.92,1.79,0.15,5.33,0.37,88.0
16291.0,Coconut Milk,,,0.48,,6.28,0.94,4.28,0.94,132.0
16292.0,Oat Milk,59.0,1.08,3.37,5.82,9.56,,,,124.0
16293.0,Almond Milk,64.0,1.73,4.96,7.11,1.39,0.68,3.25,,125.0
16294.0,,60.0,2.15,0.65,,1.77,0.93,4.6,0.12,
16295.0,Oat Milk,,6.24,4.52,6.24,0.6,0.08,6.97,0.87,106.0
16296.0,Almond Milk,51.0,2.34,1.49,11.19,,0.82,,0.16,106.0
16297.0,,58.0,4.56,2.51,2.66,0.58,,2.66,0.54,88.0
16298.0,Whole Milk,43.0,,2.79,9.6,8.55,0.73,6.81,0.09,100.0
16299.0,Whole Milk,43.0,7.13,1.75,,5.89,0.34,3.71,0.18,101.0
16300.0,Almond Milk,45.0,,4.89,9.34,8.05,0.63,6.22,0.39,84.0
16301.0,Whole Milk,72.0,6.64,0.39,2.36,6.84,0.82,2.31,0.58,105.0
16302.0,Almond Milk,48.0,6.05,4.66,2.62,,0.96,3.3,0.82,83.0
16303.0,Whole Milk,70.0,4.5,3.07,1.59,6.36,0.37,2.62,0.74,130.0
16304.0,Oat Milk,74.0,7.93,1.05,7.92,8.41,0.4,1.61,0.93,109.0
16305.0,Cashew Milk,47.0,6.43,4.01,2.35,8.02,0.85,6.66,0.71,135.0
16306.0,Almond Milk,,6.75,0.16,1.91,4.11,0.7,7.16,0.38,94.0
16307.0,Soy Milk,63.0,7.72,2.69,,8.5,0.29,4.52,0.7,124.0
16308.0,Whole Milk,,1.49,1.87,,1.06,0.53,5.85,0.91,139.0
16309.0,Oat Milk,,3.75,3.01,3.56,8.72,0.47,6.99,0.37,95.0
16310.0,Cashew Milk,71.0,3.58,0.76,10.56,8.3,0.75,3.29,0.1,116.0
16311.0,Soy Milk,60.0,5.07,,10.32,7.73,0.69,5.93,0.77,125.0
16312.0,Soy Milk,43.0,3.13,3.3,2.38,2.47,0.86,3.59,0.67,131.0
16313.0,Soy Milk,42.0,3.63,,,1.36,,3.01,0.29,128.0
,Whole Milk,77.0,1.43,0.78,4.31,9.85,0.14,7.04,0.21,87.0
16315.0,2% Milk,53.0,6.38,0.84,2.88,4.73,,7.03,0.91,
16316.0,Oat Milk,55.0,0.95,1.91,10.86,8.38,0.64,2.28,0.33,107.0
16317.0,Whole Milk,71.0,3.46,,,2.64,0.89,2.82,0.69,
16318.0,Cashew Milk,70.0,2.78,1.02,11.21,8.93,0.15,4.14,0.13,129.0
16319.0,Oat Milk,54.0,1.1,3.96,,8.43,0.22,2.98,0.27,
16320.0,Cashew Milk,58.0,4.07,3.33,10.64,,0.94,1.03,0.05,109.0
16321.0,Oat Milk,74.0,0.85,1.14,9.5,,0.61,,,104.0
16322.0,Skim Milk,62.0,1.8,1.83,1.41,1.46,0.85,6.35,0.63,126.0
16323.0,Whole Milk,71.0,3.55,,3.38,4.59,0.62,2.58,0.57,145.0
16324.0,2% Milk,60.0,4.63,4.7,2.34,8.09,0.47,6.96,0.31,
16325.0,,54.0,0.92,3.22,4.68,8.94,0.33,5.73,0.55,
16326.0,Almond Milk,53.0,,4.62,3.99,6.19,0.41,2.06,0.05,105.0
16327.0,Whole Milk,49.0,3.86,0.44,,6.87,0.74,5.94,0.95,91.0
16328.0,Skim Milk,,4.93,2.71,9.29,5.9,0.93,5.64,0.83,88.0
16329.0,Almond Milk,61.0,1.4,2.31,6.87,2.99,0.62,4.12,0.69,
16330.0,Coconut Milk,40.0,4.85,0.86,5.3,8.07,0.28,2.32,0.91,
16331.0,Coconut Milk,55.0,0.88,4.04,8.69,6.96,0.36,1.83,0.22,125.0
16332.0,Cashew Milk,65.0,1.11,0.68,10.62,3.91,0.76,2.2,0.89,101.0
16333.0,Whole Milk,63.0,0.61,3.89,10.98,9.48,0.23,2.86,0.4,145.0
16334.0,Coconut Milk,48.0,3.8,4.17,7.31,3.79,0.94,2.74,,112.0
16335.0,2% Milk,49.0,1.36,3.4,11.99,6.65,,4.08,0.27,136.0
16336.0,Cashew Milk,65.0,5.44,0.64,4.38,7.49,0.0,,0.78,144.0
16337.0,2% Milk,55.0,4.63,1.86,9.1,5.79,0.19,5.41,0.57,117.0
16338.0,Almond Milk,,4.28,1.32,4.0,1.55,0.4,,0.82,95.0
16339.0,2% Milk,46.0,5.71,0.58,9.32,1.82,0.68,2.39,0.04,135.0
16340.0,,48.0,4.77,3.09,3.31,7.67,0.28,6.51,0.49,126.0
,Cashew Milk,46.0,,3.31,3.4,1.12,0.85,,0.31,130.0
16342.0,Skim Milk,76.0,,2.53,10.69,9.52,0.81,,0.08,100.0
16343.0,Coconut Milk,,3.47,1.12,3.48,5.38,,,0.25,98.0
16344.0,Oat Milk,55.0,7.27,3.44,5.74,2.88,0.89,2.57,0.55,132.0
16345.0,Soy Milk,58.0,,0.81,11.6,9.6,0.3,1.44,0.17,110.0
16346.0,Oat Milk,49.0,4.93,4.38,11.11,8.73,0.37,5.16,0.08,146.0
16347.0,Whole Milk,76.0,0.99,2.12,5.4,3.03,0.05,2.17,,127.0
16348.0,2% Milk,62.0,0.57,3.22,3.95,4.42,,7.29,0.14,119.0
16349.0,Coconut Milk,65.0,0.95,4.32,,7.22,0.99,1.01,0.43,90.0
16350.0,,80.0,2.6,0.91,7.71,7.19,0.96,7.72,0.97,119.0
16351.0,Oat Milk,,3.98,4.84,4.58,4.98,0.62,4.5,0.24,82.0
16352.0,Soy Milk,50.0,4.82,2.82,8.27,9.22,0.59,4.45,,138.0
16353.0,Whole Milk,,1.5,1.19,5.93,,0.1,5.74,0.51,100.0
16354.0,Cashew Milk,67.0,7.23,0.15,3.96,6.39,0.52,1.61,0.7,102.0
