Id,Product Name,Energy (kcal),Fat Content (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
15256.0,Almond Milk,,5.99,3.41,3.84,,0.17,2.05,0.48,86.0
15257.0,Cashew Milk,57.0,,1.84,5.69,2.3,,1.31,0.25,107.0
15258.0,Skim Milk,53.0,6.25,3.47,6.27,7.82,0.77,4.26,0.05,103.0
15259.0,Soy Milk,77.0,,1.87,11.93,2.45,,3.75,,149.0
15260.0,Soy Milk,76.0,4.38,,,1.22,0.69,1.92,0.39,133.0
15261.0,,53.0,5.65,3.3,10.54,8.87,0.77,3.33,0.46,98.0
15262.0,Soy Milk,56.0,7.48,2.29,6.5,,0.79,6.69,0.94,80.0
15263.0,Whole Milk,,7.78,4.01,4.53,2.81,0.45,4.88,0.37,139.0
15264.0,Soy Milk,57.0,3.98,2.26,6.36,,0.75,6.08,0.06,112.0
15265.0,,71.0,1.85,3.71,,6.78,0.46,2.09,0.11,137.0
15266.0,Almond Milk,51.0,6.34,1.43,5.86,8.14,1.0,4.26,0.93,115.0
15267.0,Almond Milk,68.0,,2.97,,,0.2,3.81,0.63,90.0
15268.0,Soy Milk,69.0,,2.31,7.04,1.82,0.94,,0.85,105.0
15269.0,,60.0,3.77,1.91,4.13,6.83,0.3,4.74,0.39,147.0
15270.0,Skim Milk,80.0,7.17,,4.37,4.5,0.14,,0.11,143.0
15271.0,Soy Milk,72.0,4.98,1.71,6.89,9.89,0.16,3.81,0.57,123.0
15272.0,Cashew Milk,47.0,5.86,3.12,2.37,7.12,0.41,2.66,0.86,80.0
15273.0,Whole Milk,45.0,7.43,0.6,10.85,5.09,0.7,3.99,0.01,100.0
15274.0,,44.0,3.34,4.14,10.39,1.03,0.14,7.53,0.81,120.0
15275.0,Coconut Milk,41.0,,0.13,9.03,5.41,0.61,6.12,0.0,120.0
15276.0,Oat Milk,72.0,6.6,3.24,8.37,,0.48,,0.82,131.0
15277.0,Oat Milk,52.0,1.43,2.57,11.95,0.74,0.09,7.71,0.14,83.0
15278.0,Coconut Milk,40.0,1.6,3.84,2.35,5.51,,3.13,,87.0
15279.0,2% Milk,43.0,,4.78,10.38,1.08,0.83,5.01,0.91,149.0
15280.0,,40.0,1.51,4.1,2.71,6.17,0.04,7.78,0.85,133.0
15281.0,Cashew Milk,50.0,3.78,0.96,9.08,3.32,0.5,1.8,0.04,134.0
15282.0,2% Milk,,7.44,1.55,11.39,5.11,0.91,2.23,0.77,134.0
15283.0,Oat Milk,56.0,7.71,1.25,11.09,7.35,0.24,5.74,0.93,102.0
15284.0,Almond Milk,48.0,2.76,2.9,,6.08,0.17,1.0,0.32,142.0
15285.0,Coconut Milk,60.0,6.11,3.74,,2.55,0.44,2.71,,81.0
,2% Milk,48.0,1.62,0.62,6.84,,,5.22,0.82,96.0
15287.0,Coconut Milk,62.0,0.56,4.8,1.62,6.83,0.47,5.25,0.46,142.0
15288.0,Almond Milk,,2.02,,3.96,9.51,,2.26,0.79,149.0
15289.0,Oat Milk,54.0,0.63,4.51,10.63,2.63,0.52,7.14,0.62,83.0
15290.0,Oat Milk,,0.88,0.87,1.06,2.39,0.69,2.75,0.59,110.0
15291.0,Skim Milk,50.0,0.71,0.73,8.07,4.3,,6.36,0.63,141.0
,Cashew Milk,74.0,1.41,0.48,10.88,7.2,0.25,7.68,0.55,
,Soy Milk,,3.2,,,,0.86,3.16,0.13,124.0
15294.0,2% Milk,69.0,7.2,1.64,11.8,1.95,0.36,6.32,0.89,113.0
,Whole Milk,72.0,5.24,3.62,3.8,,0.88,6.8,0.27,105.0
15296.0,Cashew Milk,68.0,4.71,1.33,7.18,7.13,0.54,1.06,0.91,120.0
15297.0,Skim Milk,,,3.99,3.91,9.88,0.23,6.74,0.86,
15298.0,Cashew Milk,76.0,,1.51,8.89,2.44,0.32,5.91,,127.0
15299.0,Almond Milk,74.0,3.79,3.01,,8.45,0.07,7.26,0.47,114.0
15300.0,Skim Milk,62.0,4.73,1.03,,2.7,0.81,1.65,0.24,92.0
15301.0,Coconut Milk,42.0,,1.59,4.19,6.92,0.45,4.26,0.01,125.0
15302.0,Skim Milk,,,3.45,9.15,1.3,0.64,,0.35,137.0
15303.0,,49.0,6.87,3.58,,9.72,,3.31,0.13,110.0
15304.0,,73.0,4.23,3.27,5.26,6.45,,6.93,0.91,131.0
15305.0,Cashew Milk,63.0,,1.76,8.39,4.58,,7.68,0.93,
15306.0,Almond Milk,66.0,3.41,1.92,10.49,,0.51,2.74,,114.0
15307.0,,49.0,4.24,3.02,7.24,2.75,0.85,7.07,0.95,100.0
15308.0,Soy Milk,48.0,1.09,3.71,5.37,3.71,0.61,2.75,0.74,109.0
15309.0,Soy Milk,69.0,7.89,,11.61,4.14,0.95,6.05,0.33,143.0
15310.0,2% Milk,74.0,1.75,,9.94,4.69,0.85,3.77,0.67,81.0
,Soy Milk,74.0,5.72,,8.08,0.55,,6.42,0.03,85.0
15312.0,,75.0,7.54,4.27,1.62,9.7,0.88,3.71,0.72,140.0
15313.0,Whole Milk,40.0,6.87,3.7,5.69,6.88,0.74,5.73,0.84,130.0
15314.0,Soy Milk,64.0,0.59,4.87,1.1,5.76,0.88,2.85,0.89,93.0
15315.0,Oat Milk,41.0,0.56,0.88,6.91,5.13,0.31,2.81,0.99,115.0
15316.0,Oat Milk,65.0,3.93,,4.66,7.7,0.34,4.69,0.6,146.0
15317.0,Soy Milk,60.0,6.68,2.59,9.76,4.9,0.39,4.14,0.54,
15318.0,Oat Milk,53.0,0.73,1.32,6.87,3.44,0.75,2.86,0.71,141.0
15319.0,Almond Milk,71.0,2.02,2.35,5.41,0.53,0.15,1.29,0.32,105.0
15320.0,Skim Milk,46.0,1.58,4.43,5.55,2.84,0.94,3.53,0.4,102.0
15321.0,Almond Milk,,2.27,1.87,11.36,,0.34,,0.81,94.0
,Oat Milk,50.0,4.48,,,4.8,0.51,4.76,0.59,
15323.0,Oat Milk,65.0,1.95,2.48,3.11,0.75,0.34,7.88,0.31,116.0
15324.0,Whole Milk,53.0,,,9.72,8.57,0.38,,0.69,136.0
15325.0,Whole Milk,42.0,1.76,4.94,10.34,,0.26,7.93,0.75,112.0
15326.0,Cashew Milk,49.0,4.64,0.37,6.48,9.08,0.05,3.5,0.81,98.0
15327.0,Skim Milk,53.0,,3.88,9.0,4.76,0.21,1.37,0.68,
15328.0,Oat Milk,,3.94,2.88,6.31,2.31,0.47,2.6,0.49,131.0
15329.0,2% Milk,,2.15,3.21,10.13,9.28,0.47,,0.68,93.0
15330.0,Whole Milk,56.0,0.6,4.47,10.07,5.55,0.7,2.74,0.16,99.0
,Coconut Milk,50.0,2.0,0.13,4.22,7.78,0.78,2.95,0.75,95.0
15332.0,Skim Milk,52.0,1.45,2.66,3.02,5.77,0.06,5.54,0.04,147.0
,2% Milk,72.0,5.76,,1.3,7.61,0.35,5.16,0.2,81.0
15334.0,2% Milk,54.0,6.33,0.63,5.21,0.59,0.39,3.31,0.86,134.0
15335.0,Cashew Milk,,,0.31,7.11,4.68,0.34,7.11,0.44,87.0
15336.0,2% Milk,51.0,2.84,4.09,3.82,0.65,0.78,4.91,0.04,148.0
15337.0,Soy Milk,71.0,7.84,2.9,11.54,5.54,0.17,6.23,0.74,122.0
15338.0,Coconut Milk,52.0,5.93,,3.84,8.74,0.77,6.48,0.5,125.0
15339.0,Oat Milk,79.0,7.89,2.37,3.83,,0.85,2.17,0.96,135.0
15340.0,,,,4.72,8.84,4.19,0.24,7.95,0.85,89.0
15341.0,Oat Milk,75.0,2.58,,3.1,1.61,0.67,7.79,0.56,141.0
15342.0,2% Milk,69.0,6.71,2.25,7.7,7.23,,6.19,0.6,122.0
15343.0,Almond Milk,80.0,1.33,0.85,5.87,,0.93,1.6,,136.0
15344.0,Whole Milk,41.0,,,3.01,,0.87,2.5,0.28,131.0
15345.0,Cashew Milk,49.0,5.27,3.1,1.41,9.51,0.09,2.47,,127.0
15346.0,Oat Milk,63.0,2.97,3.67,1.1,9.31,0.5,1.87,0.68,133.0
15347.0,Oat Milk,78.0,6.35,0.83,7.11,7.59,0.92,,0.89,91.0
15348.0,Oat Milk,74.0,,2.53,6.69,7.71,,2.58,0.71,
15349.0,,,7.78,2.4,2.11,0.51,,1.07,0.49,106.0
15350.0,2% Milk,64.0,0.72,1.65,11.04,,0.43,7.85,0.92,116.0
15351.0,Skim Milk,45.0,7.11,3.03,9.25,8.2,0.0,6.64,0.27,142.0
15352.0,,69.0,7.74,1.0,3.15,4.47,0.16,2.94,0.03,128.0
15353.0,Oat Milk,68.0,3.1,1.09,3.51,8.95,0.07,3.27,0.7,98.0
15354.0,Oat Milk,53.0,4.91,0.77,3.46,2.59,0.31,2.37,0.57,145.0
15355.0,Coconut Milk,71.0,5.32,3.13,2.97,3.63,0.15,7.61,0.73,105.0
15356.0,Cashew Milk,45.0,4.67,0.52,4.56,7.38,0.39,4.33,,85.0
15357.0,Almond Milk,78.0,1.14,3.05,8.38,6.62,0.68,6.26,0.26,94.0
,Cashew Milk,40.0,3.37,3.94,6.13,6.18,0.39,1.14,,87.0
15359.0,Almond Milk,75.0,6.97,3.76,11.29,,0.49,5.01,0.79,89.0
15360.0,Cashew Milk,44.0,,2.88,,4.43,0.4,7.31,0.29,107.0
15361.0,Cashew Milk,63.0,2.9,2.26,1.9,6.32,0.11,2.42,0.45,
15362.0,2% Milk,42.0,6.41,0.45,1.64,1.2,0.41,,0.48,103.0
15363.0,Coconut Milk,41.0,2.0,3.91,,4.13,,3.77,0.91,130.0
15364.0,Whole Milk,71.0,4.84,4.36,2.49,1.03,0.99,5.39,0.96,121.0
15365.0,,67.0,2.18,1.18,3.32,4.58,,7.92,0.74,138.0
15366.0,Oat Milk,63.0,7.6,,7.87,9.25,0.76,,0.26,91.0
15367.0,Soy Milk,78.0,6.2,3.22,6.14,1.95,0.69,4.88,,125.0
15368.0,Oat Milk,67.0,5.25,4.9,5.07,6.37,0.47,,0.22,122.0
15369.0,Skim Milk,63.0,1.99,,,4.74,0.44,2.06,0.34,133.0
15370.0,Whole Milk,73.0,7.41,4.17,5.23,6.3,0.44,6.29,0.24,
15371.0,Oat Milk,72.0,,2.55,4.63,6.6,0.48,3.38,0.71,125.0
15372.0,2% Milk,58.0,3.54,4.71,8.38,4.74,0.71,7.04,0.63,113.0
15373.0,Cashew Milk,45.0,6.58,0.88,8.09,7.69,0.72,3.26,0.68,119.0
,Almond Milk,43.0,6.59,3.72,3.95,,0.41,4.73,0.22,89.0
15375.0,Oat Milk,41.0,6.18,1.89,5.65,7.37,0.25,5.6,0.1,80.0
15376.0,Oat Milk,70.0,5.8,4.45,,4.64,0.67,5.45,0.63,96.0
15377.0,Whole Milk,46.0,1.55,0.22,3.11,8.48,0.32,2.33,0.29,
,Soy Milk,79.0,4.58,4.11,3.4,6.08,0.94,2.94,0.19,97.0
15379.0,Whole Milk,78.0,7.68,0.37,6.62,7.05,0.4,1.24,,101.0
,Oat Milk,57.0,,0.17,11.79,1.0,0.3,,,131.0
15381.0,Oat Milk,56.0,3.13,,6.59,1.37,0.1,4.74,0.01,103.0
15382.0,Cashew Milk,61.0,3.09,4.8,9.18,6.77,0.76,3.88,0.59,99.0
15383.0,Soy Milk,74.0,6.57,4.56,,0.5,,4.07,0.51,96.0
15384.0,Coconut Milk,49.0,0.98,2.52,7.9,8.79,,7.12,0.91,134.0
15385.0,Cashew Milk,54.0,,2.44,9.17,0.74,0.08,4.15,0.66,
15386.0,Skim Milk,,4.0,2.84,4.54,4.55,0.33,2.9,0.18,135.0
15387.0,2% Milk,46.0,5.33,1.68,,4.97,0.86,,0.2,144.0
15388.0,Cashew Milk,68.0,5.02,4.63,4.69,4.79,0.47,7.69,0.36,100.0
15389.0,Soy Milk,46.0,3.72,1.07,10.55,1.23,0.84,5.32,,98.0
15390.0,Coconut Milk,46.0,3.81,2.84,5.93,6.38,0.97,4.97,0.36,91.0
,Almond Milk,78.0,,3.71,10.73,2.53,0.91,6.72,0.77,101.0
15392.0,Coconut Milk,68.0,6.52,,9.33,2.65,0.24,1.59,0.92,85.0
15393.0,Cashew Milk,75.0,5.17,2.88,1.49,,0.74,5.43,0.31,136.0
15394.0,2% Milk,71.0,,3.26,3.89,1.35,,3.02,0.96,88.0
,Soy Milk,49.0,3.56,3.31,5.77,8.08,0.88,3.88,,97.0
15396.0,2% Milk,42.0,5.22,3.98,7.63,2.27,0.12,5.6,0.11,94.0
,,60.0,3.94,4.75,6.86,6.27,0.66,6.05,0.37,136.0
15398.0,2% Milk,64.0,5.92,3.91,11.25,3.22,0.07,7.34,0.63,83.0
,Coconut Milk,78.0,4.49,1.06,6.06,5.92,,4.86,0.46,88.0
15400.0,2% Milk,,5.79,,,9.1,0.66,4.02,0.94,100.0
15401.0,2% Milk,47.0,1.01,3.02,,3.84,0.83,6.16,0.59,101.0
15402.0,Whole Milk,61.0,3.99,2.49,6.1,3.13,0.8,6.62,0.34,112.0
15403.0,Coconut Milk,41.0,3.07,,1.55,,0.16,7.2,0.92,
15404.0,Cashew Milk,65.0,6.35,,5.5,0.88,,4.14,0.76,101.0
15405.0,,60.0,7.56,4.61,1.58,0.96,0.54,7.87,0.54,128.0
15406.0,Cashew Milk,40.0,,4.1,10.35,2.29,,,0.53,121.0
15407.0,Coconut Milk,75.0,7.64,1.77,7.57,3.12,0.12,4.18,0.5,109.0
15408.0,Cashew Milk,49.0,0.81,4.96,7.63,8.17,0.62,3.65,,134.0
15409.0,Whole Milk,62.0,5.61,1.37,11.48,8.54,0.56,,0.81,92.0
15410.0,Almond Milk,76.0,4.04,0.23,5.08,3.21,0.66,3.07,0.58,92.0
,Coconut Milk,70.0,3.0,4.25,7.11,2.64,0.79,2.6,0.26,
15412.0,Soy Milk,68.0,5.66,0.33,5.17,1.23,0.02,1.71,0.1,104.0
15413.0,Coconut Milk,53.0,5.75,2.97,6.34,,0.37,1.93,,105.0
15414.0,2% Milk,65.0,5.87,2.31,6.68,,0.49,4.06,0.47,
,Whole Milk,42.0,7.73,1.68,3.64,8.62,0.53,2.38,0.12,85.0
15416.0,Cashew Milk,55.0,7.57,4.58,8.98,4.38,0.58,1.37,0.06,116.0
15417.0,Oat Milk,59.0,1.89,2.7,10.88,,0.88,,0.6,123.0
,Oat Milk,56.0,3.92,0.59,11.81,4.99,,7.18,0.52,
15419.0,Almond Milk,78.0,5.97,0.59,5.26,1.14,0.93,3.91,0.65,
15420.0,Cashew Milk,40.0,2.31,,8.81,1.55,0.52,7.42,0.49,99.0
15421.0,Almond Milk,50.0,1.83,3.4,6.79,9.7,0.84,1.99,0.63,
15422.0,Oat Milk,75.0,,4.29,5.87,9.11,0.38,3.54,0.82,108.0
15423.0,Cashew Milk,,7.26,2.21,10.16,3.03,0.58,6.09,0.76,85.0
15424.0,,,6.38,4.24,,,0.83,5.88,0.85,117.0
,Oat Milk,70.0,7.4,0.33,11.82,1.44,,5.05,0.59,82.0
15426.0,2% Milk,61.0,,,8.87,,0.49,5.07,,85.0
15427.0,Whole Milk,79.0,3.79,1.18,8.77,4.86,0.67,5.14,0.77,120.0
15428.0,Coconut Milk,40.0,,3.42,9.75,4.35,0.34,7.95,0.44,86.0
15429.0,Coconut Milk,70.0,,1.36,9.24,6.55,0.24,3.68,,133.0
,Cashew Milk,51.0,4.11,0.26,2.77,9.64,0.18,2.73,0.56,102.0
15431.0,Whole Milk,45.0,1.05,1.67,2.27,7.59,0.23,,0.02,102.0
15432.0,2% Milk,49.0,5.42,3.58,,0.9,0.88,7.6,0.42,107.0
15433.0,Cashew Milk,56.0,,4.44,,1.23,0.9,5.8,0.9,104.0
15434.0,2% Milk,61.0,2.45,3.04,2.75,8.6,0.49,6.96,0.57,113.0
15435.0,Coconut Milk,62.0,5.78,4.73,8.21,1.14,0.48,4.94,0.09,116.0
15436.0,,65.0,4.86,2.67,8.46,4.72,0.08,,0.94,93.0
15437.0,Coconut Milk,52.0,7.3,3.17,5.97,2.26,0.82,,0.33,113.0
15438.0,2% Milk,68.0,6.03,1.79,7.89,1.99,0.42,1.62,0.68,87.0
15439.0,Soy Milk,,6.25,1.54,4.6,9.12,0.15,2.53,0.14,97.0
15440.0,,49.0,6.32,2.37,4.83,7.39,0.49,4.15,0.16,119.0
15441.0,Soy Milk,47.0,2.34,4.69,4.52,1.28,0.22,5.42,0.66,150.0
15442.0,Almond Milk,77.0,5.79,3.07,7.03,8.69,0.89,6.22,,
15443.0,Almond Milk,80.0,5.6,0.91,4.6,4.74,0.55,1.96,0.09,88.0
15444.0,2% Milk,70.0,1.73,4.01,5.51,5.4,0.01,5.51,0.18,
15445.0,Almond Milk,62.0,7.73,4.01,3.55,4.89,0.97,2.36,0.56,102.0
15446.0,Cashew Milk,61.0,2.02,2.8,8.2,8.23,0.78,1.94,0.93,
15447.0,Almond Milk,46.0,2.08,4.5,1.15,6.57,0.43,2.21,0.34,
15448.0,Coconut Milk,42.0,6.25,1.8,6.54,2.54,0.19,3.95,0.35,96.0
15449.0,Skim Milk,78.0,5.1,0.51,2.69,4.37,0.98,4.76,,92.0
15450.0,,50.0,6.2,1.76,6.28,,0.96,6.87,0.06,110.0
15451.0,2% Milk,59.0,5.7,2.39,,5.95,0.73,1.41,0.76,124.0
15452.0,Skim Milk,52.0,1.28,2.91,6.04,8.91,0.07,4.56,0.26,145.0
15453.0,Almond Milk,78.0,2.52,2.26,,4.7,0.03,4.56,0.1,146.0
15454.0,Soy Milk,75.0,7.45,1.32,10.47,6.55,0.44,4.22,0.94,107.0
15455.0,Oat Milk,50.0,7.37,3.03,,4.35,0.47,6.96,0.21,127.0
15456.0,Skim Milk,59.0,1.19,0.74,2.01,7.25,0.28,,,123.0
15457.0,Oat Milk,45.0,,0.4,6.41,,0.72,5.01,0.78,104.0
15458.0,Oat Milk,71.0,4.77,2.93,10.84,3.57,0.38,4.87,0.12,131.0
15459.0,Almond Milk,51.0,5.24,4.91,4.95,2.29,0.52,4.13,0.45,
15460.0,Cashew Milk,63.0,3.63,2.31,2.32,0.6,0.37,6.76,0.77,82.0
15461.0,Whole Milk,76.0,2.58,2.0,1.73,7.77,0.28,1.46,0.99,127.0
15462.0,Cashew Milk,65.0,4.51,4.87,7.45,2.37,0.62,4.28,0.34,119.0
15463.0,Skim Milk,54.0,2.63,,2.1,5.21,0.01,4.27,0.17,98.0
15464.0,Cashew Milk,78.0,6.42,3.25,5.36,6.85,1.0,,,85.0
,Cashew Milk,73.0,2.59,0.16,5.44,,0.09,6.82,0.36,117.0
15466.0,Almond Milk,73.0,6.77,4.36,,2.09,0.62,6.82,0.97,121.0
15467.0,Almond Milk,73.0,6.7,,2.45,4.41,0.63,1.57,0.3,
15468.0,Soy Milk,,,4.22,10.76,,0.86,6.17,0.73,122.0
15469.0,2% Milk,62.0,5.45,0.52,11.16,3.29,0.71,,0.75,104.0
15470.0,Cashew Milk,44.0,7.24,2.76,4.5,7.51,0.69,2.86,0.22,123.0
15471.0,Almond Milk,,1.79,4.73,3.64,3.07,,6.77,0.56,145.0
15472.0,Cashew Milk,40.0,6.38,0.6,10.27,5.34,0.97,,0.17,101.0
15473.0,Skim Milk,65.0,5.22,3.99,10.68,2.67,0.82,,0.39,132.0
15474.0,Oat Milk,79.0,,1.13,4.85,5.07,0.46,3.4,0.8,130.0
15475.0,,46.0,2.95,1.02,9.08,2.76,0.88,6.15,0.9,94.0
15476.0,2% Milk,,6.39,3.35,5.58,5.01,0.28,5.35,0.24,141.0
15477.0,Coconut Milk,51.0,1.47,2.81,7.94,,0.08,,0.7,113.0
15478.0,2% Milk,79.0,0.98,0.72,5.85,1.73,,1.15,0.68,128.0
15479.0,2% Milk,69.0,5.23,4.3,8.34,9.91,0.54,6.68,0.73,
15480.0,Soy Milk,46.0,7.28,0.38,4.88,2.33,0.98,1.04,0.33,137.0
15481.0,Soy Milk,72.0,6.79,2.14,6.78,1.41,0.26,2.96,0.36,87.0
15482.0,Almond Milk,59.0,5.85,2.51,4.13,9.39,0.52,5.23,0.38,113.0
15483.0,Skim Milk,51.0,0.5,3.57,7.37,9.92,0.49,4.22,0.7,137.0
15484.0,Soy Milk,61.0,6.26,,4.99,7.5,0.95,,0.09,141.0
15485.0,Oat Milk,41.0,1.57,1.12,5.21,1.21,0.76,6.74,0.24,108.0
15486.0,Coconut Milk,57.0,4.66,3.4,11.18,,0.51,7.76,0.64,135.0
,Skim Milk,41.0,6.85,0.27,,5.15,0.34,6.45,0.36,145.0
15488.0,Oat Milk,71.0,1.42,4.88,11.9,9.37,0.8,5.96,,114.0
15489.0,Almond Milk,60.0,6.66,3.54,11.5,8.16,0.06,4.97,0.64,101.0
15490.0,2% Milk,58.0,1.01,1.62,6.23,7.77,0.88,3.88,0.32,134.0
15491.0,Skim Milk,40.0,6.59,1.77,6.2,4.43,,3.19,0.93,81.0
15492.0,Whole Milk,54.0,1.46,0.75,4.3,1.07,0.81,7.1,0.58,134.0
15493.0,Cashew Milk,43.0,1.2,1.59,8.81,4.74,0.72,6.48,0.14,
15494.0,Almond Milk,77.0,1.27,2.61,8.41,0.9,0.55,3.8,0.61,98.0
15495.0,Soy Milk,54.0,1.14,3.76,9.59,,0.29,2.25,0.78,144.0
15496.0,Skim Milk,66.0,3.4,0.17,3.99,4.56,0.99,3.92,0.76,129.0
15497.0,Whole Milk,59.0,2.27,2.79,3.54,4.22,0.83,5.88,0.24,126.0
15498.0,Oat Milk,57.0,1.48,4.22,4.28,1.01,0.08,4.08,0.86,108.0
15499.0,Whole Milk,53.0,7.29,1.51,6.82,6.41,0.99,2.11,,81.0
15500.0,Soy Milk,48.0,6.63,1.91,3.66,7.32,0.91,1.36,0.2,94.0
15501.0,Skim Milk,62.0,7.24,0.71,9.42,,0.13,,0.84,148.0
,2% Milk,45.0,1.18,1.72,11.95,2.36,0.4,,0.53,122.0
,Soy Milk,44.0,3.15,,6.18,6.1,0.82,,0.47,82.0
15504.0,Cashew Milk,,1.82,,1.05,7.17,0.04,5.18,0.13,101.0
15505.0,Coconut Milk,40.0,6.06,4.1,6.37,1.72,0.49,,0.89,87.0
15506.0,Almond Milk,59.0,5.59,2.37,9.41,6.67,0.95,2.55,0.95,138.0
15507.0,2% Milk,67.0,6.05,1.12,2.43,2.09,0.86,5.17,,
15508.0,Almond Milk,55.0,1.79,3.75,11.12,8.34,0.4,1.6,0.9,110.0
15509.0,Coconut Milk,46.0,1.3,0.13,11.08,4.11,0.98,7.03,0.07,102.0
15510.0,Whole Milk,52.0,2.58,1.4,6.46,1.43,0.85,7.27,0.17,94.0
,Oat Milk,,7.88,0.52,,1.99,0.78,6.72,0.33,98.0
,Soy Milk,60.0,0.66,1.3,6.27,7.17,0.7,2.9,0.03,140.0
15513.0,,43.0,4.61,1.87,1.11,3.88,0.8,5.16,0.46,82.0
15514.0,,43.0,6.26,2.66,4.66,2.03,0.27,3.24,0.28,82.0
15515.0,2% Milk,43.0,,3.85,6.73,5.78,0.65,,0.31,123.0
15516.0,Coconut Milk,42.0,1.09,2.52,,3.42,0.97,7.56,0.99,85.0
15517.0,Cashew Milk,,6.81,1.12,3.18,9.61,0.46,5.06,0.96,139.0
15518.0,Almond Milk,45.0,7.28,1.27,10.08,,,4.82,0.59,147.0
15519.0,Almond Milk,,5.2,1.28,5.52,9.94,0.16,7.17,0.17,87.0
15520.0,2% Milk,52.0,5.36,,5.84,7.84,0.29,4.06,,
15521.0,Whole Milk,72.0,5.41,3.49,5.71,8.57,0.68,4.68,0.7,128.0
15522.0,Soy Milk,72.0,2.23,4.64,6.74,1.07,0.75,7.42,0.68,117.0
15523.0,Soy Milk,45.0,6.95,0.7,2.57,,0.14,6.43,0.53,103.0
15524.0,,54.0,,2.76,8.57,4.89,0.63,,,127.0
15525.0,Skim Milk,73.0,1.78,0.55,2.07,1.11,0.39,7.39,0.33,142.0
15526.0,Cashew Milk,76.0,4.22,3.71,10.58,5.42,0.7,3.06,0.82,149.0
15527.0,,74.0,6.32,3.3,2.39,1.14,0.01,3.25,,126.0
15528.0,2% Milk,46.0,4.82,0.22,10.79,7.74,0.38,3.06,0.63,107.0
15529.0,Skim Milk,72.0,7.37,0.6,5.94,5.8,0.18,6.71,0.67,119.0
15530.0,Soy Milk,,0.57,0.73,3.98,3.6,0.99,4.14,0.66,135.0
15531.0,Skim Milk,,,0.41,2.56,6.85,0.43,,0.12,124.0
15532.0,Skim Milk,75.0,,0.68,8.28,8.55,0.7,4.73,0.2,111.0
15533.0,2% Milk,73.0,7.35,1.72,5.8,7.06,0.99,1.34,0.75,137.0
15534.0,Skim Milk,40.0,4.7,2.89,9.93,,0.76,3.68,0.37,
15535.0,Coconut Milk,42.0,6.03,0.95,9.98,1.92,0.79,2.84,0.61,106.0
15536.0,Soy Milk,61.0,0.56,3.22,11.72,9.65,0.02,,,91.0
15537.0,2% Milk,64.0,2.75,1.2,6.92,1.07,,5.19,0.33,
15538.0,Soy Milk,41.0,7.76,2.99,5.13,9.25,0.14,6.51,,81.0
15539.0,Oat Milk,59.0,,4.29,10.34,1.2,0.1,2.89,0.62,
15540.0,Oat Milk,50.0,2.31,,7.89,8.1,0.83,2.52,0.89,129.0
15541.0,,47.0,0.95,0.14,11.05,7.39,,2.65,0.3,128.0
15542.0,Oat Milk,78.0,7.06,2.22,6.08,4.92,0.9,4.3,0.93,132.0
15543.0,,61.0,5.03,4.25,1.11,1.37,0.31,6.83,0.05,114.0
15544.0,,58.0,7.27,2.31,10.99,6.02,0.72,3.43,0.73,91.0
15545.0,Soy Milk,43.0,6.38,1.16,7.41,7.88,0.49,4.95,0.36,125.0
15546.0,Cashew Milk,,5.26,1.86,1.05,1.79,0.27,4.21,0.27,149.0
15547.0,2% Milk,44.0,7.17,3.57,3.39,3.95,0.11,6.56,0.75,146.0
15548.0,,56.0,1.01,4.31,1.47,8.44,0.31,,0.71,131.0
15549.0,Skim Milk,65.0,4.45,,3.82,6.73,0.36,1.06,0.02,118.0
15550.0,Almond Milk,73.0,3.88,,9.81,2.69,0.66,4.2,0.7,126.0
15551.0,Skim Milk,41.0,2.99,1.21,10.07,2.7,,1.73,0.36,110.0
15552.0,Soy Milk,53.0,1.23,1.67,3.36,7.39,0.19,2.17,0.16,126.0
15553.0,Almond Milk,66.0,1.88,1.47,6.91,5.27,0.55,7.72,,127.0
15554.0,Skim Milk,63.0,3.65,,9.44,3.49,0.84,1.09,0.51,131.0
15555.0,2% Milk,50.0,3.77,,7.84,1.0,,4.09,0.95,83.0
15556.0,,75.0,4.39,1.96,,5.35,0.65,5.31,0.69,95.0
15557.0,2% Milk,43.0,1.59,1.27,6.23,1.18,0.9,2.77,0.47,91.0
15558.0,2% Milk,79.0,2.74,0.61,10.87,,,3.55,,146.0
15559.0,Cashew Milk,45.0,5.28,2.42,6.8,4.54,0.42,4.16,0.27,
15560.0,Coconut Milk,80.0,3.61,2.8,2.53,2.76,,3.34,0.6,95.0
15561.0,Soy Milk,76.0,6.39,3.44,11.1,,0.37,6.21,0.26,121.0
15562.0,Almond Milk,44.0,4.16,1.59,6.99,5.26,0.53,4.77,,98.0
15563.0,Almond Milk,76.0,6.04,2.72,5.21,9.04,0.23,2.55,0.78,130.0
15564.0,Whole Milk,50.0,3.41,3.56,8.76,9.9,0.76,7.82,0.88,107.0
15565.0,Whole Milk,61.0,0.62,2.37,,4.55,,,0.41,107.0
15566.0,Whole Milk,40.0,5.68,,6.93,9.8,0.82,6.19,0.57,148.0
15567.0,Oat Milk,42.0,1.98,3.82,4.25,5.66,0.08,1.6,0.0,140.0
15568.0,Almond Milk,70.0,5.91,2.82,5.99,,0.98,5.78,0.88,118.0
15569.0,Whole Milk,56.0,4.81,3.24,,7.67,0.35,4.93,0.21,146.0
